,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2815349,-1.2858858,"('unsociable', 'sociable')",-0.43405032,-0.5442517,-0.8577926,-0.9150687,-0.0572761
1,-0.38749972,-0.37168968,"('unfriendly', 'friendly')",1.7926279,1.6731945,0.7025641,0.6507524,-0.0518117
2,0.8472748,0.8536682,"('unlikable', 'likable')",0.7484033,0.72898865,0.797839,0.7913284,-0.0065106
3,-0.7054956,-0.5930143,"('repellent', 'pleasant')",0.83199644,0.8822489,0.0632504,0.1446173,0.0813669
4,0.1590582,0.20393507,"('disliked', 'liked')",-7.0700765,-7.0371227,-3.4555092,-3.4165938,0.0389154
5,0.78088486,0.8110055,"('distant', 'outgoing')",-0.0018615462,0.061403938,0.3895116,0.4362047,0.0466931
6,0.60935754,0.6678604,"('distant', 'open')",0.12044908,0.16126658,0.3649033,0.4145635,0.0496602
7,-0.1333692,-0.046208385,"('insensitive', 'sensitive')",0.51642984,0.5327864,0.1915303,0.243289,0.0517587
8,-0.13917714,-0.121381015,"('unaffectionate', 'affectionate')",1.2286905,1.168594,0.5447567,0.5236065,-0.0211502
9,0.22076309,0.26962572,"('unaffectionate', 'caring')",1.7025064,1.7219155,0.9616348,0.9957706,0.0341358
10,-1.6189376,-1.5254219,"('unsympathetic', 'sympathetic')",-0.7530233,-0.7534499,-1.1859804,-1.1394359,0.0465445
11,0.05852245,0.06643811,"('unhelpful', 'helpful')",1.4223325,1.5846686,0.7404275,0.8255534,0.0851259
12,0.41870144,0.5649685,"('unsupportive', 'supportive')",-1.8695906,-1.8592837,-0.7254446,-0.6471575,0.0782871
13,-0.77691734,-0.8200643,"('impolite', 'polite')",-0.9407129,-0.9533956,-0.8588151,-0.88673,-0.0279149
14,-0.9311994,-0.85469115,"('antisocial', 'social')",-0.43448997,-0.50226265,-0.6828446,-0.6784769,0.0043677
15,0.8477234,0.77642334,"('boring', 'funny')",0.11013312,0.113199845,0.4789283,0.4448116,-0.0341167
16,-0.48591474,-0.42287695,"('unpopular', 'popular')",0.2571963,0.28164032,-0.1143592,-0.0706183,0.0437409
17,-0.21100068,-0.0923871,"('nasty', 'nice')",-0.43322363,-0.39692992,-0.3221121,-0.2446585,0.0774536
18,-0.07206197,0.07502109,"('disagreeable', 'welcoming')",-0.25704414,-0.30364716,-0.164553,-0.114313,0.05024
19,0.18563724,0.22871295,"('inhospitable', 'hospitable')",0.055620156,0.13156253,0.1206287,0.1801377,0.059509
20,-0.3470083,-0.2510053,"('rough', 'thoughtful')",0.5721685,0.55773365,0.1125801,0.1533642,0.0407841
21,-0.2665971,-0.2401776,"('immoral', 'moral')",-0.834998,-0.7495699,-0.5507976,-0.4948738,0.0559238
22,-0.86215425,-0.80670047,"('untrustworthy', 'trustworthy')",-0.988066,-1.0114833,-0.9251101,-0.9090919,0.0160182
23,0.106568426,0.13516082,"('insincere', 'sincere')",5.824625,5.8345294,2.9655967,2.9848452,0.0192485
24,-0.087066665,-0.0985797,"('dishonest', 'honest')",0.6808023,0.72066224,0.2968678,0.3110413,0.0141735
25,1.0161308,1.0086452,"('egoistic', 'altruistic')",1.8768978,1.8246274,1.4465144,1.4166362,-0.0298782
