,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
0,-0.3200764,-0.390819,"('unsociable', 'sociable')",-0.3200764,-0.390819,-0.0707426
1,-0.609625,-0.9365646,"('unfriendly', 'friendly')",-0.609625,-0.9365646,-0.3269396
2,0.36434737,0.36000344,"('unlikable', 'likable')",0.3643474,0.3600034,-0.004344
3,-0.8186385,-0.5548184,"('repellent', 'pleasant')",-0.8186385,-0.5548184,0.2638201
4,-1.8987191,-1.980846,"('disliked', 'liked')",-1.8987191,-1.980846,-0.0821269
5,-0.525903,-0.53792083,"('distant', 'outgoing')",-0.525903,-0.5379208,-0.0120178
6,-0.5952895,-0.6263762,"('distant', 'open')",-0.5952895,-0.6263762,-0.0310867
7,-0.38814518,-0.42017332,"('insensitive', 'sensitive')",-0.3881452,-0.4201733,-0.0320281
8,-0.27045205,-0.49687377,"('unaffectionate', 'affectionate')",-0.2704521,-0.4968738,-0.2264217
9,-0.38298443,-0.55423784,"('unaffectionate', 'caring')",-0.3829844,-0.5542378,-0.1712534
10,-1.0078129,-1.0077773,"('unsympathetic', 'sympathetic')",-1.0078129,-1.0077773,3.56e-05
11,0.027869795,0.07089248,"('unhelpful', 'helpful')",0.0278698,0.0708925,0.0430227
12,-1.0447441,-1.0488415,"('unsupportive', 'supportive')",-1.0447441,-1.0488415,-0.0040974
13,-0.5296642,-0.63430727,"('impolite', 'polite')",-0.5296642,-0.6343073,-0.1046431
14,0.033275746,-0.029805746,"('antisocial', 'social')",0.0332757,-0.0298057,-0.0630814
15,0.32951218,0.08741246,"('boring', 'funny')",0.3295122,0.0874125,-0.2420997
16,-0.22414917,-0.19371156,"('unpopular', 'popular')",-0.2241492,-0.1937116,0.0304376
17,-0.67074895,-0.5384551,"('nasty', 'nice')",-0.6707489,-0.5384551,0.1322938
18,-0.81009173,-0.7827379,"('disagreeable', 'welcoming')",-0.8100917,-0.7827379,0.0273538
19,-1.0858206,-1.0501587,"('inhospitable', 'hospitable')",-1.0858206,-1.0501587,0.0356619
20,0.41168773,0.40843385,"('rough', 'thoughtful')",0.4116877,0.4084339,-0.0032538
21,-0.7305829,-0.6045906,"('immoral', 'moral')",-0.7305829,-0.6045906,0.1259923
22,0.09589571,0.0213899,"('untrustworthy', 'trustworthy')",0.0958957,0.0213899,-0.0745058
23,0.8880879,0.90810627,"('insincere', 'sincere')",0.8880879,0.9081063,0.0200184
24,-0.2876641,-0.45206708,"('dishonest', 'honest')",-0.2876641,-0.4520671,-0.164403
25,-0.22978066,-0.40439856,"('egoistic', 'altruistic')",-0.2297807,-0.4043986,-0.1746179
26,1.2132801,0.7456751,"('hardhearted', 'benevolent')",1.2132801,0.7456751,-0.467605
27,0.74287766,0.5562586,"('hardhearted', 'softhearted')",0.7428777,0.5562586,-0.1866191
28,-0.3669199,-0.6493462,"('disloyal', 'loyal')",-0.3669199,-0.6493462,-0.2824263
29,0.17876017,0.09680903,"('unfair', 'fair')",0.1787602,0.096809,-0.0819512
30,0.1991676,0.21796533,"('intolerant', 'tolerant')",0.1991676,0.2179653,0.0187977
31,-0.94872046,-0.90948635,"('evil', 'good')",-0.9487205,-0.9094864,0.0392341
32,0.029372636,-0.23229083,"('unkind', 'kind')",0.0293726,-0.2322908,-0.2616634
33,-0.03859142,-0.17155288,"('wrong', 'right')",-0.0385914,-0.1715529,-0.1329615
34,1.4834192,1.6935079,"('mean', 'honorable')",1.4834192,1.6935079,0.2100887
35,0.5324333,0.31618905,"('corrupt', 'incorrupt')",0.5324333,0.3161891,-0.2162442
36,-0.13594924,-0.2158744,"('hostile', 'amicable')",-0.1359492,-0.2158744,-0.0799252
37,0.65795106,0.58113706,"('fake', 'genuine')",0.6579511,0.5811371,-0.076814
38,-0.26756904,-0.30823737,"('untruthful', 'truthful')",-0.267569,-0.3082374,-0.0406684
39,0.3909299,0.46479693,"('exploitative', 'cooperative')",0.3909299,0.4647969,0.073867
40,-0.7500652,-0.8466157,"('stingy', 'generous')",-0.7500652,-0.8466157,-0.0965505
41,-0.10929749,-0.14294226,"('unforgiving', 'forgiving')",-0.1092975,-0.1429423,-0.0336448
42,-0.10728392,-0.023481328,"('unreliable', 'reliable')",-0.1072839,-0.0234813,0.0838026
43,0.124669395,0.13284035,"('irresponsible', 'responsible')",0.1246694,0.1328404,0.008171
44,-0.0024362952,0.18643382,"('prejudiced', 'unprejudiced')",-0.0024363,0.1864338,0.1888701
45,-0.21967101,-0.197735,"('incompetent', 'competent')",-0.219671,-0.197735,0.021936
46,-0.88727194,-0.7930673,"('uncompetitive', 'competitive')",-0.8872719,-0.7930673,0.0942046
47,1.1666963,1.2333441,"('stupid', 'smart')",1.1666963,1.2333441,0.0666478
48,-0.5593051,-0.51992893,"('unintelligent', 'intelligent')",-0.5593051,-0.5199289,0.0393762
49,-0.55098397,-0.3046211,"('unable', 'able')",-0.550984,-0.3046211,0.2463629
50,0.052264903,-0.060965046,"('clumsy', 'skillful')",0.0522649,-0.060965,-0.1132299
51,-1.0564932,-1.0615962,"('uneducated', 'educated')",-1.0564932,-1.0615962,-0.005103
52,-0.9645325,-1.0990165,"('irrational', 'rational')",-0.9645325,-1.0990165,-0.134484
53,-1.6640751,-1.750458,"('uncreative', 'creative')",-1.6640751,-1.750458,-0.0863829
54,-0.69812536,-0.77970344,"('incapable', 'capable')",-0.6981254,-0.7797034,-0.081578
55,-0.5710523,-0.44108614,"('incompetent', 'clever')",-0.5710523,-0.4410861,0.1299662
56,0.49557054,0.556696,"('impractical', 'practical')",0.4955705,0.556696,0.0611255
57,-1.6231648,-1.7120084,"('unimaginative', 'imaginative')",-1.6231648,-1.7120084,-0.0888436
58,0.0777281,0.031663515,"('undiscriminating', 'discriminating')",0.0777281,0.0316635,-0.0460646
59,-0.30916554,-0.4245805,"('foolish', 'wise')",-0.3091655,-0.4245805,-0.115415
60,0.18655343,0.32311141,"('inefficient', 'efficient')",0.1865534,0.3231114,0.136558
61,-0.29828575,-0.4536826,"('illogical', 'logical')",-0.2982858,-0.4536826,-0.1553968
62,-0.043458305,0.11673181,"('incompetent', 'brilliant')",-0.0434583,0.1167318,0.1601901
63,-0.45564252,-0.36946124,"('unperceptive', 'insightful')",-0.4556425,-0.3694612,0.0861813
64,-2.1928697,-2.1796603,"('shy', 'confident')",-2.1928697,-2.1796603,0.0132094
65,-0.23372334,-0.22607026,"('insecure', 'secure')",-0.2337233,-0.2260703,0.007653
66,-0.7476146,-0.9022629,"('inactive', 'active')",-0.7476146,-0.9022629,-0.1546483
67,0.038183853,0.12020022,"('doubtful', 'determined')",0.0381839,0.1202002,0.0820163
68,-0.6307194,-0.46422166,"('dependent', 'independent')",-0.6307194,-0.4642217,0.1664977
69,0.6184961,0.506954,"('lazy', 'industrious')",0.6184961,0.506954,-0.1115421
70,-0.037397124,-0.03553017,"('lethargic', 'energetic')",-0.0373971,-0.0355302,0.0018669
71,0.44931138,0.32430416,"('diffident', 'self-confident')",0.4493114,0.3243042,-0.1250072
72,-0.39474252,-0.41793695,"('unambitious', 'ambitious')",-0.3947425,-0.417937,-0.0231945
73,-0.3858604,-0.37336567,"('helpless', 'self-reliant')",-0.3858604,-0.3733657,0.0124947
74,0.32246038,0.19402973,"('undedicated', 'dedicated')",0.3224604,0.1940297,-0.1284307
75,0.17714497,0.24398954,"('meek', 'impulsive')",0.177145,0.2439895,0.0668445
76,-0.13864489,0.08100467,"('anxious', 'daring')",-0.1386449,0.0810047,0.2196496
77,-1.5973544,-1.3880328,"('unmotivated', 'motivated')",-1.5973544,-1.3880328,0.2093216
78,-0.08151537,-0.16360626,"('nonresilient', 'resilient')",-0.0815154,-0.1636063,-0.0820909
79,-0.3211643,-0.3115487,"('wavering', 'unwavering')",-0.3211643,-0.3115487,0.0096156
80,-0.37906128,-0.43588653,"('dominated', 'dominating')",-0.3790613,-0.4358865,-0.0568252
81,-1.2190698,-1.0719128,"('submissive', 'aggressive')",-1.2190698,-1.0719128,0.147157
82,1.1397966,1.1622133,"('poor', 'rich')",1.1397966,1.1622133,0.0224167
83,-0.591502,-0.57367426,"('powerless', 'powerful')",-0.591502,-0.5736743,0.0178277
84,0.23781383,0.20903999,"('inferior', 'superior')",0.2378138,0.20904,-0.0287738
85,-0.47693494,-0.5417589,"('insignificant', 'prestigious')",-0.4769349,-0.5417589,-0.064824
86,-1.553778,-1.7325085,"('uninfluential', 'influential')",-1.5537781,-1.7325085,-0.1787304
87,-0.2217609,-0.30281112,"('unsuccessful', 'successful')",-0.2217609,-0.3028111,-0.0810502
88,-0.42980814,-0.48765334,"('low', 'eminent')",-0.4298081,-0.4876533,-0.0578452
