,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.014276572,-0.050443795,"('unsociable', 'sociable')",-0.32396728,-0.377671,0.4487018,0.3539328,-0.6202488,-0.6772538,-0.1274477,-0.1878589,-0.0604112
1,0.9083945,0.7806941,"('unfriendly', 'friendly')",1.3684158,1.3698554,0.7211038,0.6042436,2.1240466,2.1031451,1.2804902,1.2144845,-0.0660057
2,-0.32041672,-0.34507918,"('unlikable', 'likable')",0.9059098,0.77417827,1.0247619,0.91272485,0.3719847,0.47716892,0.4955599,0.4547482,-0.0408117
3,-0.416677,-0.29008558,"('repellent', 'pleasant')",-1.5984979,-1.1590132,-1.1020039,-0.81639105,0.17199695,0.26244873,-0.7362955,-0.5007603,0.2355352
4,1.192473,1.1783582,"('disliked', 'liked')",1.566317,1.5848444,1.1874462,1.229766,-6.5860095,-6.601358,-0.6599433,-0.6520973,0.007846
5,0.8875003,0.84557086,"('distant', 'outgoing')",1.5166279,1.5232837,0.77719134,0.705738,0.2676851,0.33215812,0.8622512,0.8516877,-0.0105635
6,0.7832864,0.7499362,"('distant', 'open')",1.7368549,1.8355539,0.7344184,0.70783067,0.98571604,1.054164,1.060069,1.0868713,0.0268023
7,0.15948498,0.16069116,"('insensitive', 'sensitive')",-0.60001343,-0.48985806,-0.29897407,-0.24045295,0.79450864,0.806231,0.0137515,0.0591528,0.0454013
8,0.059749633,0.03366196,"('unaffectionate', 'affectionate')",0.3218711,0.13337077,-0.07984934,-0.28914097,1.0931358,1.0112743,0.3487268,0.2222915,-0.1264353
9,0.63815916,0.60890937,"('unaffectionate', 'caring')",1.6209378,1.562186,2.0224483,1.8922228,1.6003925,1.6388161,1.4704845,1.4255335,-0.044951
10,0.68909365,0.7473146,"('unsympathetic', 'sympathetic')",-1.4558828,-1.1615443,-0.8751246,-0.6851757,-0.3316073,-0.3053715,-0.4933802,-0.3511943,0.1421859
11,0.29084972,0.32818714,"('unhelpful', 'helpful')",-0.2543755,-0.16758609,0.7239081,0.81227297,1.8817765,2.0344875,0.6605397,0.7518404,0.0913007
12,1.0153927,1.0847131,"('unsupportive', 'supportive')",2.7894955,3.0932126,2.3054981,2.572391,-1.9319211,-1.8528736,1.0446163,1.2243607,0.1797444
13,-0.2566718,-0.31276935,"('impolite', 'polite')",-0.3168134,-0.41996357,0.2693865,0.21367702,-0.5404998,-0.5689051,-0.2111496,-0.2719902,-0.0608406
14,0.26806325,0.2665501,"('antisocial', 'social')",-0.92114586,-0.7881229,0.026948068,0.12110319,-0.7372169,-0.7525612,-0.3408378,-0.2882577,0.0525801
15,-0.16560331,-0.24759749,"('boring', 'funny')",0.23038891,-0.1081686,0.17197476,-0.12650318,0.23831089,0.19359322,0.1187678,-0.072169,-0.1909368
16,-0.36223525,-0.39863577,"('unpopular', 'popular')",0.9019842,0.9372562,0.42482743,0.52527225,0.32372165,0.32946634,0.3220745,0.3483398,0.0262653
17,0.11957269,0.13862671,"('nasty', 'nice')",0.001383245,0.15292364,0.1505351,0.2014718,-0.3553989,-0.27968413,-0.020977,0.0533345,0.0743115
18,-0.13776278,-0.15133674,"('disagreeable', 'welcoming')",-0.36074507,-0.303163,-0.5131564,-0.43943292,-0.3972923,-0.3008739,-0.3522391,-0.2987016,0.0535375
19,0.050285682,0.10399051,"('inhospitable', 'hospitable')",1.0716628,1.0417383,0.40199876,0.3961373,0.24268839,0.3775373,0.4416589,0.4798508,0.0381919
20,0.17834982,0.22314034,"('rough', 'thoughtful')",-0.4306991,-0.24386388,-0.6534955,-0.5325482,0.9776486,0.951769,0.017951,0.0996243,0.0816733
21,-0.36590022,-0.33035496,"('immoral', 'moral')",-0.16437733,-0.05422273,0.39186415,0.54191273,-1.1467669,-1.0747628,-0.3212951,-0.2293569,0.0919382
22,1.027138,0.94990236,"('untrustworthy', 'trustworthy')",-0.54604805,-0.5201496,-0.15658149,-0.20152204,-0.4534477,-0.48580772,-0.0322348,-0.0643943,-0.0321595
23,0.118465945,0.13401319,"('insincere', 'sincere')",-0.74023163,-0.6025886,0.25510028,0.29205012,6.0593257,6.057177,1.4231651,1.470163,0.0469979
24,0.8353498,0.7660036,"('dishonest', 'honest')",-0.37072015,-0.51270175,-0.5848777,-0.78039914,1.4535798,1.408134,0.3333329,0.2202592,-0.1130737
25,-0.10643293,-0.10856748,"('egoistic', 'altruistic')",0.24244167,0.18469338,0.05584475,0.010591745,1.5196639,1.4808555,0.4278794,0.3918933,-0.0359861
26,1.0741317,0.93887305,"('hardhearted', 'benevolent')",1.7707433,1.7725375,1.4881667,1.455084,1.7729363,1.7492188,1.5264945,1.4789283,-0.0475662
27,0.7960035,0.75435424,"('hardhearted', 'softhearted')",0.7771977,0.79362464,1.1498506,1.0613855,1.8522236,1.6841265,1.1438189,1.0733727,-0.0704462
28,0.5722047,0.49315187,"('disloyal', 'loyal')",-0.36944443,-0.33533594,-0.6775277,-0.63799775,1.4920607,1.4623622,0.2543233,0.2455451,-0.0087782
29,0.5579114,0.4885403,"('unfair', 'fair')",0.2615304,0.3472331,0.21043737,0.20427497,0.40726018,0.26588368,0.3592848,0.326483,-0.0328018
30,0.3872572,0.41703808,"('intolerant', 'tolerant')",-0.5854838,-0.67101413,0.13980234,0.10068126,0.3981496,0.47422823,0.0849313,0.0802334,-0.0046979
31,-1.1191795,-1.0999296,"('evil', 'good')",0.35678473,0.45400608,-0.5371529,-0.4565971,-0.58321136,-0.60594666,-0.4706898,-0.4271168,0.043573
32,0.2763397,0.20191917,"('unkind', 'kind')",1.8722501,1.7789524,2.0177383,1.9118525,1.5502728,1.461474,1.4291503,1.3385495,-0.0906008
33,0.7053995,0.6705151,"('wrong', 'right')",1.587739,1.5045328,1.254473,1.2250348,-0.47779718,-0.51822186,0.7674536,0.7204652,-0.0469884
34,-0.4418021,-0.42951694,"('mean', 'honorable')",0.8986199,0.98203075,0.6320509,0.62948453,6.2025695,6.405586,1.8228595,1.896896,0.0740365
35,0.6814986,0.6184059,"('corrupt', 'incorrupt')",0.506908,0.43355647,0.014995566,-0.0910456,0.639665,0.5153798,0.4607668,0.3690741,-0.0916927
36,0.20261379,0.12694404,"('hostile', 'amicable')",0.7678667,0.89739835,0.069133446,0.09771547,0.5030289,0.418426,0.3856607,0.385121,-0.0005397
37,0.27997148,0.33646375,"('fake', 'genuine')",0.27751714,0.21052143,-0.41944695,-0.49857867,0.81700855,0.8665642,0.2387626,0.2287427,-0.0100199
38,1.0175097,1.0055875,"('untruthful', 'truthful')",0.75258094,0.8541681,0.3824767,0.49924493,-0.021586552,0.10795551,0.5327452,0.616739,0.0839938
39,0.8084345,0.8119946,"('exploitative', 'cooperative')",0.21213797,0.17081611,0.13752194,0.12541984,0.33904323,0.31413236,0.3742844,0.3555907,-0.0186937
40,0.97049284,0.918507,"('stingy', 'generous')",0.6338672,0.66937494,0.23596936,0.30284533,-1.9130512,-1.9489529,-0.0181805,-0.0145564,0.0036241
41,0.4436673,0.43103033,"('unforgiving', 'forgiving')",-0.040608536,0.017991576,0.42282826,0.50698626,-0.2348036,-0.23989439,0.1477709,0.1790285,0.0312576
42,0.36989105,0.43880898,"('unreliable', 'reliable')",1.051531,1.3855555,1.0485549,1.3498458,-2.7165282,-2.5943627,-0.0616378,0.1449618,0.2065996
43,0.85750186,0.8691856,"('irresponsible', 'responsible')",0.2581952,0.3423062,0.64978015,0.66714954,0.7029642,0.760656,0.6171104,0.6598244,0.042714
44,-0.8151126,-0.80934966,"('prejudiced', 'unprejudiced')",-0.428799,-0.52591586,0.019911475,-0.0874111,-1.0627768,-1.0623896,-0.5716943,-0.6212665,-0.0495722
45,1.0384376,1.0191776,"('incompetent', 'competent')",-0.8249819,-0.38793772,-0.15951005,0.089351244,-0.33481202,-0.37944302,-0.0702166,0.085287,0.1555036
46,0.98943007,1.0458136,"('uncompetitive', 'competitive')",-0.9766794,-0.707267,-0.11238864,0.10033576,-1.1068058,-1.0786887,-0.3016109,-0.1599516,0.1416593
47,0.7149571,0.7448888,"('stupid', 'smart')",0.9058163,0.93999374,1.1550993,1.1239774,5.8990564,5.9827833,2.1687322,2.1979108,0.0291786
48,-0.046158668,-0.07359611,"('unintelligent', 'intelligent')",-0.2525358,-0.18084404,-0.21190427,-0.14570913,-0.15079647,-0.12487277,-0.1653488,-0.1312555,0.0340933
49,0.53280133,0.5311879,"('unable', 'able')",0.8053851,0.99118876,1.1242199,1.2263403,0.09210695,0.26799285,0.6386284,0.7541775,0.1155491
50,-0.34437916,-0.2824642,"('clumsy', 'skillful')",1.3309923,1.4639108,1.0672084,1.2155925,0.12641388,0.1309734,0.5450588,0.6320031,0.0869443
51,-0.08713001,-0.113232434,"('uneducated', 'educated')",-0.606693,-0.59595895,-0.49204585,-0.43938622,-0.50531995,-0.56508976,-0.4227972,-0.4284168,-0.0056196
52,0.22488356,0.09193246,"('irrational', 'rational')",0.52593136,0.25174606,0.4124661,0.116482586,0.047285378,-0.063192695,0.3026416,0.0992421,-0.2033995
53,0.9254451,0.7969706,"('uncreative', 'creative')",-0.6654068,-0.60744506,-0.7448668,-0.82456005,1.0426872,1.0132365,0.1394647,0.0945505,-0.0449142
54,0.36915678,0.34678224,"('incapable', 'capable')",0.387124,0.3135027,0.73020065,0.60549104,1.2230868,1.2956562,0.6773921,0.640358,-0.0370341
55,-0.10047924,-0.08330163,"('incompetent', 'clever')",-2.6995907,-2.4834645,-1.524955,-1.3693091,-0.52394307,-0.5170248,-1.2122419,-1.1132751,0.0989668
56,0.89979243,0.94335425,"('impractical', 'practical')",0.42033276,0.5620732,0.431383,0.51077104,-0.33282313,-0.28676248,0.3546713,0.432359,0.0776877
57,1.6862714,1.6091727,"('unimaginative', 'imaginative')",-0.3989831,-0.25960743,-0.24085933,-0.14409822,-2.711487,-2.676067,-0.4162645,-0.36765,0.0486145
58,0.02160713,0.06043929,"('undiscriminating', 'discriminating')",-1.736379,-1.5923468,-0.6224701,-0.6026888,-0.0561846,-0.10642977,-0.5983566,-0.5602565,0.0381001
59,1.1017493,1.0590607,"('foolish', 'wise')",2.9760041,2.8209708,1.8311955,1.7062832,0.76145345,0.82692856,1.6676006,1.6033108,-0.0642898
60,0.22725454,0.28728035,"('inefficient', 'efficient')",-1.8122687,-1.5858135,-0.3212453,-0.18932363,-0.7603566,-0.5880099,-0.6666541,-0.5189667,0.1476874
61,0.19081417,0.06715847,"('illogical', 'logical')",-0.37089834,-0.41836682,0.37015346,0.28010502,0.4576566,0.29464376,0.1619315,0.0558851,-0.1060464
62,0.5469113,0.6238584,"('incompetent', 'brilliant')",-0.8094567,-0.530405,-0.1797714,0.00047864392,-0.49818066,-0.35377085,-0.2351244,-0.0649597,0.1701647
63,0.87245935,0.8930955,"('unperceptive', 'insightful')",-0.04511708,0.28863367,0.5564215,0.8174483,0.16956843,0.33637944,0.3883331,0.5838892,0.1955561
64,0.42398193,0.4132384,"('shy', 'confident')",-0.15339158,-0.23014851,0.129912,0.08112711,-6.9026318,-6.8860087,-1.6255324,-1.655448,-0.0299156
65,-0.35540265,-0.45801413,"('insecure', 'secure')",-1.649204,-1.8638402,-0.22497684,-0.39162317,-0.26589137,-0.31713474,-0.6238687,-0.7576531,-0.1337844
66,-0.1682539,-0.19106539,"('inactive', 'active')",0.8439384,0.75016946,0.5085488,0.37420106,1.629678,1.6008779,0.7034779,0.6335458,-0.0699321
67,-0.5249417,-0.5148053,"('doubtful', 'determined')",0.3489332,0.3240188,0.10071924,0.07320714,-0.591328,-0.47822207,-0.1666543,-0.1489504,0.0177039
68,-0.10958338,-0.25041905,"('dependent', 'independent')",-1.2121732,-1.2454612,-0.7809557,-0.77285105,-0.6994499,-0.712339,-0.7005405,-0.7452676,-0.0447271
69,-0.06705243,-0.080613114,"('lazy', 'industrious')",1.7027477,1.807028,1.204637,1.259607,-0.55753374,-0.51037467,0.5706996,0.6189119,0.0482123
70,1.0722774,1.1077254,"('lethargic', 'energetic')",-0.7296304,-0.5039977,-0.6237892,-0.47840762,0.71625227,0.8256973,0.1087775,0.2377543,0.1289768
71,1.5109079,1.4565923,"('diffident', 'self-confident')",3.1645176,3.210763,2.927249,2.9255006,1.1619431,1.1771202,2.1911545,2.1924942,0.0013397
