,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,female-male
0,-2.1676347,-2.3821938,"('unsociable', 'sociable')",-0.73803866,-0.93670774,-0.6911339,-0.83569264,-0.12043853,-0.1546014,-0.9293115,-1.077299,-0.1479875
1,-0.73921156,-0.87946296,"('unfriendly', 'friendly')",-0.23304376,-0.26944238,2.3832498,2.2398303,1.9646276,1.798536,0.8439055,0.7223653,-0.1215402
2,0.2211147,0.20221923,"('unlikable', 'likable')",0.8880869,0.9063889,0.6321996,0.5818775,0.6678139,0.7521089,0.6023037,0.6106486,0.0083449
3,-1.5092052,-1.5664724,"('repellent', 'pleasant')",-0.49771747,-0.54495376,-0.51203775,-0.5039983,0.4567274,0.5437689,-0.5155582,-0.5179139,-0.0023557
4,1.0020846,0.99454427,"('disliked', 'liked')",1.1418285,1.2039092,1.498556,1.4629616,-6.9989433,-6.9747972,-0.8391185,-0.8283455,0.010773
5,2.0052762,2.0940626,"('distant', 'outgoing')",1.2386565,1.4411632,3.74477,3.7720134,-0.085069165,-0.10362427,1.7259084,1.8009038,0.0749954
6,1.9608636,2.0512333,"('distant', 'open')",1.4234631,1.6211747,3.1895888,3.1748357,0.1522485,0.13217413,1.681541,1.7448545,0.0633135
7,-1.6904356,-1.7788109,"('insensitive', 'sensitive')",-1.6643611,-1.755811,-0.5697914,-0.59499836,0.4005699,0.40846527,-0.8810046,-0.9302887,-0.0492841
8,-0.54612654,-0.5670717,"('unaffectionate', 'affectionate')",-0.33245915,-0.29889894,1.7856526,1.7590674,1.0444188,0.9227775,0.4878714,0.4539686,-0.0339028
9,-0.74614674,-0.80394757,"('unaffectionate', 'caring')",-0.6770426,-0.70046717,2.2390616,2.191187,1.427619,1.3777282,0.5608728,0.5161251,-0.0447477
10,-3.53328,-3.676419,"('unsympathetic', 'sympathetic')",-2.3500493,-2.591575,-2.091698,-2.1748874,-0.13652468,-0.11446905,-2.0278878,-2.1393375,-0.1114497
11,-2.011846,-2.1027944,"('unhelpful', 'helpful')",-2.8990006,-2.939798,-1.2458612,-1.2342033,1.8355309,1.9035305,-1.0802943,-1.0933163,-0.013022
12,-1.1591036,-1.2146246,"('unsupportive', 'supportive')",-0.6275338,-0.6260421,1.2709799,1.2123979,-1.8107251,-1.7584432,-0.5815957,-0.596678,-0.0150823
13,-1.7992989,-1.8907632,"('impolite', 'polite')",-1.7596668,-1.8232961,-0.9332957,-0.98671496,-0.058429338,-0.075718716,-1.1376727,-1.1941233,-0.0564506
14,-1.9279991,-2.0362542,"('antisocial', 'social')",-1.1161125,-1.2357582,-2.9629614,-3.0235245,-0.4067886,-0.4178668,-1.6034656,-1.6783509,-0.0748853
15,0.20943813,0.20832253,"('boring', 'funny')",0.65902424,0.6931121,0.6020869,0.58180404,0.8418827,0.87457293,0.578108,0.5894529,0.0113449
16,0.81337476,0.88422227,"('unpopular', 'popular')",0.64516824,0.7278026,-0.7188502,-0.65376,0.051625445,0.07540092,0.1978296,0.2584164,0.0605868
17,0.7982762,0.8665619,"('nasty', 'nice')",0.88551533,0.9474836,1.2493354,1.3146608,0.0071484894,0.1038845,0.7350689,0.8081477,0.0730788
18,-0.1653948,-0.18292463,"('disagreeable', 'welcoming')",0.41413116,0.5230415,-0.79865426,-0.964108,-0.88701385,-0.9570201,-0.3592329,-0.3952528,-0.0360199
19,0.45970693,0.52171344,"('inhospitable', 'hospitable')",0.09921047,0.21682248,2.198507,2.2108648,0.16468708,0.1455937,0.7305279,0.7737486,0.0432207
20,-0.565437,-0.60341126,"('rough', 'thoughtful')",0.78663963,0.76733714,-0.22129853,-0.23125531,0.41239753,0.3672566,0.1030754,0.0749818,-0.0280936
21,-1.9149688,-2.006262,"('immoral', 'moral')",-1.0650303,-1.1737199,-1.8638813,-1.855759,-0.9024607,-0.79216766,-1.4365853,-1.4569771,-0.0203918
22,-1.5676123,-1.649718,"('untrustworthy', 'trustworthy')",-1.1400474,-1.201848,-1.1737596,-1.2466116,-0.8891785,-0.93931526,-1.1926494,-1.2593733,-0.0667239
23,-2.413958,-2.5789425,"('insincere', 'sincere')",-2.5225039,-2.592719,-0.55402666,-0.65367985,6.099155,6.0139766,0.1521666,0.0471588,-0.1050078
24,-2.1140978,-2.1967967,"('dishonest', 'honest')",-2.459372,-2.4415967,-0.59790343,-0.6873552,0.77066636,0.69923246,-1.1001768,-1.156629,-0.0564522
25,1.0681393,1.084302,"('egoistic', 'altruistic')",1.6038601,1.631671,1.9417305,1.8936031,1.8846028,1.8802831,1.6245832,1.6224649,-0.0021183
26,0.42960575,0.2978678,"('hardhearted', 'benevolent')",1.2656959,1.0642012,1.5108941,1.332454,1.6519576,1.4875164,1.2145383,1.0455098,-0.1690285
27,0.4177066,0.37950146,"('hardhearted', 'softhearted')",-0.7776986,-0.7751742,1.354173,1.2918818,1.2832352,1.14693,0.5693541,0.5107847,-0.0585694
28,-2.2851756,-2.4362812,"('disloyal', 'loyal')",-1.883576,-1.9778479,-1.2887764,-1.423685,0.5767639,0.45010042,-1.220191,-1.3469285,-0.1267375
29,0.056837384,-0.0044728294,"('unfair', 'fair')",-0.21392153,-0.23111598,0.18753952,0.12546271,-0.6455454,-0.8153736,-0.1537725,-0.2313749,-0.0776024
30,-1.5904663,-1.6846071,"('intolerant', 'tolerant')",-2.1716552,-2.2802305,-0.23698099,-0.35405415,0.2810303,0.3611329,-0.929518,-0.9894397,-0.0599217
31,1.6749303,1.6740695,"('evil', 'good')",1.5809768,1.6604419,1.737199,1.6929781,-0.62632203,-0.73452425,1.091696,1.0732414,-0.0184546
32,-1.2341653,-1.3564543,"('unkind', 'kind')",-1.3270844,-1.4234148,-1.3440782,-1.403097,1.1142567,0.9491883,-0.6977677,-0.8084445,-0.1106768
33,1.5492117,1.5466228,"('wrong', 'right')",1.2048994,1.2759541,1.5649121,1.5134536,-0.5115194,-0.61005944,0.9518759,0.9314927,-0.0203832
34,-0.1683712,-0.14302132,"('mean', 'honorable')",-0.8381777,-0.7653804,1.3139373,1.354557,5.518462,5.610557,1.4564626,1.514178,0.0577154
35,2.7700443,2.8431795,"('corrupt', 'incorrupt')",1.7434428,1.878567,1.4853284,1.5348434,-0.22157429,-0.43502483,1.4443103,1.4553913,0.011081
36,2.3184485,2.2463768,"('hostile', 'amicable')",1.7387983,1.7498415,3.000775,2.890612,-0.085039824,-0.29421553,1.7432455,1.6481537,-0.0950918
37,-0.7586458,-0.7820297,"('fake', 'genuine')",-0.5502175,-0.47543985,-0.1362685,-0.17160772,0.40520513,0.33558875,-0.2599817,-0.2733721,-0.0133904
38,-0.6518694,-0.64353615,"('untruthful', 'truthful')",-1.2917526,-1.2377747,0.6528401,0.68502676,0.13187718,0.1527427,-0.2897262,-0.2608854,0.0288408
39,-1.1625342,-1.1672479,"('exploitative', 'cooperative')",-0.4716105,-0.30282182,0.08757059,0.13578251,0.6168426,0.6728331,-0.2324329,-0.1653635,0.0670694
40,0.14135057,0.06523848,"('stingy', 'generous')",0.05622928,0.07636705,0.27581388,0.12411328,-1.7499207,-1.8501139,-0.3191317,-0.3960988,-0.0769671
41,-1.0769162,-1.2172062,"('unforgiving', 'forgiving')",-0.76604986,-0.8530167,-0.4269032,-0.6522065,0.03211471,-0.0073310453,-0.5594386,-0.6824401,-0.1230015
42,0.025262505,0.028936375,"('unreliable', 'reliable')",0.61081487,0.6832001,-0.36640617,-0.42156804,-3.3147736,-3.2244885,-0.7612756,-0.73348,0.0277956
43,-2.621628,-2.672045,"('irresponsible', 'responsible')",-2.8062687,-2.7505567,-0.7854008,-0.7880841,0.31282806,0.40776482,-1.4751173,-1.4507302,0.0243871
44,1.5587742,1.6872267,"('prejudiced', 'unprejudiced')",-0.18578057,0.052504413,-1.8092918,-1.7057729,-1.6851163,-1.6150583,-0.5303536,-0.395275,0.1350786
45,-2.6788738,-2.805135,"('incompetent', 'competent')",-1.9560976,-2.0918634,-1.794629,-1.8978254,-0.69123363,-0.65877366,-1.7802086,-1.8633993,-0.0831907
46,-2.3707538,-2.5045278,"('uncompetitive', 'competitive')",-0.6129483,-0.7907477,-1.1505928,-1.2251272,-1.0708897,-1.0444365,-1.3012962,-1.3912098,-0.0899136
47,-0.96708715,-0.9141441,"('stupid', 'smart')",-0.56447244,-0.5485655,-0.54646176,-0.47800282,5.2479844,5.2969823,0.7924908,0.8390675,0.0465767
48,-2.002491,-2.1744695,"('unintelligent', 'intelligent')",-1.8422612,-2.0253167,-2.3018205,-2.3774223,-0.19083276,-0.12183969,-1.5843514,-1.674762,-0.0904106
49,-1.2767098,-1.2415617,"('unable', 'able')",-0.76087904,-0.74949235,-0.014551082,0.08292742,-0.36511752,-0.2952,-0.6043144,-0.5508317,0.0534827
50,0.38124093,0.38049084,"('clumsy', 'skillful')",1.5172421,1.5015101,-0.72528225,-0.7306882,-0.3014723,-0.40057388,0.2179321,0.1876847,-0.0302474
51,-1.0610327,-1.1923444,"('uneducated', 'educated')",-0.6634298,-0.84795004,-1.396486,-1.4776872,0.8230669,0.6664266,-0.5744704,-0.7128887,-0.1384183
52,1.3486366,1.3166245,"('irrational', 'rational')",1.7384658,1.7601622,1.182353,1.0899639,0.0013573505,-0.06840953,1.0677032,1.0245854,-0.0431178
53,-1.2308941,-1.2992556,"('uncreative', 'creative')",-0.10083212,-0.12014704,1.1717066,1.1121379,0.88135445,0.81374294,0.1803337,0.1266196,-0.0537141
54,-0.021660209,0.03428834,"('incapable', 'capable')",-0.14426845,-0.11255345,1.3483169,1.3946364,1.015857,0.96803176,0.5495613,0.5711008,0.0215395
55,-2.822203,-2.9282548,"('incompetent', 'clever')",-1.7976006,-1.9778789,-2.5577145,-2.5942147,0.15129443,0.24827287,-1.7565559,-1.8130188,-0.0564629
56,-1.6583291,-1.7199609,"('impractical', 'practical')",-1.9823551,-2.0407562,-0.6235723,-0.6596535,-0.54168856,-0.4224959,-1.2014862,-1.2107166,-0.0092304
57,-1.8474833,-1.9693582,"('unimaginative', 'imaginative')",-1.4423631,-1.5582377,-1.3779372,-1.4879718,-3.336268,-3.2882993,-2.0010128,-2.0759668,-0.074954
