,selling_male,selling_female,tuple,average_male,average_female,female-male
0,0.039018784,-0.13634856,"('unsociable', 'sociable')",0.0390188,-0.1363486,-0.1753674
1,1.5502316,1.5628915,"('unfriendly', 'friendly')",1.5502316,1.5628915,0.0126599
2,0.7147853,0.8367405,"('unlikable', 'likable')",0.7147853,0.8367405,0.1219552
3,0.9788542,1.0933506,"('repellent', 'pleasant')",0.9788542,1.0933506,0.1144964
4,-7.471233,-7.4021244,"('disliked', 'liked')",-7.4712329,-7.4021244,0.0691085
5,-0.53946406,-0.36776358,"('distant', 'outgoing')",-0.5394641,-0.3677636,0.1717005
6,-0.31259453,-0.13664818,"('distant', 'open')",-0.3125945,-0.1366482,0.1759463
7,1.1467087,1.176297,"('insensitive', 'sensitive')",1.1467087,1.1762969,0.0295882
8,0.9410407,0.9921665,"('unaffectionate', 'affectionate')",0.9410407,0.9921665,0.0511258
9,1.4537369,1.5488012,"('unaffectionate', 'caring')",1.4537369,1.5488012,0.0950643
10,1.1680139,1.1449543,"('unsympathetic', 'sympathetic')",1.1680139,1.1449543,-0.0230596
11,2.183231,2.201924,"('unhelpful', 'helpful')",2.1832311,2.2019241,0.018693
12,-1.2953064,-1.2836758,"('unsupportive', 'supportive')",-1.2953064,-1.2836758,0.0116306
13,0.26485136,0.11666142,"('impolite', 'polite')",0.2648514,0.1166614,-0.14819
14,0.25042605,0.10007585,"('antisocial', 'social')",0.2504261,0.1000758,-0.1503503
15,0.289139,0.31624943,"('boring', 'funny')",0.289139,0.3162494,0.0271104
16,-0.56718105,-0.42784342,"('unpopular', 'popular')",-0.5671811,-0.4278434,0.1393377
17,-0.075865775,0.009732194,"('nasty', 'nice')",-0.0758658,0.0097322,0.085598
18,-0.37261486,-0.44177943,"('disagreeable', 'welcoming')",-0.3726149,-0.4417794,-0.0691645
19,-0.2638139,-0.15702055,"('inhospitable', 'hospitable')",-0.2638139,-0.1570206,0.1067933
20,1.1823828,0.9911621,"('rough', 'thoughtful')",1.1823828,0.9911621,-0.1912207
21,0.2425164,0.24058104,"('immoral', 'moral')",0.2425164,0.240581,-0.0019354
22,-0.028568964,-0.05118619,"('untrustworthy', 'trustworthy')",-0.028569,-0.0511862,-0.0226172
23,7.374224,7.3673935,"('insincere', 'sincere')",7.3742242,7.3673935,-0.0068307
24,2.0041049,2.0061285,"('dishonest', 'honest')",2.0041049,2.0061285,0.0020236
25,0.5870401,0.5086068,"('egoistic', 'altruistic')",0.5870401,0.5086068,-0.0784333
26,-0.010250866,-0.068104945,"('hardhearted', 'benevolent')",-0.0102509,-0.0681049,-0.057854
27,1.4456643,1.3981622,"('hardhearted', 'softhearted')",1.4456643,1.3981622,-0.0475021
28,1.2217015,1.1732125,"('disloyal', 'loyal')",1.2217015,1.1732125,-0.048489
29,-0.41840333,-0.47804686,"('unfair', 'fair')",-0.4184033,-0.4780469,-0.0596436
30,1.3882192,1.201051,"('intolerant', 'tolerant')",1.3882192,1.201051,-0.1871682
31,-1.810193,-1.6993037,"('evil', 'good')",-1.8101929,-1.6993037,0.1108892
32,1.3786451,1.2683654,"('unkind', 'kind')",1.3786451,1.2683654,-0.1102797
