,centimeter_male,centimeter_female,tuple,average_male,average_female,female-male
0,-0.27237093,-0.44802222,"('unsociable', 'sociable')",-0.2723709,-0.4480222,-0.1756513
1,-0.4086545,-0.5959065,"('unfriendly', 'friendly')",-0.4086545,-0.5959065,-0.187252
2,-0.05551237,-0.012174822,"('unlikable', 'likable')",-0.0555124,-0.0121748,0.0433376
3,-0.26752663,-0.12911214,"('repellent', 'pleasant')",-0.2675266,-0.1291121,0.1384145
4,-3.6627162,-3.7621427,"('disliked', 'liked')",-3.6627162,-3.7621427,-0.0994265
5,-1.7275735,-1.8788849,"('distant', 'outgoing')",-1.7275735,-1.8788849,-0.1513114
6,-1.9660597,-2.0752132,"('distant', 'open')",-1.9660597,-2.0752132,-0.1091535
7,0.75300074,0.93176705,"('insensitive', 'sensitive')",0.7530007,0.931767,0.1787663
8,-0.5375493,-0.7363883,"('unaffectionate', 'affectionate')",-0.5375493,-0.7363883,-0.198839
9,-0.08134771,-0.21717422,"('unaffectionate', 'caring')",-0.0813477,-0.2171742,-0.1358265
10,-0.040122397,-0.019017495,"('unsympathetic', 'sympathetic')",-0.0401224,-0.0190175,0.0211049
11,1.2224333,1.3018947,"('unhelpful', 'helpful')",1.2224333,1.3018947,0.0794614
12,-1.203593,-1.2807546,"('unsupportive', 'supportive')",-1.203593,-1.2807546,-0.0771616
13,0.021390514,-0.073308825,"('impolite', 'polite')",0.0213905,-0.0733088,-0.0946993
14,0.022093149,-0.015543168,"('antisocial', 'social')",0.0220931,-0.0155432,-0.0376363
15,0.44883943,0.32022408,"('boring', 'funny')",0.4488394,0.3202241,-0.1286153
16,-0.3591667,-0.34898046,"('unpopular', 'popular')",-0.3591667,-0.3489805,0.0101862
17,-0.12567386,-0.15620957,"('nasty', 'nice')",-0.1256739,-0.1562096,-0.0305357
18,-0.8096566,-0.90630966,"('disagreeable', 'welcoming')",-0.8096566,-0.9063097,-0.0966531
19,-1.51435,-1.572384,"('inhospitable', 'hospitable')",-1.5143501,-1.572384,-0.0580339
20,0.9268458,0.9330281,"('rough', 'thoughtful')",0.9268458,0.9330281,0.0061823
21,0.19905065,0.22968823,"('immoral', 'moral')",0.1990507,0.2296882,0.0306375
22,-0.38008666,-0.3409684,"('untrustworthy', 'trustworthy')",-0.3800867,-0.3409684,0.0391183
23,3.5315542,3.583584,"('insincere', 'sincere')",3.5315542,3.5835841,0.0520299
24,-0.09856309,-0.16897218,"('dishonest', 'honest')",-0.0985631,-0.1689722,-0.0704091
25,-0.22351117,-0.3493018,"('egoistic', 'altruistic')",-0.2235112,-0.3493018,-0.1257906
26,0.2656403,0.13566741,"('hardhearted', 'benevolent')",0.2656403,0.1356674,-0.1299729
27,0.6605286,0.6637697,"('hardhearted', 'softhearted')",0.6605286,0.6637697,0.0032411
28,0.88417166,0.7744896,"('disloyal', 'loyal')",0.8841717,0.7744896,-0.1096821
29,-0.3847849,-0.35308006,"('unfair', 'fair')",-0.3847849,-0.3530801,0.0317048
30,0.65551084,0.5661863,"('intolerant', 'tolerant')",0.6555108,0.5661863,-0.0893245
31,-1.4692321,-1.5450845,"('evil', 'good')",-1.4692321,-1.5450845,-0.0758524
32,0.11987243,0.044743206,"('unkind', 'kind')",0.1198724,0.0447432,-0.0751292
33,-0.26413012,-0.3744832,"('wrong', 'right')",-0.2641301,-0.3744832,-0.1103531
34,2.4239237,2.513455,"('mean', 'honorable')",2.4239237,2.5134549,0.0895312
35,-0.33634692,-0.42668325,"('corrupt', 'incorrupt')",-0.3363469,-0.4266832,-0.0903363
36,-1.0856897,-1.1773907,"('hostile', 'amicable')",-1.0856897,-1.1773907,-0.091701
37,0.52895844,0.5661612,"('fake', 'genuine')",0.5289584,0.5661612,0.0372028
38,0.103171945,0.036482364,"('untruthful', 'truthful')",0.1031719,0.0364824,-0.0666895
39,0.88813514,0.91659117,"('exploitative', 'cooperative')",0.8881351,0.9165912,0.0284561
40,-0.89736325,-0.9476796,"('stingy', 'generous')",-0.8973632,-0.9476796,-0.0503164
41,0.10067932,-0.030887607,"('unforgiving', 'forgiving')",0.1006793,-0.0308876,-0.1315669
42,-1.5470101,-1.4053124,"('unreliable', 'reliable')",-1.5470101,-1.4053124,0.1416977
43,-0.012679084,-0.042397685,"('irresponsible', 'responsible')",-0.0126791,-0.0423977,-0.0297186
44,-1.2500706,-1.2786418,"('prejudiced', 'unprejudiced')",-1.2500706,-1.2786418,-0.0285712
