,chevron_male,chevron_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0865201,-1.3405644,"('unsociable', 'sociable')",-0.1572657,-0.32026392,-0.6218929,-0.8304142,-0.2085213
1,0.20544404,-0.13177009,"('unfriendly', 'friendly')",1.8153771,1.6796696,1.0104105,0.7739497,-0.2364608
2,0.9980506,0.91232497,"('unlikable', 'likable')",0.863464,0.83148783,0.9307573,0.8719064,-0.0588509
3,-1.1749686,-1.120834,"('repellent', 'pleasant')",0.8031736,0.8232024,-0.1858975,-0.1488158,0.0370817
4,0.8325427,0.6867776,"('disliked', 'liked')",-6.72813,-6.8079805,-2.9477935,-3.0606015,-0.112808
5,0.70790774,0.5819845,"('distant', 'outgoing')",-0.25617224,-0.20429683,0.2258677,0.1888438,-0.0370239
6,0.18350153,0.03684753,"('distant', 'open')",-0.27160826,-0.24339661,-0.0440534,-0.1032745,-0.0592211
7,-0.92168295,-0.91564745,"('insensitive', 'sensitive')",0.39231578,0.39984486,-0.2646836,-0.2579013,0.0067823
8,0.2387142,-0.024503056,"('unaffectionate', 'affectionate')",0.94477946,0.88014466,0.5917468,0.4278208,-0.163926
9,0.7653479,0.48454347,"('unaffectionate', 'caring')",1.4347453,1.4712288,1.1000466,0.9778861,-0.1221605
10,-1.6463754,-1.7652,"('unsympathetic', 'sympathetic')",-0.66085756,-0.77423435,-1.1536164,-1.2697172,-0.1161008
11,-1.2272261,-1.2651395,"('unhelpful', 'helpful')",1.4682869,1.5921845,0.1205304,0.1635225,0.0429921
12,0.18601355,0.1028491,"('unsupportive', 'supportive')",-1.8595939,-1.8928145,-0.8367901,-0.8949827,-0.0581926
13,-1.0214701,-1.2194123,"('impolite', 'polite')",-0.92231596,-0.9565584,-0.971893,-1.0879854,-0.1160924
14,-1.0079217,-1.0226594,"('antisocial', 'social')",0.19706386,0.08702127,-0.4054289,-0.4678191,-0.0623902
15,0.18159233,0.0052420124,"('boring', 'funny')",0.06859188,0.05257022,0.1250921,0.0289061,-0.096186
16,0.06041847,-0.017201759,"('unpopular', 'popular')",0.4032973,0.36884284,0.2318579,0.1758205,-0.0560374
17,-0.20129392,-0.12729801,"('nasty', 'nice')",-0.3088689,-0.27067885,-0.2550814,-0.1989884,0.056093
18,-0.07043891,-0.14905927,"('disagreeable', 'welcoming')",-0.50186235,-0.5176602,-0.2861506,-0.3333597,-0.0472091
19,-0.08016741,-0.2513571,"('inhospitable', 'hospitable')",-0.33748725,-0.3505884,-0.2088273,-0.3009728,-0.0921455
20,-0.79784477,-0.675404,"('rough', 'thoughtful')",0.6940755,0.7039204,-0.0518846,0.0142582,0.0661428
21,-0.8907562,-0.939449,"('immoral', 'moral')",-0.6535386,-0.6387968,-0.7721474,-0.7891229,-0.0169755
22,-1.2359296,-1.2181598,"('untrustworthy', 'trustworthy')",-1.1362967,-1.1321337,-1.1861131,-1.1751468,0.0109663
23,-0.7849083,-0.8446657,"('insincere', 'sincere')",6.0681252,6.106427,2.6416085,2.6308808,-0.0107277
24,-0.4560345,-0.49841836,"('dishonest', 'honest')",0.5085935,0.5413575,0.0262795,0.0214696,-0.0048099
25,0.826278,0.83573294,"('egoistic', 'altruistic')",1.6418548,1.6960592,1.2340664,1.2658961,0.0318297
26,0.66670686,0.46663207,"('hardhearted', 'benevolent')",1.7502155,1.4860151,1.2084612,0.9763236,-0.2321376
27,-0.62725866,-0.5312849,"('hardhearted', 'softhearted')",1.2620149,1.2328854,0.3173781,0.3508002,0.0334221
28,-0.48718756,-0.66481704,"('disloyal', 'loyal')",1.1958514,1.1271882,0.3543319,0.2311856,-0.1231463
29,-0.21981567,-0.27991113,"('unfair', 'fair')",-0.17784767,-0.33489317,-0.1988317,-0.3074021,-0.1085704
30,-0.52580744,-0.5912974,"('intolerant', 'tolerant')",0.41646892,0.38789797,-0.0546693,-0.1016997,-0.0470304
31,0.7566209,0.68548536,"('evil', 'good')",-0.5602523,-0.6612435,0.0981843,0.0121209,-0.0860634
32,-0.43756884,-0.664497,"('unkind', 'kind')",1.0221703,0.80510974,0.2923007,0.0703064,-0.2219943
33,1.3559692,1.22235,"('wrong', 'right')",-0.3388908,-0.3281476,0.5085392,0.4471012,-0.061438
34,-0.3493992,-0.15811406,"('mean', 'honorable')",5.504742,5.7312555,2.5776715,2.7865708,0.2088993
35,0.70721096,0.64999926,"('corrupt', 'incorrupt')",-0.44313556,-0.45563245,0.1320377,0.0971834,-0.0348543
36,0.7903569,0.5483195,"('hostile', 'amicable')",0.013624355,-0.21167643,0.4019906,0.1683215,-0.2336691
37,-0.10904907,-0.082616776,"('fake', 'genuine')",0.117581725,0.18017793,0.0042663,0.0487806,0.0445143
38,-0.14396566,-0.30341673,"('untruthful', 'truthful')",0.072173506,0.16794568,-0.0358961,-0.0677355,-0.0318394
39,0.12227033,0.15919581,"('exploitative', 'cooperative')",-0.009671718,0.040536612,0.0562993,0.0998662,0.0435669
40,0.6633242,0.65919876,"('stingy', 'generous')",-1.3868111,-1.4229181,-0.3617435,-0.3818597,-0.0201162
41,-0.07581256,-0.19931994,"('unforgiving', 'forgiving')",0.12988569,-0.040309146,0.0270366,-0.1198145,-0.1468511
