,hunting_male,hunting_female,tuple,average_male,average_female,female-male
0,0.23127219,0.07655047,"('unsociable', 'sociable')",0.2312722,0.0765505,-0.1547217
1,0.809846,0.80679053,"('unfriendly', 'friendly')",0.809846,0.8067905,-0.0030555
2,0.040030915,0.4061246,"('unlikable', 'likable')",0.0400309,0.4061246,0.3660937
3,0.7046171,0.9280896,"('repellent', 'pleasant')",0.7046171,0.9280896,0.2234725
4,-7.3284626,-7.414547,"('disliked', 'liked')",-7.3284626,-7.414547,-0.0860844
5,-0.5552249,-0.3806709,"('distant', 'outgoing')",-0.5552249,-0.3806709,0.174554
6,-0.24926433,-0.12024231,"('distant', 'open')",-0.2492643,-0.1202423,0.129022
7,0.69171363,0.6403028,"('insensitive', 'sensitive')",0.6917136,0.6403028,-0.0514108
8,0.8712698,0.7751945,"('unaffectionate', 'affectionate')",0.8712698,0.7751945,-0.0960753
9,1.4072194,1.475276,"('unaffectionate', 'caring')",1.4072194,1.475276,0.0680566
10,1.3399489,1.4915833,"('unsympathetic', 'sympathetic')",1.3399489,1.4915833,0.1516344
11,1.8947335,2.0148864,"('unhelpful', 'helpful')",1.8947335,2.0148864,0.1201529
12,-1.5139711,-1.5435568,"('unsupportive', 'supportive')",-1.5139711,-1.5435568,-0.0295857
13,0.20658845,0.3694414,"('impolite', 'polite')",0.2065884,0.3694414,0.162853
14,0.23293684,-0.05265456,"('antisocial', 'social')",0.2329368,-0.0526546,-0.2855914
15,0.11831994,0.074091375,"('boring', 'funny')",0.1183199,0.0740914,-0.0442285
16,-0.6992005,-0.5719507,"('unpopular', 'popular')",-0.6992005,-0.5719507,0.1272498
17,-0.079548396,-0.10570557,"('nasty', 'nice')",-0.0795484,-0.1057056,-0.0261572
18,-0.78151447,-0.79001266,"('disagreeable', 'welcoming')",-0.7815145,-0.7900127,-0.0084982
19,-0.804173,-0.64561397,"('inhospitable', 'hospitable')",-0.804173,-0.645614,0.158559
20,0.7825693,0.5408948,"('rough', 'thoughtful')",0.7825693,0.5408948,-0.2416745
21,-0.042387024,0.3228441,"('immoral', 'moral')",-0.042387,0.3228441,0.3652311
22,-0.42963493,-0.4111664,"('untrustworthy', 'trustworthy')",-0.4296349,-0.4111664,0.0184685
23,6.095121,6.2250147,"('insincere', 'sincere')",6.0951209,6.2250147,0.1298938
24,1.5649104,1.595141,"('dishonest', 'honest')",1.5649104,1.5951411,0.0302307
25,0.08969296,0.10808369,"('egoistic', 'altruistic')",0.089693,0.1080837,0.0183907
26,0.47749865,0.043205366,"('hardhearted', 'benevolent')",0.4774987,0.0432054,-0.4342933
27,1.4041817,1.2946156,"('hardhearted', 'softhearted')",1.4041817,1.2946156,-0.1095661
28,1.1454374,1.1365362,"('disloyal', 'loyal')",1.1454374,1.1365362,-0.0089012
29,-0.28882942,-0.6046812,"('unfair', 'fair')",-0.2888294,-0.6046812,-0.3158518
30,0.8064822,0.9435032,"('intolerant', 'tolerant')",0.8064822,0.9435032,0.137021
31,-2.008494,-2.0949872,"('evil', 'good')",-2.0084939,-2.0949872,-0.0864933
32,1.3201113,1.2452853,"('unkind', 'kind')",1.3201113,1.2452853,-0.074826
33,-0.5528166,-0.51406974,"('wrong', 'right')",-0.5528166,-0.5140697,0.0387469
34,4.362238,4.6242085,"('mean', 'honorable')",4.3622379,4.6242085,0.2619706
35,-1.2467461,-1.516374,"('corrupt', 'incorrupt')",-1.2467461,-1.516374,-0.2696279
36,-1.3443109,-1.4710264,"('hostile', 'amicable')",-1.3443109,-1.4710264,-0.1267155
37,0.90095556,0.89257264,"('fake', 'genuine')",0.9009556,0.8925726,-0.008383
38,-0.15237463,-0.02968134,"('untruthful', 'truthful')",-0.1523746,-0.0296813,0.1226933
39,0.008455275,-0.050929897,"('exploitative', 'cooperative')",0.0084553,-0.0509299,-0.0593852
40,-1.6462271,-1.8853257,"('stingy', 'generous')",-1.6462271,-1.8853257,-0.2390986
41,0.11067626,0.018559229,"('unforgiving', 'forgiving')",0.1106763,0.0185592,-0.0921171
42,-1.8657427,-1.8592471,"('unreliable', 'reliable')",-1.8657427,-1.8592471,0.0064956
43,1.313905,1.4416348,"('irresponsible', 'responsible')",1.313905,1.4416348,0.1277298
44,-0.93679416,-1.0339911,"('prejudiced', 'unprejudiced')",-0.9367942,-1.0339911,-0.0971969
45,0.27788812,0.18437071,"('incompetent', 'competent')",0.2778881,0.1843707,-0.0935174
46,-0.31873018,-0.16869844,"('uncompetitive', 'competitive')",-0.3187302,-0.1686984,0.1500318
47,5.0812335,5.326071,"('stupid', 'smart')",5.0812335,5.3260708,0.2448373
48,0.47234407,0.4180953,"('unintelligent', 'intelligent')",0.4723441,0.4180953,-0.0542488
49,0.029174436,0.256768,"('unable', 'able')",0.0291744,0.256768,0.2275936
50,-0.39186406,-0.33559844,"('clumsy', 'skillful')",-0.3918641,-0.3355984,0.0562657
51,0.6004115,0.56693244,"('uneducated', 'educated')",0.6004115,0.5669324,-0.0334791
52,-0.63218194,-0.7137866,"('irrational', 'rational')",-0.6321819,-0.7137866,-0.0816047
53,-0.27253643,-0.31452313,"('uncreative', 'creative')",-0.2725364,-0.3145231,-0.0419867
54,1.0804356,1.2516218,"('incapable', 'capable')",1.0804356,1.2516218,0.1711862
55,0.8268695,0.86388487,"('incompetent', 'clever')",0.8268695,0.8638849,0.0370154
