,centimeter_male,centimeter_female,tuple,average_male,average_female,female-male
0,-0.5616538,-0.658434,"('unsociable', 'sociable')",-0.5616538,-0.658434,-0.0967802
1,0.36642358,0.25175953,"('unfriendly', 'friendly')",0.3664236,0.2517595,-0.1146641
2,-0.098669514,-0.07870187,"('unlikable', 'likable')",-0.0986695,-0.0787019,0.0199676
3,-0.83093727,-0.7618802,"('repellent', 'pleasant')",-0.8309373,-0.7618802,0.0690571
4,-3.6008854,-3.6972003,"('disliked', 'liked')",-3.6008854,-3.6972003,-0.0963149
5,-1.0635692,-1.0564419,"('distant', 'outgoing')",-1.0635692,-1.0564419,0.0071273
6,-1.0576152,-1.0455477,"('distant', 'open')",-1.0576152,-1.0455477,0.0120675
7,0.24472696,0.25480023,"('insensitive', 'sensitive')",0.244727,0.2548002,0.0100732
8,0.50441146,0.38898987,"('unaffectionate', 'affectionate')",0.5044115,0.3889899,-0.1154216
9,0.42043883,0.3026819,"('unaffectionate', 'caring')",0.4204388,0.3026819,-0.1177569
10,-0.5748114,-0.5879404,"('unsympathetic', 'sympathetic')",-0.5748114,-0.5879404,-0.013129
11,0.52973276,0.5241983,"('unhelpful', 'helpful')",0.5297328,0.5241983,-0.0055345
12,-1.4018055,-1.4414526,"('unsupportive', 'supportive')",-1.4018055,-1.4414526,-0.0396471
13,-0.662502,-0.686897,"('impolite', 'polite')",-0.662502,-0.686897,-0.024395
14,-0.54527485,-0.54797786,"('antisocial', 'social')",-0.5452749,-0.5479779,-0.002703
15,0.5247523,0.40622452,"('boring', 'funny')",0.5247523,0.4062245,-0.1185278
16,-0.36557394,-0.38259125,"('unpopular', 'popular')",-0.3655739,-0.3825912,-0.0170173
17,-0.20035106,-0.21749431,"('nasty', 'nice')",-0.2003511,-0.2174943,-0.0171432
18,-0.43461436,-0.46319312,"('disagreeable', 'welcoming')",-0.4346144,-0.4631931,-0.0285787
19,-0.97073734,-0.97191375,"('inhospitable', 'hospitable')",-0.9707373,-0.9719138,-0.0011765
20,0.7956857,0.8395864,"('rough', 'thoughtful')",0.7956857,0.8395864,0.0439007
21,-0.44396383,-0.4610144,"('immoral', 'moral')",-0.4439638,-0.4610144,-0.0170506
22,-0.5895884,-0.6002563,"('untrustworthy', 'trustworthy')",-0.5895884,-0.6002563,-0.0106679
23,2.9173255,2.9106722,"('insincere', 'sincere')",2.9173255,2.9106722,-0.0066533
24,-0.12556216,-0.1804082,"('dishonest', 'honest')",-0.1255622,-0.1804082,-0.054846
25,0.39133486,0.3242861,"('egoistic', 'altruistic')",0.3913349,0.3242861,-0.0670488
26,0.90900403,0.8588888,"('hardhearted', 'benevolent')",0.909004,0.8588888,-0.0501152
27,1.1462551,1.1556238,"('hardhearted', 'softhearted')",1.1462551,1.1556238,0.0093687
28,1.0857782,0.94269526,"('disloyal', 'loyal')",1.0857782,0.9426953,-0.1430829
29,-0.5862159,-0.60598934,"('unfair', 'fair')",-0.5862159,-0.6059893,-0.0197734
30,0.36052182,0.35402542,"('intolerant', 'tolerant')",0.3605218,0.3540254,-0.0064964
31,-0.7865329,-0.7271947,"('evil', 'good')",-0.7865329,-0.7271947,0.0593382
32,0.24758631,0.16720721,"('unkind', 'kind')",0.2475863,0.1672072,-0.0803791
33,-0.061820313,-0.14070529,"('wrong', 'right')",-0.0618203,-0.1407053,-0.078885
34,2.1386719,2.2872906,"('mean', 'honorable')",2.1386719,2.2872906,0.1486187
35,0.27780154,0.20796254,"('corrupt', 'incorrupt')",0.2778015,0.2079625,-0.069839
36,-0.31310087,-0.37054956,"('hostile', 'amicable')",-0.3131009,-0.3705496,-0.0574487
37,0.6001558,0.5976305,"('fake', 'genuine')",0.6001558,0.5976305,-0.0025253
38,-0.18138781,-0.2164371,"('untruthful', 'truthful')",-0.1813878,-0.2164371,-0.0350493
39,0.7985088,0.81772506,"('exploitative', 'cooperative')",0.7985088,0.8177251,0.0192163
40,-0.921227,-1.009449,"('stingy', 'generous')",-0.921227,-1.009449,-0.088222
41,0.22421621,0.17983297,"('unforgiving', 'forgiving')",0.2242162,0.179833,-0.0443832
42,-1.8288457,-1.785406,"('unreliable', 'reliable')",-1.8288457,-1.785406,0.0434397
43,-0.23104297,-0.1512917,"('irresponsible', 'responsible')",-0.231043,-0.1512917,0.0797513
44,-1.0524014,-1.0188253,"('prejudiced', 'unprejudiced')",-1.0524014,-1.0188253,0.0335761
45,-0.70408,-0.6750938,"('incompetent', 'competent')",-0.70408,-0.6750938,0.0289862
46,-1.1343011,-1.0749592,"('uncompetitive', 'competitive')",-1.1343011,-1.0749592,0.0593419
47,2.203965,2.3270702,"('stupid', 'smart')",2.2039649,2.3270702,0.1231053
48,0.6237799,0.61202884,"('unintelligent', 'intelligent')",0.6237799,0.6120288,-0.0117511
49,0.03792491,0.1515753,"('unable', 'able')",0.0379249,0.1515753,0.1136504
50,-0.03594034,-0.04850951,"('clumsy', 'skillful')",-0.0359403,-0.0485095,-0.0125692
51,-0.48737195,-0.561212,"('uneducated', 'educated')",-0.487372,-0.561212,-0.07384
52,-0.7129125,-0.85977787,"('irrational', 'rational')",-0.7129125,-0.8597779,-0.1468654
53,-0.7221458,-0.73419464,"('uncreative', 'creative')",-0.7221458,-0.7341946,-0.0120488
54,0.090799615,0.0372881,"('incapable', 'capable')",0.0907996,0.0372881,-0.0535115
55,0.20290244,0.21853237,"('incompetent', 'clever')",0.2029024,0.2185324,0.01563
56,0.2800813,0.25289953,"('impractical', 'practical')",0.2800813,0.2528995,-0.0271818
57,-2.326881,-2.3424816,"('unimaginative', 'imaginative')",-2.3268809,-2.3424816,-0.0156007
58,0.35734737,0.37479708,"('undiscriminating', 'discriminating')",0.3573474,0.3747971,0.0174497
59,-0.52029216,-0.50535417,"('foolish', 'wise')",-0.5202922,-0.5053542,0.014938
60,0.3067797,0.3436728,"('inefficient', 'efficient')",0.3067797,0.3436728,0.0368931
61,-0.25463444,-0.35625318,"('illogical', 'logical')",-0.2546344,-0.3562532,-0.1016188
62,-0.09381975,-0.035182208,"('incompetent', 'brilliant')",-0.0938198,-0.0351822,0.0586376
63,-0.4386254,-0.3749724,"('unperceptive', 'insightful')",-0.4386254,-0.3749724,0.063653
64,-3.838816,-3.8918803,"('shy', 'confident')",-3.8388159,-3.8918803,-0.0530644
65,0.02197153,0.044284318,"('insecure', 'secure')",0.0219715,0.0442843,0.0223128
66,-0.97551006,-0.9609095,"('inactive', 'active')",-0.9755101,-0.9609095,0.0146006
67,0.038920145,0.023329103,"('doubtful', 'determined')",0.0389201,0.0233291,-0.015591
68,-0.7910123,-0.77372265,"('dependent', 'independent')",-0.7910123,-0.7737226,0.0172897
69,-0.4388717,-0.45271435,"('lazy', 'industrious')",-0.4388717,-0.4527144,-0.0138427
70,-0.44254166,-0.41668242,"('lethargic', 'energetic')",-0.4425417,-0.4166824,0.0258593
71,0.34021884,0.35552058,"('diffident', 'self-confident')",0.3402188,0.3555206,0.0153018
72,-0.18541947,-0.18726067,"('unambitious', 'ambitious')",-0.1854195,-0.1872607,-0.0018412
73,-0.99943167,-1.0351659,"('helpless', 'self-reliant')",-0.9994317,-1.0351659,-0.0357342
74,-0.15211283,-0.19440053,"('undedicated', 'dedicated')",-0.1521128,-0.1944005,-0.0422877
75,-0.7719481,-0.7418661,"('meek', 'impulsive')",-0.7719481,-0.7418661,0.030082
76,-0.116558895,-0.022305608,"('anxious', 'daring')",-0.1165589,-0.0223056,0.0942533
77,-1.2211449,-1.2101712,"('unmotivated', 'motivated')",-1.2211449,-1.2101712,0.0109737
78,-0.25974214,-0.18803519,"('nonresilient', 'resilient')",-0.2597421,-0.1880352,0.0717069
79,-0.7339784,-0.7644832,"('wavering', 'unwavering')",-0.7339784,-0.7644832,-0.0305048
80,-0.2089754,-0.19866286,"('dominated', 'dominating')",-0.2089754,-0.1986629,0.0103125
81,-0.57132876,-0.58882695,"('submissive', 'aggressive')",-0.5713288,-0.588827,-0.0174982
82,2.140399,2.2324455,"('poor', 'rich')",2.140399,2.2324455,0.0920465
83,-0.16869059,-0.1832341,"('powerless', 'powerful')",-0.1686906,-0.1832341,-0.0145435
84,0.4690293,0.45193082,"('inferior', 'superior')",0.4690293,0.4519308,-0.0170985
85,-0.37047043,-0.41721886,"('insignificant', 'prestigious')",-0.3704704,-0.4172189,-0.0467485
86,-0.658527,-0.7778605,"('uninfluential', 'influential')",-0.658527,-0.7778605,-0.1193335
87,-0.12500928,-0.13509318,"('unsuccessful', 'successful')",-0.1250093,-0.1350932,-0.0100839
88,-0.21099812,-0.29631218,"('low', 'eminent')",-0.2109981,-0.2963122,-0.0853141
