,roper_male,roper_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.23967491,-0.47461832,"('unsociable', 'sociable')",-0.3403406,-0.5102766,-0.5794964,-0.76721776,-0.386504,-0.5840375,-0.1975335
1,-1.2361093,-1.3300244,"('unfriendly', 'friendly')",-0.010910738,-0.15539396,1.8942598,1.7978889,0.2157466,0.1041569,-0.1115897
2,0.9434586,1.0223975,"('unlikable', 'likable')",0.52123904,0.5866011,0.56469744,0.6521913,0.676465,0.75373,0.077265
3,-0.5027009,-0.3505478,"('repellent', 'pleasant')",0.015501658,0.07796557,-0.24123926,-0.21233858,-0.2428129,-0.1616403,0.0811726
4,-0.6316116,-0.61314255,"('disliked', 'liked')",-0.61365426,-0.6404141,-5.607983,-5.618189,-2.2844164,-2.2905819,-0.0061655
5,-0.5970138,-0.51025355,"('distant', 'outgoing')",-0.4809125,-0.45069164,0.10003429,0.17232317,-0.325964,-0.262874,0.06309
6,-1.0036997,-0.84899426,"('distant', 'open')",-0.96981806,-0.9447294,0.6084722,0.65438205,-0.4550151,-0.3797805,0.0752346
7,0.7011145,0.6531013,"('insensitive', 'sensitive')",0.33414546,0.4126898,0.49880716,0.52501243,0.5113557,0.5302679,0.0189122
8,-0.05146438,-0.041948408,"('unaffectionate', 'affectionate')",0.14618434,0.10063482,1.0100886,0.9394479,0.3682695,0.3327114,-0.0355581
9,-0.08586314,-0.117067635,"('unaffectionate', 'caring')",0.40059462,0.35626885,1.3499482,1.3066795,0.5548932,0.5152936,-0.0395996
10,0.4397643,0.3423911,"('unsympathetic', 'sympathetic')",-0.26756904,-0.29765734,-0.47157314,-0.5640595,-0.0997926,-0.1731086,-0.073316
11,0.16418704,0.07583316,"('unhelpful', 'helpful')",1.2162627,1.2209404,1.5529565,1.5168471,0.9778021,0.9378735,-0.0399286
12,0.91336095,0.9487453,"('unsupportive', 'supportive')",0.84926265,0.9371537,-1.4754454,-1.4634234,0.0957261,0.1408252,0.0450991
13,0.81764674,0.70140475,"('impolite', 'polite')",0.099923596,0.018345483,-0.44340238,-0.5198571,0.158056,0.066631,-0.091425
14,0.36681056,0.32818255,"('antisocial', 'social')",0.87450486,0.88700145,-0.8867309,-0.9068546,0.1181948,0.1027764,-0.0154184
15,0.027477844,-0.06279136,"('boring', 'funny')",-0.021106912,-0.071687445,0.6456998,0.64800614,0.2173569,0.1711758,-0.0461811
16,-0.28164148,-0.25373527,"('unpopular', 'popular')",-0.31376982,-0.31758773,0.69417316,0.7014955,0.0329206,0.0433908,0.0104702
17,-0.24405688,-0.19486889,"('nasty', 'nice')",-0.8627332,-0.78563327,-0.42953345,-0.37031558,-0.5121078,-0.4502726,0.0618352
18,-0.28637213,-0.21798432,"('disagreeable', 'welcoming')",0.10848679,0.16336241,-0.3418538,-0.40906307,-0.1732464,-0.1545617,0.0186847
19,-0.65880346,-0.5568639,"('inhospitable', 'hospitable')",-0.7430135,-0.7436379,-0.0790113,0.032377146,-0.4936094,-0.4227082,0.0709012
20,-0.51765144,-0.48526073,"('rough', 'thoughtful')",0.8571301,0.97225225,1.0734533,1.0535558,0.4709773,0.5135158,0.0425385
21,0.50659865,0.39104554,"('immoral', 'moral')",0.5400975,0.50831974,-0.97489613,-0.9936576,0.0239334,-0.0314308,-0.0553642
22,-0.18476827,-0.15414238,"('untrustworthy', 'trustworthy')",-0.18055028,-0.18852648,-1.1574609,-1.186795,-0.5075932,-0.5098213,-0.0022281
23,0.1633733,0.044560626,"('insincere', 'sincere')",-0.043635637,-0.031460784,4.7716594,4.6702204,1.6304657,1.5611067,-0.069359
24,-0.21961902,-0.31872675,"('dishonest', 'honest')",-1.0747021,-1.0731298,0.44888103,0.40188915,-0.2818134,-0.3299891,-0.0481757
25,0.5146631,0.48089337,"('egoistic', 'altruistic')",0.5474804,0.543058,1.5980301,1.5993484,0.8867246,0.8744332,-0.0122914
26,-0.70886886,-0.8039421,"('hardhearted', 'benevolent')",0.58482283,0.5928634,1.8547019,1.804521,0.5768853,0.5311474,-0.0457379
27,-0.2949054,-0.25539824,"('hardhearted', 'softhearted')",0.3853825,0.43167734,1.6198363,1.6173335,0.5701045,0.5978709,0.0277664
28,-0.74401844,-0.91660947,"('disloyal', 'loyal')",0.03336335,-0.064850815,0.7080644,0.5609672,-0.0008636,-0.1401644,-0.1393008
29,-0.47400448,-0.46150964,"('unfair', 'fair')",-0.8389764,-0.80823827,-0.7070164,-0.8175739,-0.6733325,-0.6957739,-0.0224414
30,1.0097588,0.873646,"('intolerant', 'tolerant')",1.6949672,1.6226616,1.1284539,1.0556574,1.2777267,1.1839883,-0.0937384
31,-1.1010835,-0.98435813,"('evil', 'good')",-0.73917085,-0.7927284,-0.48299882,-0.524829,-0.7744177,-0.7673051,0.0071126
32,0.13314478,0.016635083,"('unkind', 'kind')",0.14140348,0.16138583,0.47124773,0.3617972,0.2485987,0.1799394,-0.0686593
33,0.85579973,0.81561285,"('wrong', 'right')",0.35117257,0.3450312,0.07390086,0.052501857,0.4269577,0.404382,-0.0225757
