,nut_male,nut_female,tuple,average_male,average_female,female-male
0,0.32460204,0.30983695,"('unsociable', 'sociable')",0.324602,0.309837,-0.014765
1,1.3667336,1.2781534,"('unfriendly', 'friendly')",1.3667336,1.2781534,-0.0885802
2,-0.112423405,0.023743501,"('unlikable', 'likable')",-0.1124234,0.0237435,0.1361669
3,0.851532,0.98260665,"('repellent', 'pleasant')",0.851532,0.9826066,0.1310746
4,-7.084864,-7.345252,"('disliked', 'liked')",-7.0848641,-7.345252,-0.2603879
5,-0.25391495,-0.31126553,"('distant', 'outgoing')",-0.253915,-0.3112655,-0.0573505
6,0.28928155,0.09947419,"('distant', 'open')",0.2892815,0.0994742,-0.1898073
7,1.5122063,1.6048431,"('insensitive', 'sensitive')",1.5122063,1.6048431,0.0926368
8,1.1332607,0.97273374,"('unaffectionate', 'affectionate')",1.1332607,0.9727337,-0.160527
9,1.4181547,1.4098411,"('unaffectionate', 'caring')",1.4181547,1.4098411,-0.0083136
10,0.99944454,1.1453857,"('unsympathetic', 'sympathetic')",0.9994445,1.1453857,0.1459412
11,1.4909481,1.6398833,"('unhelpful', 'helpful')",1.4909481,1.6398833,0.1489352
12,-1.4303826,-1.4030122,"('unsupportive', 'supportive')",-1.4303826,-1.4030122,0.0273704
13,-0.20629422,0.05451426,"('impolite', 'polite')",-0.2062942,0.0545143,0.2608085
14,0.17413436,0.2991602,"('antisocial', 'social')",0.1741344,0.2991602,0.1250258
15,0.58791703,0.4855426,"('boring', 'funny')",0.587917,0.4855426,-0.1023744
16,-0.560352,-0.63301504,"('unpopular', 'popular')",-0.560352,-0.633015,-0.072663
17,0.12955226,0.08127412,"('nasty', 'nice')",0.1295523,0.0812741,-0.0482782
18,-0.58691317,-0.4589525,"('disagreeable', 'welcoming')",-0.5869132,-0.4589525,0.1279607
19,-0.5376215,-0.5567255,"('inhospitable', 'hospitable')",-0.5376215,-0.5567255,-0.019104
20,0.63507116,0.53617764,"('rough', 'thoughtful')",0.6350712,0.5361776,-0.0988936
21,-0.30151498,0.06322751,"('immoral', 'moral')",-0.301515,0.0632275,0.3647425
22,-0.20697305,-0.15326916,"('untrustworthy', 'trustworthy')",-0.206973,-0.1532692,0.0537038
23,6.044293,6.3683414,"('insincere', 'sincere')",6.0442929,6.3683414,0.3240485
24,1.3411064,1.448269,"('dishonest', 'honest')",1.3411064,1.448269,0.1071626
25,0.9263958,0.8276963,"('egoistic', 'altruistic')",0.9263958,0.8276963,-0.0986995
26,1.4656913,1.217299,"('hardhearted', 'benevolent')",1.4656913,1.217299,-0.2483923
27,1.9592884,1.7339102,"('hardhearted', 'softhearted')",1.9592884,1.7339102,-0.2253782
28,1.3790617,1.2445155,"('disloyal', 'loyal')",1.3790617,1.2445155,-0.1345462
29,-0.1026008,-0.32671827,"('unfair', 'fair')",-0.1026008,-0.3267183,-0.2241175
30,0.71416545,0.9252535,"('intolerant', 'tolerant')",0.7141654,0.9252535,0.2110881
31,-1.0447615,-1.2621275,"('evil', 'good')",-1.0447615,-1.2621275,-0.217366
32,1.2092936,1.165496,"('unkind', 'kind')",1.2092936,1.165496,-0.0437976
33,-0.35313177,-0.43884906,"('wrong', 'right')",-0.3531318,-0.4388491,-0.0857173
34,4.2460556,4.5760617,"('mean', 'honorable')",4.2460556,4.5760617,0.3300061
35,-0.6135967,-1.1387291,"('corrupt', 'incorrupt')",-0.6135967,-1.1387291,-0.5251324
36,-0.498451,-0.8718559,"('hostile', 'amicable')",-0.498451,-0.8718559,-0.3734049
37,1.0939385,1.0848489,"('fake', 'genuine')",1.0939385,1.0848489,-0.0090896
38,-0.48254943,-0.32669276,"('untruthful', 'truthful')",-0.4825494,-0.3266928,0.1558566
39,0.260216,0.37956402,"('exploitative', 'cooperative')",0.260216,0.379564,0.119348
40,-1.0494667,-1.1179509,"('stingy', 'generous')",-1.0494667,-1.1179509,-0.0684842
41,0.6494841,0.5196469,"('unforgiving', 'forgiving')",0.6494841,0.5196469,-0.1298372
42,-2.0474474,-2.071202,"('unreliable', 'reliable')",-2.0474474,-2.071202,-0.0237546
43,0.958495,1.192958,"('irresponsible', 'responsible')",0.958495,1.192958,0.234463
44,-1.0747775,-1.14412,"('prejudiced', 'unprejudiced')",-1.0747775,-1.14412,-0.0693425
45,0.44341505,0.314979,"('incompetent', 'competent')",0.443415,0.314979,-0.128436
46,-0.70001686,-0.61177844,"('uncompetitive', 'competitive')",-0.7000169,-0.6117784,0.0882385
