,illumina_male,illumina_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1207563,-1.170999,"('unsociable', 'sociable')",-0.38674843,-0.4608923,-0.7537524,-0.8159457,-0.0621933
1,-1.1910509,-1.2077091,"('unfriendly', 'friendly')",1.9968169,1.8747262,0.402883,0.3335086,-0.0693744
2,0.24093224,0.27790102,"('unlikable', 'likable')",0.677639,0.7292775,0.4592856,0.5035893,0.0443037
3,-0.9319888,-0.7871212,"('repellent', 'pleasant')",0.038516063,0.10804227,-0.4467364,-0.3395395,0.1071969
4,0.14555588,0.11153595,"('disliked', 'liked')",-5.895574,-5.906962,-2.8750091,-2.8977129,-0.0227038
5,-0.9032297,-0.8528693,"('distant', 'outgoing')",0.05040709,-0.008337852,-0.4264113,-0.4306036,-0.0041923
6,-1.1404579,-1.0471187,"('distant', 'open')",0.28142658,0.18072037,-0.4295157,-0.4331991,-0.0036834
7,-0.8860741,-0.80538243,"('insensitive', 'sensitive')",0.35196802,0.43874836,-0.2670531,-0.183317,0.0837361
8,-0.83282536,-0.862801,"('unaffectionate', 'affectionate')",0.87503785,0.7858728,0.0211062,-0.0384641,-0.0595703
9,-1.1913998,-1.1678491,"('unaffectionate', 'caring')",0.9646463,0.9318348,-0.1133768,-0.1180071,-0.0046303
10,-1.7007295,-1.5785786,"('unsympathetic', 'sympathetic')",-0.9359885,-0.8994412,-1.318359,-1.2390099,0.0793491
11,-0.9773965,-0.94004047,"('unhelpful', 'helpful')",1.4958788,1.5790881,0.2592412,0.3195238,0.0602826
12,-0.7751149,-0.6025286,"('unsupportive', 'supportive')",-1.841482,-1.7447538,-1.3082985,-1.1736412,0.1346573
13,-1.4005998,-1.4753268,"('impolite', 'polite')",-0.9762545,-0.96310276,-1.1884272,-1.2192148,-0.0307876
14,-0.3116194,-0.27301246,"('antisocial', 'social')",-0.54822296,-0.51752305,-0.4299212,-0.3952678,0.0346534
15,0.066819325,-0.0504795,"('boring', 'funny')",0.5849385,0.5200524,0.3258789,0.2347864,-0.0910925
16,-0.40545297,-0.39929748,"('unpopular', 'popular')",0.5505065,0.5272098,0.0725268,0.0639562,-0.0085706
