,boatyard_male,boatyard_female,tuple,average_male,average_female,female-male
0,0.73561454,0.706738,"('unsociable', 'sociable')",0.7356145,0.706738,-0.0288765
1,0.81864107,0.7366069,"('unfriendly', 'friendly')",0.8186411,0.7366069,-0.0820342
2,0.4964202,0.5245177,"('unlikable', 'likable')",0.4964202,0.5245177,0.0280975
3,0.13190623,0.2911748,"('repellent', 'pleasant')",0.1319062,0.2911748,0.1592686
4,-3.2165487,-3.2856,"('disliked', 'liked')",-3.2165487,-3.2855999,-0.0690512
5,-0.40141603,-0.538009,"('distant', 'outgoing')",-0.401416,-0.538009,-0.136593
6,-0.031180844,-0.19331926,"('distant', 'open')",-0.0311808,-0.1933193,-0.1621385
7,0.70820343,0.8164,"('insensitive', 'sensitive')",0.7082034,0.8164,0.1081966
8,0.4355259,0.17650563,"('unaffectionate', 'affectionate')",0.4355259,0.1765056,-0.2590203
9,0.87072563,0.7519524,"('unaffectionate', 'caring')",0.8707256,0.7519524,-0.1187732
10,0.056603227,0.18699968,"('unsympathetic', 'sympathetic')",0.0566032,0.1869997,0.1303965
11,0.75478894,0.9103926,"('unhelpful', 'helpful')",0.7547889,0.9103926,0.1556037
12,-0.7234205,-0.7083957,"('unsupportive', 'supportive')",-0.7234205,-0.7083957,0.0150248
13,-0.079337366,-0.059466224,"('impolite', 'polite')",-0.0793374,-0.0594662,0.0198712
14,0.77645075,0.7952363,"('antisocial', 'social')",0.7764508,0.7952363,0.0187855
15,1.0393753,0.91332626,"('boring', 'funny')",1.0393753,0.9133263,-0.126049
16,0.12783363,0.1658243,"('unpopular', 'popular')",0.1278336,0.1658243,0.0379907
17,-0.44555002,-0.26941615,"('nasty', 'nice')",-0.44555,-0.2694162,0.1761338
18,-0.9556804,-1.0688688,"('disagreeable', 'welcoming')",-0.9556804,-1.0688688,-0.1131884
19,-1.0412178,-0.9105827,"('inhospitable', 'hospitable')",-1.0412178,-0.9105827,0.1306351
20,-0.23603457,-0.08403849,"('rough', 'thoughtful')",-0.2360346,-0.0840385,0.1519961
21,-0.24950975,-0.12893514,"('immoral', 'moral')",-0.2495098,-0.1289351,0.1205747
22,-0.4845041,-0.3888207,"('untrustworthy', 'trustworthy')",-0.4845041,-0.3888207,0.0956834
23,3.3134394,3.495104,"('insincere', 'sincere')",3.3134394,3.4951041,0.1816647
24,0.36739177,0.28867322,"('dishonest', 'honest')",0.3673918,0.2886732,-0.0787186
25,0.48332778,0.38704002,"('egoistic', 'altruistic')",0.4833278,0.38704,-0.0962878
26,0.7280106,0.57114786,"('hardhearted', 'benevolent')",0.7280106,0.5711479,-0.1568627
27,0.5497501,0.2447449,"('hardhearted', 'softhearted')",0.5497501,0.2447449,-0.3050052
28,0.29937536,0.34780172,"('disloyal', 'loyal')",0.2993754,0.3478017,0.0484263
29,0.063601114,0.037855864,"('unfair', 'fair')",0.0636011,0.0378559,-0.0257452
30,0.30420214,0.3393425,"('intolerant', 'tolerant')",0.3042021,0.3393425,0.0351404
31,-1.0217695,-1.0468615,"('evil', 'good')",-1.0217695,-1.0468615,-0.025092
32,0.32880318,0.23965706,"('unkind', 'kind')",0.3288032,0.2396571,-0.0891461
33,0.14774156,0.023143753,"('wrong', 'right')",0.1477416,0.0231438,-0.1245978
34,1.9163562,2.0173962,"('mean', 'honorable')",1.9163562,2.0173962,0.10104
35,-0.6723362,-0.8054961,"('corrupt', 'incorrupt')",-0.6723362,-0.8054961,-0.1331599
36,-0.74979126,-0.7995957,"('hostile', 'amicable')",-0.7497913,-0.7995957,-0.0498044
37,0.16209105,0.24352436,"('fake', 'genuine')",0.162091,0.2435244,0.0814334
38,-0.056141306,-0.08713871,"('untruthful', 'truthful')",-0.0561413,-0.0871387,-0.0309974
39,0.26031882,0.35419115,"('exploitative', 'cooperative')",0.2603188,0.3541912,0.0938724
40,-0.9743389,-1.032175,"('stingy', 'generous')",-0.9743389,-1.0321749,-0.057836
41,0.02908236,0.016746257,"('unforgiving', 'forgiving')",0.0290824,0.0167463,-0.0123361
42,-1.3152709,-1.1302015,"('unreliable', 'reliable')",-1.3152709,-1.1302015,0.1850694
43,0.82975703,0.83428377,"('irresponsible', 'responsible')",0.829757,0.8342838,0.0045268
44,-1.1035904,-1.1253935,"('prejudiced', 'unprejudiced')",-1.1035904,-1.1253935,-0.0218031
45,1.0913744,1.1841854,"('incompetent', 'competent')",1.0913744,1.1841854,0.092811
46,0.16762018,0.29940552,"('uncompetitive', 'competitive')",0.1676202,0.2994055,0.1317853
47,2.9079711,2.9332988,"('stupid', 'smart')",2.9079711,2.9332988,0.0253277
48,0.048464105,0.042020302,"('unintelligent', 'intelligent')",0.0484641,0.0420203,-0.0064438
49,-0.4044879,-0.25202674,"('unable', 'able')",-0.4044879,-0.2520267,0.1524612
50,-0.64422596,-0.5497066,"('clumsy', 'skillful')",-0.644226,-0.5497066,0.0945194
51,-0.763005,-0.7206167,"('uneducated', 'educated')",-0.763005,-0.7206167,0.0423883
52,0.102181025,-0.17584178,"('irrational', 'rational')",0.102181,-0.1758418,-0.2780228
53,0.44280612,0.6268148,"('uncreative', 'creative')",0.4428061,0.6268148,0.1840087
54,0.48144576,0.5833213,"('incapable', 'capable')",0.4814458,0.5833213,0.1018755
55,0.8483536,0.95840263,"('incompetent', 'clever')",0.8483536,0.9584026,0.110049
56,0.6847344,0.7785684,"('impractical', 'practical')",0.6847344,0.7785684,0.093834
57,-0.99256873,-0.86772776,"('unimaginative', 'imaginative')",-0.9925687,-0.8677278,0.1248409
58,0.42344505,0.45955816,"('undiscriminating', 'discriminating')",0.423445,0.4595582,0.0361132
59,-0.16197042,-0.23707724,"('foolish', 'wise')",-0.1619704,-0.2370772,-0.0751068
60,0.06791479,0.24051622,"('inefficient', 'efficient')",0.0679148,0.2405162,0.1726014
61,0.45758185,0.3240578,"('illogical', 'logical')",0.4575818,0.3240578,-0.133524
62,0.427959,0.63765514,"('incompetent', 'brilliant')",0.427959,0.6376551,0.2096961
63,0.06483863,0.26144704,"('unperceptive', 'insightful')",0.0648386,0.261447,0.1966084
64,-3.0096862,-3.0096939,"('shy', 'confident')",-3.0096862,-3.0096939,-7.7e-06
65,0.13434507,0.20381218,"('insecure', 'secure')",0.1343451,0.2038122,0.0694671
66,0.13861439,0.04094541,"('inactive', 'active')",0.1386144,0.0409454,-0.097669
67,0.51133263,0.57654625,"('doubtful', 'determined')",0.5113326,0.5765463,0.0652137
68,-0.8925305,-0.96329004,"('dependent', 'independent')",-0.8925305,-0.96329,-0.0707595
69,-1.0687995,-1.1467786,"('lazy', 'industrious')",-1.0687995,-1.1467786,-0.0779791
70,0.43876922,0.5280106,"('lethargic', 'energetic')",0.4387692,0.5280106,0.0892414
71,0.5526557,0.57743907,"('diffident', 'self-confident')",0.5526557,0.5774391,0.0247834
72,-0.30944425,-0.36157268,"('unambitious', 'ambitious')",-0.3094442,-0.3615727,-0.0521285
73,-1.8994398,-1.8701833,"('helpless', 'self-reliant')",-1.8994398,-1.8701833,0.0292565
74,0.33735475,0.29398474,"('undedicated', 'dedicated')",0.3373547,0.2939847,-0.04337
75,-0.4648512,-0.40596735,"('meek', 'impulsive')",-0.4648512,-0.4059674,0.0588838
76,0.33530012,0.60997605,"('anxious', 'daring')",0.3353001,0.6099761,0.274676
77,-0.58113676,-0.2852984,"('unmotivated', 'motivated')",-0.5811368,-0.2852984,0.2958384
78,-0.42030862,-0.32835928,"('nonresilient', 'resilient')",-0.4203086,-0.3283593,0.0919493
79,-0.5010351,-0.43367052,"('wavering', 'unwavering')",-0.5010351,-0.4336705,0.0673646
80,-0.038885325,-0.011991957,"('dominated', 'dominating')",-0.0388853,-0.011992,0.0268933
81,-0.35789904,-0.16262199,"('submissive', 'aggressive')",-0.357899,-0.162622,0.195277
82,3.2609274,3.3908875,"('poor', 'rich')",3.2609274,3.3908875,0.1299601
83,-0.62583697,-0.6683221,"('powerless', 'powerful')",-0.625837,-0.6683221,-0.0424851
84,0.30915058,0.28991786,"('inferior', 'superior')",0.3091506,0.2899179,-0.0192327
85,-0.4355659,-0.48958504,"('insignificant', 'prestigious')",-0.4355659,-0.489585,-0.0540191
86,0.03453905,-0.06162128,"('uninfluential', 'influential')",0.0345391,-0.0616213,-0.0961604
87,-0.16655533,-0.0884688,"('unsuccessful', 'successful')",-0.1665553,-0.0884688,0.0780865
88,-1.0644699,-1.0129645,"('low', 'eminent')",-1.0644699,-1.0129645,0.0515054
