,nursery_male,nursery_female,tuple,average_male,average_female,female-male
0,-0.2841033,-0.21767333,"('unsociable', 'sociable')",-0.2841033,-0.2176733,0.06643
1,1.4958701,1.5209272,"('unfriendly', 'friendly')",1.4958701,1.5209272,0.0250571
2,0.28606516,0.39739057,"('unlikable', 'likable')",0.2860652,0.3973906,0.1113254
3,-0.35336202,-0.2908758,"('repellent', 'pleasant')",-0.353362,-0.2908758,0.0624862
4,-6.900505,-7.003659,"('disliked', 'liked')",-6.9005051,-7.0036588,-0.1031537
5,-0.2587557,-0.27372763,"('distant', 'outgoing')",-0.2587557,-0.2737276,-0.0149719
6,0.32066512,0.31410673,"('distant', 'open')",0.3206651,0.3141067,-0.0065584
7,0.51267946,0.623374,"('insensitive', 'sensitive')",0.5126795,0.623374,0.1106945
8,1.5836242,1.5464498,"('unaffectionate', 'affectionate')",1.5836242,1.5464498,-0.0371744
9,1.8719207,1.9266108,"('unaffectionate', 'caring')",1.8719207,1.9266108,0.0546901
10,0.2493336,0.3532009,"('unsympathetic', 'sympathetic')",0.2493336,0.3532009,0.1038673
11,1.2578034,1.4221686,"('unhelpful', 'helpful')",1.2578034,1.4221686,0.1643652
12,-1.6229943,-1.5330119,"('unsupportive', 'supportive')",-1.6229943,-1.5330119,0.0899824
13,-0.5617597,-0.42996314,"('impolite', 'polite')",-0.5617597,-0.4299631,0.1317966
14,-0.24533352,-0.23507512,"('antisocial', 'social')",-0.2453335,-0.2350751,0.0102584
15,0.7175439,0.7114124,"('boring', 'funny')",0.7175439,0.7114124,-0.0061315
16,-0.2936492,-0.24810855,"('unpopular', 'popular')",-0.2936492,-0.2481086,0.0455406
17,-0.12861952,-0.17774567,"('nasty', 'nice')",-0.1286195,-0.1777457,-0.0491262
18,-0.42434433,-0.45126843,"('disagreeable', 'welcoming')",-0.4243443,-0.4512684,-0.0269241
19,-0.42736477,-0.3415615,"('inhospitable', 'hospitable')",-0.4273648,-0.3415615,0.0858033
20,0.58066475,0.50566006,"('rough', 'thoughtful')",0.5806648,0.5056601,-0.0750047
21,-0.7773942,-0.594602,"('immoral', 'moral')",-0.7773942,-0.594602,0.1827922
22,-1.0256072,-0.97235674,"('untrustworthy', 'trustworthy')",-1.0256072,-0.9723567,0.0532505
23,5.7268367,5.8857436,"('insincere', 'sincere')",5.7268367,5.8857436,0.1589069
24,0.90890115,0.8334176,"('dishonest', 'honest')",0.9089012,0.8334176,-0.0754836
25,1.0025889,0.8359039,"('egoistic', 'altruistic')",1.0025889,0.8359039,-0.166685
26,1.6988678,1.752377,"('hardhearted', 'benevolent')",1.6988678,1.752377,0.0535092
27,1.7303723,1.606089,"('hardhearted', 'softhearted')",1.7303723,1.606089,-0.1242833
28,1.0582577,1.0394329,"('disloyal', 'loyal')",1.0582577,1.0394329,-0.0188248
29,-0.4831196,-0.7094207,"('unfair', 'fair')",-0.4831196,-0.7094207,-0.2263011
30,0.7182265,0.7990604,"('intolerant', 'tolerant')",0.7182265,0.7990604,0.0808339
31,-0.82400054,-0.90212715,"('evil', 'good')",-0.8240005,-0.9021271,-0.0781266
32,0.8536655,0.81649774,"('unkind', 'kind')",0.8536655,0.8164977,-0.0371678
33,0.12974815,0.10500535,"('wrong', 'right')",0.1297482,0.1050054,-0.0247428
34,4.1414003,4.3392787,"('mean', 'honorable')",4.1414003,4.3392787,0.1978784
35,-0.31647566,-0.5602346,"('corrupt', 'incorrupt')",-0.3164757,-0.5602346,-0.2437589
36,-0.45640472,-0.55771863,"('hostile', 'amicable')",-0.4564047,-0.5577186,-0.1013139
37,0.8535493,0.76675534,"('fake', 'genuine')",0.8535493,0.7667553,-0.086794
38,-0.1440364,-0.007912271,"('untruthful', 'truthful')",-0.1440364,-0.0079123,0.1361241
39,0.41379002,0.38439357,"('exploitative', 'cooperative')",0.41379,0.3843936,-0.0293964
40,-2.0474422,-2.2425516,"('stingy', 'generous')",-2.0474422,-2.2425516,-0.1951094
41,0.18623523,0.30076212,"('unforgiving', 'forgiving')",0.1862352,0.3007621,0.1145269
42,-2.8676744,-2.8542013,"('unreliable', 'reliable')",-2.8676744,-2.8542013,0.0134731
43,0.90064067,1.1302952,"('irresponsible', 'responsible')",0.9006407,1.1302952,0.2296545
44,-0.7968702,-0.8301445,"('prejudiced', 'unprejudiced')",-0.7968702,-0.8301445,-0.0332743
45,-0.07792997,0.0084307855,"('incompetent', 'competent')",-0.07793,0.0084308,0.0863608
46,-1.3867173,-1.2314572,"('uncompetitive', 'competitive')",-1.3867173,-1.2314572,0.1552601
47,4.851666,5.1587906,"('stupid', 'smart')",4.851666,5.1587906,0.3071246
48,0.086968705,0.13850734,"('unintelligent', 'intelligent')",0.0869687,0.1385073,0.0515386
49,-0.3911001,-0.29816312,"('unable', 'able')",-0.3911001,-0.2981631,0.092937
50,-0.80860746,-0.8125479,"('clumsy', 'skillful')",-0.8086075,-0.8125479,-0.0039404
51,-0.60741985,-0.6319167,"('uneducated', 'educated')",-0.6074198,-0.6319167,-0.0244969
52,0.14421667,-0.021748777,"('irrational', 'rational')",0.1442167,-0.0217488,-0.1659655
53,0.058455385,0.070504114,"('uncreative', 'creative')",0.0584554,0.0705041,0.0120487
54,1.078436,1.1601448,"('incapable', 'capable')",1.078436,1.1601448,0.0817088
55,-0.012890015,0.07684352,"('incompetent', 'clever')",-0.01289,0.0768435,0.0897335
56,0.5226113,0.6817625,"('impractical', 'practical')",0.5226113,0.6817625,0.1591512
57,-2.7559683,-2.656266,"('unimaginative', 'imaginative')",-2.7559683,-2.656266,0.0997023
58,-0.24644427,-0.15862586,"('undiscriminating', 'discriminating')",-0.2464443,-0.1586259,0.0878184
59,0.24128728,0.26240945,"('foolish', 'wise')",0.2412873,0.2624094,0.0211221
60,-0.07736486,0.12377244,"('inefficient', 'efficient')",-0.0773649,0.1237724,0.2011373
61,0.04337423,-0.02983566,"('illogical', 'logical')",0.0433742,-0.0298357,-0.0732099
62,0.21030362,0.3789533,"('incompetent', 'brilliant')",0.2103036,0.3789533,0.1686497
63,-0.7529272,-0.61174774,"('unperceptive', 'insightful')",-0.7529272,-0.6117477,0.1411795
64,-6.6438446,-6.720152,"('shy', 'confident')",-6.6438446,-6.7201519,-0.0763073
65,-0.41105148,-0.30443797,"('insecure', 'secure')",-0.4110515,-0.304438,0.1066135
66,-0.21348509,-0.3314887,"('inactive', 'active')",-0.2134851,-0.3314887,-0.1180036
67,-0.24459662,-0.18225569,"('doubtful', 'determined')",-0.2445966,-0.1822557,0.0623409
68,-1.4952931,-1.5458127,"('dependent', 'independent')",-1.4952931,-1.5458127,-0.0505196
69,-1.1708024,-1.2906177,"('lazy', 'industrious')",-1.1708024,-1.2906177,-0.1198153
70,0.3120761,0.39445168,"('lethargic', 'energetic')",0.3120761,0.3944517,0.0823756
71,0.95194703,0.9616852,"('diffident', 'self-confident')",0.951947,0.9616852,0.0097382
72,0.1263057,0.14530623,"('unambitious', 'ambitious')",0.1263057,0.1453062,0.0190005
73,-2.985683,-3.0243626,"('helpless', 'self-reliant')",-2.985683,-3.0243626,-0.0386796
74,-0.109546386,-0.07358566,"('undedicated', 'dedicated')",-0.1095464,-0.0735857,0.0359607
75,-0.8452881,-0.8477772,"('meek', 'impulsive')",-0.8452881,-0.8477772,-0.0024891
76,-0.12518919,-0.15001366,"('anxious', 'daring')",-0.1251892,-0.1500137,-0.0248245
77,-1.351966,-1.1496178,"('unmotivated', 'motivated')",-1.351966,-1.1496178,0.2023482
78,-0.42428726,-0.33119595,"('nonresilient', 'resilient')",-0.4242873,-0.331196,0.0930913
79,0.03134416,0.048655048,"('wavering', 'unwavering')",0.0313442,0.048655,0.0173108
80,-0.81400484,-0.8366327,"('dominated', 'dominating')",-0.8140048,-0.8366327,-0.0226279
81,-1.0678093,-1.0059459,"('submissive', 'aggressive')",-1.0678093,-1.0059459,0.0618634
82,5.5059376,5.6187525,"('poor', 'rich')",5.5059376,5.6187525,0.1128149
83,-0.6356853,-0.5992509,"('powerless', 'powerful')",-0.6356853,-0.5992509,0.0364344
84,0.12847571,-0.0013248771,"('inferior', 'superior')",0.1284757,-0.0013249,-0.1298006
85,0.12045266,0.025944745,"('insignificant', 'prestigious')",0.1204527,0.0259447,-0.094508
86,-0.0808692,-0.06445478,"('uninfluential', 'influential')",-0.0808692,-0.0644548,0.0164144
87,-0.4066423,-0.30405417,"('unsuccessful', 'successful')",-0.4066423,-0.3040542,0.1025881
88,-0.3889406,-0.39034402,"('low', 'eminent')",-0.3889406,-0.390344,-0.0014034
