,motive_male,motive_female,tuple,average_male,average_female,female-male
0,0.42150664,0.32031494,"('unsociable', 'sociable')",0.4215066,0.3203149,-0.1011917
1,0.88239014,0.9278691,"('unfriendly', 'friendly')",0.8823901,0.9278691,0.045479
2,0.33888578,0.47153574,"('unlikable', 'likable')",0.3388858,0.4715357,0.1326499
3,0.8628583,0.95658433,"('repellent', 'pleasant')",0.8628583,0.9565843,0.093726
4,-7.7851114,-7.7662516,"('disliked', 'liked')",-7.7851114,-7.7662516,0.0188598
5,-0.42069286,-0.3499068,"('distant', 'outgoing')",-0.4206929,-0.3499068,0.0707861
6,-0.093585834,-0.0704235,"('distant', 'open')",-0.0935858,-0.0704235,0.0231623
7,1.6117378,1.6019177,"('insensitive', 'sensitive')",1.6117378,1.6019177,-0.0098201
8,0.98965067,0.8988352,"('unaffectionate', 'affectionate')",0.9896507,0.8988352,-0.0908155
9,1.3998139,1.4267116,"('unaffectionate', 'caring')",1.3998139,1.4267116,0.0268977
10,1.7453777,1.6374569,"('unsympathetic', 'sympathetic')",1.7453777,1.6374569,-0.1079208
11,2.2348576,2.2451282,"('unhelpful', 'helpful')",2.2348576,2.2451282,0.0102706
12,-1.2800645,-1.2385414,"('unsupportive', 'supportive')",-1.2800645,-1.2385414,0.0415231
13,0.21009138,0.23927337,"('impolite', 'polite')",0.2100914,0.2392734,0.029182
14,0.29116696,0.25740716,"('antisocial', 'social')",0.291167,0.2574072,-0.0337598
15,0.388527,0.3648394,"('boring', 'funny')",0.388527,0.3648394,-0.0236876
16,-0.65217364,-0.52975553,"('unpopular', 'popular')",-0.6521736,-0.5297555,0.1224181
17,0.25893283,0.15002322,"('nasty', 'nice')",0.2589328,0.1500232,-0.1089096
18,-0.61516756,-0.51520735,"('disagreeable', 'welcoming')",-0.6151676,-0.5152074,0.0999602
19,-0.46320978,-0.47011733,"('inhospitable', 'hospitable')",-0.4632098,-0.4701173,-0.0069075
20,0.8029714,0.71909595,"('rough', 'thoughtful')",0.8029714,0.7190959,-0.0838755
21,0.36088845,0.4408188,"('immoral', 'moral')",0.3608885,0.4408188,0.0799303
22,0.11773658,0.12580438,"('untrustworthy', 'trustworthy')",0.1177366,0.1258044,0.0080678
23,6.968188,7.045346,"('insincere', 'sincere')",6.9681878,7.0453458,0.077158
24,2.080113,2.0941916,"('dishonest', 'honest')",2.0801129,2.0941916,0.0140787
25,0.078303285,0.053932525,"('egoistic', 'altruistic')",0.0783033,0.0539325,-0.0243708
26,0.42362374,0.2564572,"('hardhearted', 'benevolent')",0.4236237,0.2564572,-0.1671665
27,1.752557,1.5666606,"('hardhearted', 'softhearted')",1.752557,1.5666606,-0.1858964
28,1.2482973,1.1157901,"('disloyal', 'loyal')",1.2482973,1.1157901,-0.1325072
29,-0.20378424,-0.38931215,"('unfair', 'fair')",-0.2037842,-0.3893121,-0.1855279
30,1.2180563,1.1898439,"('intolerant', 'tolerant')",1.2180563,1.1898439,-0.0282124
31,-1.7413807,-1.7254878,"('evil', 'good')",-1.7413807,-1.7254878,0.0158929
32,1.2206408,1.1816872,"('unkind', 'kind')",1.2206408,1.1816872,-0.0389536
33,-1.0531895,-0.9591731,"('wrong', 'right')",-1.0531895,-0.9591731,0.0940164
34,4.691346,4.926115,"('mean', 'honorable')",4.6913462,4.926115,0.2347688
35,-1.2996665,-1.4928621,"('corrupt', 'incorrupt')",-1.2996665,-1.4928621,-0.1931956
36,-1.218952,-1.2970177,"('hostile', 'amicable')",-1.2189519,-1.2970177,-0.0780658
37,0.7813491,0.6957965,"('fake', 'genuine')",0.7813491,0.6957965,-0.0855526
38,-0.2868119,-0.2804714,"('untruthful', 'truthful')",-0.2868119,-0.2804714,0.0063405
39,-0.06483722,-0.051791467,"('exploitative', 'cooperative')",-0.0648372,-0.0517915,0.0130457
40,-1.2766474,-1.3248438,"('stingy', 'generous')",-1.2766474,-1.3248438,-0.0481964
