,milk_male,milk_female,tuple,average_male,average_female,female-male
0,0.016047006,0.018101253,"('unsociable', 'sociable')",0.016047,0.0181013,0.0020543
1,1.6434563,1.440119,"('unfriendly', 'friendly')",1.6434563,1.440119,-0.2033373
2,0.26899922,0.3573773,"('unlikable', 'likable')",0.2689992,0.3573773,0.0883781
3,0.0341786,0.22776271,"('repellent', 'pleasant')",0.0341786,0.2277627,0.1935841
4,-6.590008,-6.7727017,"('disliked', 'liked')",-6.5900078,-6.7727017,-0.1826939
5,-0.024283966,-0.14689723,"('distant', 'outgoing')",-0.024284,-0.1468972,-0.1226132
6,0.40094608,0.2032641,"('distant', 'open')",0.4009461,0.2032641,-0.197682
7,0.82589865,0.93585473,"('insensitive', 'sensitive')",0.8258986,0.9358547,0.1099561
8,1.4200033,1.1984096,"('unaffectionate', 'affectionate')",1.4200033,1.1984096,-0.2215937
9,1.8750027,1.8134816,"('unaffectionate', 'caring')",1.8750027,1.8134816,-0.0615211
10,0.5629395,0.7691838,"('unsympathetic', 'sympathetic')",0.5629395,0.7691838,0.2062443
11,1.7860343,1.8859876,"('unhelpful', 'helpful')",1.7860343,1.8859876,0.0999533
12,-1.4734877,-1.4515716,"('unsupportive', 'supportive')",-1.4734877,-1.4515716,0.0219161
13,-0.24235073,-0.11963646,"('impolite', 'polite')",-0.2423507,-0.1196365,0.1227142
14,-0.31273463,-0.16068098,"('antisocial', 'social')",-0.3127346,-0.160681,0.1520536
15,0.82585764,0.60986173,"('boring', 'funny')",0.8258576,0.6098617,-0.2159959
16,0.2691278,0.21676815,"('unpopular', 'popular')",0.2691278,0.2167681,-0.0523597
17,-0.07984751,-0.085694574,"('nasty', 'nice')",-0.0798475,-0.0856946,-0.0058471
18,-0.54680955,-0.6173238,"('disagreeable', 'welcoming')",-0.5468096,-0.6173238,-0.0705142
19,-0.10649839,-0.2347101,"('inhospitable', 'hospitable')",-0.1064984,-0.2347101,-0.1282117
20,0.6942747,0.67595166,"('rough', 'thoughtful')",0.6942747,0.6759517,-0.018323
21,-0.23479468,0.0538138,"('immoral', 'moral')",-0.2347947,0.0538138,0.2886085
22,-0.768616,-0.6851105,"('untrustworthy', 'trustworthy')",-0.768616,-0.6851105,0.0835055
23,5.922052,6.031894,"('insincere', 'sincere')",5.9220519,6.0318942,0.1098423
24,1.5678083,1.5667256,"('dishonest', 'honest')",1.5678083,1.5667256,-0.0010827
25,0.73905176,0.5602472,"('egoistic', 'altruistic')",0.7390518,0.5602472,-0.1788046
26,1.4264593,1.2734708,"('hardhearted', 'benevolent')",1.4264593,1.2734708,-0.1529885
27,1.4339595,1.2753967,"('hardhearted', 'softhearted')",1.4339595,1.2753967,-0.1585628
28,1.062404,0.98664284,"('disloyal', 'loyal')",1.062404,0.9866428,-0.0757612
29,-0.5987828,-0.7340858,"('unfair', 'fair')",-0.5987828,-0.7340858,-0.135303
30,0.44551992,0.53442764,"('intolerant', 'tolerant')",0.4455199,0.5344276,0.0889077
31,-1.1558952,-1.3807619,"('evil', 'good')",-1.1558952,-1.3807619,-0.2248667
32,1.3359278,1.3134903,"('unkind', 'kind')",1.3359278,1.3134903,-0.0224375
33,-0.060927205,-0.13970533,"('wrong', 'right')",-0.0609272,-0.1397053,-0.0787781
34,4.192562,4.325777,"('mean', 'honorable')",4.1925621,4.3257771,0.133215
35,-0.58593035,-0.9596688,"('corrupt', 'incorrupt')",-0.5859303,-0.9596688,-0.3737385
