,absence_male,absence_female,tuple,average_male,average_female,female-male
0,0.15073694,0.014248243,"('unsociable', 'sociable')",0.1507369,0.0142482,-0.1364887
1,0.8627851,0.8360634,"('unfriendly', 'friendly')",0.8627851,0.8360634,-0.0267217
2,0.00416271,0.1250818,"('unlikable', 'likable')",0.0041627,0.1250818,0.1209191
3,0.85059375,0.8500037,"('repellent', 'pleasant')",0.8505937,0.8500037,-0.00059
4,-6.9891987,-7.2201986,"('disliked', 'liked')",-6.9891987,-7.2201986,-0.2309999
5,-0.7241159,-0.66066027,"('distant', 'outgoing')",-0.7241159,-0.6606603,0.0634556
6,-0.2504698,-0.29704228,"('distant', 'open')",-0.2504698,-0.2970423,-0.0465725
7,1.0004249,0.9622811,"('insensitive', 'sensitive')",1.0004249,0.9622811,-0.0381438
8,0.86840117,0.84895605,"('unaffectionate', 'affectionate')",0.8684012,0.848956,-0.0194452
9,1.2493601,1.3498329,"('unaffectionate', 'caring')",1.2493601,1.3498329,0.1004728
10,1.3263706,1.2943728,"('unsympathetic', 'sympathetic')",1.3263706,1.2943728,-0.0319978
11,1.6571414,1.719136,"('unhelpful', 'helpful')",1.6571414,1.719136,0.0619946
12,-1.4875668,-1.5295694,"('unsupportive', 'supportive')",-1.4875668,-1.5295694,-0.0420026
13,0.09260971,0.14093325,"('impolite', 'polite')",0.0926097,0.1409332,0.0483235
14,0.111697994,-0.012959947,"('antisocial', 'social')",0.111698,-0.0129599,-0.1246579
15,-0.06685263,-0.13754323,"('boring', 'funny')",-0.0668526,-0.1375432,-0.0706906
16,-0.47634578,-0.5021335,"('unpopular', 'popular')",-0.4763458,-0.5021335,-0.0257877
17,-0.09406985,-0.16488841,"('nasty', 'nice')",-0.0940699,-0.1648884,-0.0708185
18,-0.4707204,-0.48671615,"('disagreeable', 'welcoming')",-0.4707204,-0.4867162,-0.0159958
19,-1.0212468,-0.98187083,"('inhospitable', 'hospitable')",-1.0212468,-0.9818708,0.039376
20,0.8254661,0.6990048,"('rough', 'thoughtful')",0.8254661,0.6990048,-0.1264613
21,-0.017177984,0.0807139,"('immoral', 'moral')",-0.017178,0.0807139,0.0978919
22,-0.14150928,-0.26749426,"('untrustworthy', 'trustworthy')",-0.1415093,-0.2674943,-0.125985
23,5.611999,5.763813,"('insincere', 'sincere')",5.611999,5.763813,0.151814
24,1.5239908,1.4981606,"('dishonest', 'honest')",1.5239908,1.4981606,-0.0258302
