,delphi_male,delphi_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.0668539,-1.221968,"('unsociable', 'sociable')",-0.50683373,-0.6292819,-0.7867158,-0.92377585,-0.7868011,-0.9250086,-0.1382075
1,-0.07702875,-0.26999983,"('unfriendly', 'friendly')",0.0925533,-0.11646195,2.3154528,2.1529608,0.7769925,0.588833,-0.1881595
2,0.92927545,1.0009695,"('unlikable', 'likable')",0.10325865,0.10079605,0.148114,0.16098024,0.3935494,0.4209153,0.0273659
3,-0.6967138,-0.65184146,"('repellent', 'pleasant')",0.06527281,0.118232965,-0.6679894,-0.6350575,-0.4331435,-0.3895553,0.0435882
4,-0.13921912,-0.19848315,"('disliked', 'liked')",-0.22067392,-0.29697004,-2.9225428,-3.041229,-1.0941453,-1.178894,-0.0847487
5,-0.08959166,-0.1582567,"('distant', 'outgoing')",-0.70232743,-0.7086121,0.78368855,0.6889051,-0.0027435,-0.0593212,-0.0565777
6,0.41354656,0.36006168,"('distant', 'open')",-1.0896099,-1.1270078,0.90478927,0.7865301,0.076242,0.006528,-0.069714
7,-0.79528975,-0.8147308,"('insensitive', 'sensitive')",0.16131654,0.17886113,-0.24004558,-0.25195473,-0.2913396,-0.2959415,-0.0046019
8,0.29830498,0.1519112,"('unaffectionate', 'affectionate')",-0.032570787,-0.14909965,1.0602039,0.870269,0.4419794,0.2910269,-0.1509525
9,0.045541577,-0.068527505,"('unaffectionate', 'caring')",0.030913517,-0.09013729,1.1463139,1.0051497,0.4075897,0.2821616,-0.1254281
10,-1.8077786,-1.9000702,"('unsympathetic', 'sympathetic')",-1.2307007,-1.3000871,-1.4159412,-1.4241322,-1.4848069,-1.5414298,-0.0566229
11,-0.48460707,-0.5193825,"('unhelpful', 'helpful')",0.66541755,0.688354,0.30095807,0.2750582,0.1605895,0.1480099,-0.0125796
12,-0.1249689,-0.1446289,"('unsupportive', 'supportive')",0.54802966,0.5773311,-1.1347158,-1.1871693,-0.2372183,-0.251489,-0.0142707
13,-1.7182963,-1.7103592,"('impolite', 'polite')",-0.56766164,-0.52462995,-1.1839818,-1.1890949,-1.1566466,-1.1413614,0.0152852
