,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.0511184,-2.2541618,"('unsociable', 'sociable')",-0.35100684,-0.63986564,-0.1910865,-0.21406284,-0.8644039,-1.0360301,-0.1716262
1,0.091789775,-0.30238867,"('unfriendly', 'friendly')",-0.45305806,-0.71043193,0.79407203,0.47427037,0.1442679,-0.1795168,-0.3237847
2,0.22576483,0.16721384,"('unlikable', 'likable')",1.5616968,1.6279585,0.6432963,0.6249292,0.8102527,0.8067005,-0.0035522
3,-1.7079868,-1.7293583,"('repellent', 'pleasant')",0.37139335,0.35944784,0.86031425,0.8853396,-0.1587598,-0.1615236,-0.0027638
4,-0.15897709,-0.25383663,"('disliked', 'liked')",0.5590991,0.5788269,-6.7156672,-7.0498123,-2.1051817,-2.2416073,-0.1364256
5,0.5206155,0.45715976,"('distant', 'outgoing')",-0.3247309,-0.17419116,-0.44933084,-0.540826,-0.0844821,-0.0859525,-0.0014704
6,1.096091,0.9381305,"('distant', 'open')",-0.31460238,-0.20061111,-0.20168807,-0.32250693,0.1932669,0.1383375,-0.0549294
7,-1.4212773,-1.5035388,"('insensitive', 'sensitive')",-0.13778438,-0.30546138,0.3837402,0.38534802,-0.3917738,-0.4745507,-0.0827769
8,0.426246,0.27536404,"('unaffectionate', 'affectionate')",-0.6391529,-0.75137097,0.106365636,-0.058921307,-0.0355138,-0.1783094,-0.1427956
9,-0.1474931,-0.4082933,"('unaffectionate', 'caring')",-0.00064299256,-0.16015275,0.9303872,0.84710217,0.2607504,0.0928854,-0.167865
10,-3.0119944,-3.1486337,"('unsympathetic', 'sympathetic')",-0.74970233,-1.0178353,-0.19595784,-0.106253535,-1.3192182,-1.4242409,-0.1050227
11,-1.5761565,-1.619431,"('unhelpful', 'helpful')",-1.2685308,-1.3737276,1.6876771,1.7203677,-0.3856701,-0.4242636,-0.0385935
12,-1.7737565,-1.901979,"('unsupportive', 'supportive')",0.16367155,0.19372019,-1.9966229,-2.0872383,-1.202236,-1.2651656,-0.0629296
13,-2.0014262,-2.0828795,"('impolite', 'polite')",-0.31033868,-0.43265164,-0.49249408,-0.37291515,-0.934753,-0.9628154,-0.0280624
14,-2.0250008,-1.9983457,"('antisocial', 'social')",1.6582121,1.5929226,-0.041824,0.025903223,-0.1362043,-0.1265066,0.0096977
15,0.6455345,0.6363443,"('boring', 'funny')",-1.1678265,-1.2311513,-0.16175498,-0.26960403,-0.2280157,-0.288137,-0.0601213
16,0.5221056,0.48383504,"('unpopular', 'popular')",-0.6840666,-0.484469,0.19131875,0.24377108,0.0097859,0.0810457,0.0712598
17,0.052952636,0.009961022,"('nasty', 'nice')",-1.255338,-1.1894265,-0.42949477,-0.40319437,-0.54396,-0.5275533,0.0164067
18,0.17460148,0.08900222,"('disagreeable', 'welcoming')",-0.4235228,-0.44376415,-0.76968235,-0.91354764,-0.3395346,-0.4227699,-0.0832353
19,-0.29843903,-0.45870835,"('inhospitable', 'hospitable')",-0.66391605,-0.7489771,-0.68469733,-0.79126614,-0.5490175,-0.6663172,-0.1172997
20,-0.13608143,-0.13734743,"('rough', 'thoughtful')",0.19602944,0.31933358,0.9715272,1.032194,0.3438251,0.4047267,0.0609016
21,-2.4942248,-2.60194,"('immoral', 'moral')",-0.047891017,-0.23941661,-0.5599836,-0.41884628,-1.0340331,-1.0867343,-0.0527012
22,-1.8829781,-1.8806815,"('untrustworthy', 'trustworthy')",-0.49067596,-0.5839824,-0.915746,-0.868004,-1.0964667,-1.1108894,-0.0144227
23,-1.7946597,-1.9915724,"('insincere', 'sincere')",-0.90484434,-1.1219784,5.5672417,5.6748157,0.9559125,0.853755,-0.1021575
24,-1.3835841,-1.4425544,"('dishonest', 'honest')",-1.1244775,-1.3234197,0.35357362,0.2443566,-0.7181627,-0.8405391,-0.1223764
25,0.88017046,0.74471503,"('egoistic', 'altruistic')",0.5426239,0.48269412,0.84894276,0.6810507,0.7572457,0.6361533,-0.1210924
26,0.29698294,0.16628604,"('hardhearted', 'benevolent')",1.1222873,0.9717448,1.4363432,1.1420041,0.9518712,0.7600117,-0.1918595
27,-0.2693008,-0.3251976,"('hardhearted', 'softhearted')",-0.2987662,-0.3569275,1.0442544,0.92221516,0.1587292,0.08003,-0.0786992
28,-0.9231484,-1.1190699,"('disloyal', 'loyal')",-0.18050095,-0.43590719,0.93896264,0.91203475,-0.0548956,-0.2143141,-0.1594185
29,0.11280811,0.022065565,"('unfair', 'fair')",-0.5313656,-0.4447887,-0.1927914,-0.36722457,-0.203783,-0.2633159,-0.0595329
30,-0.650433,-0.77351373,"('intolerant', 'tolerant')",1.0865853,0.8845603,0.7060284,0.62805617,0.3807269,0.2463676,-0.1343593
31,0.58818465,0.44448477,"('evil', 'good')",-1.3555007,-1.3441548,-1.2312323,-1.4583157,-0.6661828,-0.7859952,-0.1198124
32,-1.4601313,-1.5490386,"('unkind', 'kind')",-0.20138966,-0.42656714,0.41594118,0.2560933,-0.4151932,-0.5731708,-0.1579776
33,1.0621688,0.93229043,"('wrong', 'right')",0.78258234,0.78102636,-0.58851886,-0.65991,0.4187441,0.3511356,-0.0676085
34,-0.60145646,-0.5518766,"('mean', 'honorable')",-0.5328472,-0.42923677,5.5043073,5.6637983,1.4566679,1.560895,0.1042271
35,1.7346563,1.668886,"('corrupt', 'incorrupt')",-0.9281834,-0.81911635,-0.5013165,-0.67811036,0.1017188,0.0572197,-0.0444991
36,1.4528766,1.1911917,"('hostile', 'amicable')",-0.7029424,-0.8309871,-0.11746654,-0.36098784,0.2108225,-0.0002611,-0.2110836
