,gun_male,gun_female,tuple,average_male,average_female,female-male
0,0.27470815,0.110907756,"('unsociable', 'sociable')",0.2747082,0.1109078,-0.1638004
1,1.3052168,1.2950298,"('unfriendly', 'friendly')",1.3052168,1.2950298,-0.010187
2,0.45832318,0.6297386,"('unlikable', 'likable')",0.4583232,0.6297386,0.1714154
3,0.88251424,0.90869385,"('repellent', 'pleasant')",0.8825142,0.9086939,0.0261797
4,-7.424019,-7.415181,"('disliked', 'liked')",-7.4240189,-7.4151812,0.0088377
5,-0.670938,-0.51646066,"('distant', 'outgoing')",-0.670938,-0.5164607,0.1544773
6,-0.30993038,-0.16354671,"('distant', 'open')",-0.3099304,-0.1635467,0.1463837
7,0.8059031,0.85027707,"('insensitive', 'sensitive')",0.8059031,0.8502771,0.044374
8,0.92697155,0.96629846,"('unaffectionate', 'affectionate')",0.9269716,0.9662985,0.0393269
9,1.6596725,1.7794169,"('unaffectionate', 'caring')",1.6596725,1.7794169,0.1197444
10,1.2348608,1.3000975,"('unsympathetic', 'sympathetic')",1.2348608,1.3000975,0.0652367
11,2.2218716,2.3326883,"('unhelpful', 'helpful')",2.2218716,2.3326883,0.1108167
12,-1.5664735,-1.529061,"('unsupportive', 'supportive')",-1.5664735,-1.529061,0.0374125
13,0.356327,0.27925044,"('impolite', 'polite')",0.356327,0.2792504,-0.0770766
14,0.04014551,-0.13356963,"('antisocial', 'social')",0.0401455,-0.1335696,-0.1737151
15,0.58162045,0.5098801,"('boring', 'funny')",0.5816205,0.5098801,-0.0717404
16,-0.09543007,-0.08834941,"('unpopular', 'popular')",-0.0954301,-0.0883494,0.0070807
17,-0.27747378,-0.22578724,"('nasty', 'nice')",-0.2774738,-0.2257872,0.0516866
18,-0.8470482,-0.93529177,"('disagreeable', 'welcoming')",-0.8470482,-0.9352918,-0.0882436
19,-0.75703764,-0.5878398,"('inhospitable', 'hospitable')",-0.7570376,-0.5878398,0.1691978
20,0.7786953,0.64537144,"('rough', 'thoughtful')",0.7786953,0.6453714,-0.1333239
21,0.13121739,0.18867733,"('immoral', 'moral')",0.1312174,0.1886773,0.0574599
22,-0.42327797,-0.4429042,"('untrustworthy', 'trustworthy')",-0.423278,-0.4429042,-0.0196262
23,6.768398,6.8010144,"('insincere', 'sincere')",6.7683978,6.8010144,0.0326166
24,1.832674,1.8459592,"('dishonest', 'honest')",1.832674,1.8459592,0.0132852
25,0.46771994,0.375655,"('egoistic', 'altruistic')",0.4677199,0.375655,-0.0920649
26,0.4643113,0.32114628,"('hardhearted', 'benevolent')",0.4643113,0.3211463,-0.143165
27,1.0694745,0.9244004,"('hardhearted', 'softhearted')",1.0694745,0.9244004,-0.1450741
28,1.3562694,1.3111371,"('disloyal', 'loyal')",1.3562694,1.3111371,-0.0451323
29,-0.43234473,-0.47349733,"('unfair', 'fair')",-0.4323447,-0.4734973,-0.0411526
