,motorboat_male,motorboat_female,tuple,average_male,average_female,female-male
0,0.6164353,0.57372695,"('unsociable', 'sociable')",0.6164353,0.573727,-0.0427083
1,0.10427961,0.06177346,"('unfriendly', 'friendly')",0.1042796,0.0617735,-0.0425061
2,0.5561193,0.649462,"('unlikable', 'likable')",0.5561193,0.649462,0.0933427
3,0.15911433,0.3085835,"('repellent', 'pleasant')",0.1591143,0.3085835,0.1494692
4,-3.0604346,-3.0560026,"('disliked', 'liked')",-3.0604346,-3.0560026,0.004432
5,-0.3949249,-0.50671583,"('distant', 'outgoing')",-0.3949249,-0.5067158,-0.1117909
6,-0.5333331,-0.6862031,"('distant', 'open')",-0.5333331,-0.6862031,-0.15287
7,0.5745943,0.76039296,"('insensitive', 'sensitive')",0.5745943,0.760393,0.1857987
8,-0.15433283,-0.26176384,"('unaffectionate', 'affectionate')",-0.1543328,-0.2617638,-0.107431
9,0.47768837,0.39474496,"('unaffectionate', 'caring')",0.4776884,0.394745,-0.0829434
10,0.08892165,0.098104894,"('unsympathetic', 'sympathetic')",0.0889217,0.0981049,0.0091832
11,1.4224905,1.417457,"('unhelpful', 'helpful')",1.4224905,1.417457,-0.0050335
12,-0.8596304,-0.9089236,"('unsupportive', 'supportive')",-0.8596304,-0.9089236,-0.0492932
13,0.2825073,0.25589806,"('impolite', 'polite')",0.2825073,0.2558981,-0.0266092
14,1.0609399,1.1096284,"('antisocial', 'social')",1.0609399,1.1096284,0.0486885
15,0.9212299,0.78424335,"('boring', 'funny')",0.9212299,0.7842433,-0.1369866
16,-0.15910766,-0.004174212,"('unpopular', 'popular')",-0.1591077,-0.0041742,0.1549335
17,-0.41644582,-0.22394186,"('nasty', 'nice')",-0.4164458,-0.2239419,0.1925039
18,-0.93194443,-0.9211462,"('disagreeable', 'welcoming')",-0.9319444,-0.9211462,0.0107982
19,-0.8604514,-0.736751,"('inhospitable', 'hospitable')",-0.8604514,-0.736751,0.1237004
20,-0.33392015,-0.21434458,"('rough', 'thoughtful')",-0.3339202,-0.2143446,0.1195756
21,0.37094048,0.4568142,"('immoral', 'moral')",0.3709405,0.4568142,0.0858737
22,-0.035528995,-0.034906685,"('untrustworthy', 'trustworthy')",-0.035529,-0.0349067,0.0006223
23,2.8312652,2.9174793,"('insincere', 'sincere')",2.8312652,2.9174793,0.0862141
24,0.56335634,0.4873015,"('dishonest', 'honest')",0.5633563,0.4873015,-0.0760548
25,-0.1030066,-0.13487285,"('egoistic', 'altruistic')",-0.1030066,-0.1348729,-0.0318663
26,0.7906562,0.62757295,"('hardhearted', 'benevolent')",0.7906562,0.627573,-0.1630832
27,0.039586987,0.010911296,"('hardhearted', 'softhearted')",0.039587,0.0109113,-0.0286757
