,alliant_male,alliant_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7895713,-1.8705459,"('unsociable', 'sociable')",0.17718843,0.057092078,-0.11164244,-0.18328157,-0.5746751,-0.6655784,-0.0909033
1,-2.7834544,-2.636296,"('unfriendly', 'friendly')",0.38908228,0.23872074,1.3816599,1.3231426,-0.3375708,-0.3581442,-0.0205734
2,0.204925,0.11569885,"('unlikable', 'likable')",1.1340779,1.0588623,0.8261091,0.76536614,0.721704,0.6466424,-0.0750616
3,-0.1927699,0.03982114,"('repellent', 'pleasant')",0.050069764,0.20995653,0.9983751,1.1033611,0.285225,0.4510463,0.1658213
4,0.37217748,0.5129309,"('disliked', 'liked')",0.45498177,0.3726321,-6.4230313,-6.3297067,-1.8652906,-1.8147146,0.050576
5,-0.32638296,-0.2566572,"('distant', 'outgoing')",-0.014083192,-0.060898263,-0.43497005,-0.3176812,-0.2584787,-0.2117456,0.0467331
6,-0.6489134,-0.514844,"('distant', 'open')",-0.6112748,-0.66074187,-0.65822744,-0.595885,-0.6394718,-0.5904903,0.0489815
7,-0.5750818,-0.45400152,"('insensitive', 'sensitive')",1.0781208,1.2221032,0.6914819,0.81353515,0.3981737,0.5272123,0.1290386
8,-1.8761202,-1.8468333,"('unaffectionate', 'affectionate')",-0.53323,-0.63788533,0.6356505,0.5681632,-0.5912332,-0.6388519,-0.0476187
9,-1.8429863,-1.7290424,"('unaffectionate', 'caring')",0.33671328,0.33056772,1.2844306,1.3571756,-0.0739475,-0.0137664,0.0601811
10,-2.4568024,-2.404674,"('unsympathetic', 'sympathetic')",-0.40143502,-0.3561059,-0.7037115,-0.68725985,-1.1873163,-1.1493466,0.0379697
11,-0.95759547,-1.0241456,"('unhelpful', 'helpful')",0.49909818,0.5658579,1.8887539,1.9733958,0.4767522,0.505036,0.0282838
12,-0.8019543,-0.5462878,"('unsupportive', 'supportive')",0.79721737,0.9050911,-1.7451311,-1.5691521,-0.5832894,-0.4034496,0.1798398
13,-1.1562436,-1.3733499,"('impolite', 'polite')",0.12808147,0.08211564,-0.7587319,-0.8742815,-0.5956314,-0.7218386,-0.1262072
14,-0.2785238,-0.25306514,"('antisocial', 'social')",1.4496949,1.531751,0.18987532,0.13550583,0.4536821,0.4713972,0.0177151
15,-0.02215802,-0.25164425,"('boring', 'funny')",-0.16370508,-0.2896124,-0.28768417,-0.39707977,-0.1578491,-0.3127788,-0.1549297
16,-0.4379088,-0.30335796,"('unpopular', 'popular')",-0.43571278,-0.46395358,0.25939062,0.25444788,-0.2047437,-0.1709546,0.0337891
17,0.119635426,0.105071396,"('nasty', 'nice')",-0.906849,-0.8760797,-0.655133,-0.6663168,-0.4807822,-0.4791083,0.0016739
18,-0.48202956,-0.34702137,"('disagreeable', 'welcoming')",-0.7160853,-0.7202958,-0.51810217,-0.44527227,-0.5720723,-0.5041965,0.0678758
19,-1.2178689,-1.2280992,"('inhospitable', 'hospitable')",-1.0011504,-1.1205463,-0.584671,-0.5188942,-0.9345635,-0.9558466,-0.0212831
20,-0.1861908,-0.09798909,"('rough', 'thoughtful')",0.15053809,0.2274228,0.3919213,0.43288073,0.1187562,0.1874382,0.068682
21,-0.33766526,-0.41090715,"('immoral', 'moral')",1.4403961,1.4189527,-0.36672744,-0.29989997,0.2453344,0.2360485,-0.0092859
22,-0.7823074,-0.719905,"('untrustworthy', 'trustworthy')",-0.6504314,-0.7090248,-0.6935648,-0.6411451,-0.7087679,-0.690025,0.0187429
23,-1.6179675,-1.6497377,"('insincere', 'sincere')",0.29944658,0.34737653,6.117904,6.109564,1.5997944,1.6024008,0.0026064
24,-1.3486625,-1.3919835,"('dishonest', 'honest')",0.7552119,0.80740416,0.8770236,0.9859251,0.0945243,0.1337819,0.0392576
25,-0.026516393,0.07530308,"('egoistic', 'altruistic')",1.1529071,1.1235454,1.437858,1.4316456,0.8547495,0.8768314,0.0220819
26,-0.62768656,-0.6350919,"('hardhearted', 'benevolent')",0.6720292,0.51872116,1.4442687,1.1950576,0.4962038,0.3595623,-0.1366415
27,-0.3548116,-0.19378269,"('hardhearted', 'softhearted')",0.41447377,0.48573685,1.2527072,1.1847683,0.4374564,0.4922408,0.0547844
28,-1.1193026,-1.1681511,"('disloyal', 'loyal')",0.5942818,0.5451159,1.2591664,1.2660316,0.2447152,0.2143321,-0.0303831
29,-0.12018239,-0.22358108,"('unfair', 'fair')",-0.48488042,-0.47535366,-0.17916502,-0.31733695,-0.2614093,-0.3387572,-0.0773479
30,-0.5933342,-0.6946089,"('intolerant', 'tolerant')",1.0366389,0.99322957,0.7330198,0.6830432,0.3921082,0.3272213,-0.0648869
31,-0.18198714,-0.046138935,"('evil', 'good')",-1.3715158,-1.5088152,-1.1787373,-1.2164229,-0.9107467,-0.9237924,-0.0130457
32,-0.95319957,-0.9883197,"('unkind', 'kind')",0.3621425,0.33701754,1.1215581,0.94107467,0.1768337,0.0965908,-0.0802429
33,0.23464377,0.18909384,"('wrong', 'right')",0.95637524,0.8782292,-0.46082705,-0.41921884,0.2433973,0.2160348,-0.0273625
