,nasdaq_male,nasdaq_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.4714966,-1.6683667,"('unsociable', 'sociable')",-0.36357924,-0.4130307,-0.9175379,-1.0406986,-0.1231607
1,1.9731741,1.8347368,"('unfriendly', 'friendly')",2.4076016,2.2444732,2.1903877,2.0396051,-0.1507826
2,1.6725718,1.6710811,"('unlikable', 'likable')",0.9958704,1.0257807,1.3342211,1.3484309,0.0142098
3,-1.6694763,-1.6832963,"('repellent', 'pleasant')",-0.16646722,-0.116143376,-0.9179717,-0.8997198,0.0182519
4,1.1431298,1.0832621,"('disliked', 'liked')",-5.9185615,-5.879759,-2.3877158,-2.3982484,-0.0105326
5,1.9472952,2.0888658,"('distant', 'outgoing')",0.08800396,0.03763517,1.0176495,1.0632504,0.0456009
6,2.655717,2.7601051,"('distant', 'open')",0.80451196,0.6732214,1.7301145,1.7166632,-0.0134513
7,-1.0540822,-1.1380645,"('insensitive', 'sensitive')",0.7672078,0.76224345,-0.1434372,-0.1879105,-0.0444733
8,0.5336599,0.42153096,"('unaffectionate', 'affectionate')",1.0941821,0.8757035,0.813921,0.6486173,-0.1653037
9,0.6976909,0.5854417,"('unaffectionate', 'caring')",1.425338,1.292885,1.0615145,0.9391633,-0.1223512
10,-2.9039814,-3.1071649,"('unsympathetic', 'sympathetic')",-0.57754666,-0.5736794,-1.740764,-1.8404222,-0.0996582
11,-1.9944596,-2.0833397,"('unhelpful', 'helpful')",1.6090145,1.6242685,-0.1927226,-0.2295356,-0.036813
12,0.2512151,0.23854914,"('unsupportive', 'supportive')",-1.4198234,-1.3634927,-0.5843042,-0.5624718,0.0218324
13,-1.7100794,-1.782897,"('impolite', 'polite')",-0.81600726,-0.798787,-1.2630434,-1.2908421,-0.0277987
14,-2.1826715,-2.2926302,"('antisocial', 'social')",-0.7613969,-0.7512196,-1.4720342,-1.5219249,-0.0498907
15,1.3997371,1.3153702,"('boring', 'funny')",0.695658,0.6390939,1.0476975,0.977232,-0.0704655
16,0.66366,0.64266163,"('unpopular', 'popular')",0.69267,0.6876911,0.678165,0.6651764,-0.0129886
17,0.28263372,0.28910932,"('nasty', 'nice')",-0.4140309,-0.39265066,-0.0656986,-0.0517707,0.0139279
18,0.20963013,0.16655742,"('disagreeable', 'welcoming')",-0.3516439,-0.42830852,-0.0710069,-0.1308756,-0.0598687
19,-0.0829376,-0.047777697,"('inhospitable', 'hospitable')",0.044591594,0.038409732,-0.019173,-0.004684,0.014489
20,-0.21683125,-0.21029927,"('rough', 'thoughtful')",1.2313837,1.2034855,0.5072762,0.4965931,-0.0106831
