,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.16745251,-0.22574808,"('unsociable', 'sociable')",-0.16481763,-0.2660964,-0.1661351,-0.2459222,-0.0797871
1,-0.91031504,-1.0824335,"('unfriendly', 'friendly')",1.5231304,1.3636197,0.3064077,0.1405931,-0.1658146
2,0.76712805,0.8315884,"('unlikable', 'likable')",0.52873594,0.5479124,0.647932,0.6897504,0.0418184
3,-0.9167597,-0.7747557,"('repellent', 'pleasant')",0.69048214,0.7224489,-0.1131388,-0.0261534,0.0869854
4,0.59934896,0.564266,"('disliked', 'liked')",-7.061936,-7.249099,-3.2312934,-3.3424163,-0.1111229
5,-0.30305958,-0.36272544,"('distant', 'outgoing')",-0.36240092,-0.4650612,-0.3327302,-0.4138933,-0.0811631
6,-1.0312349,-1.0522665,"('distant', 'open')",-0.23913439,-0.35299233,-0.6351846,-0.7026294,-0.0674448
7,-0.3507489,-0.24655996,"('insensitive', 'sensitive')",0.119156465,0.18355927,-0.1157962,-0.0315003,0.0842959
8,-0.5704171,-0.7428328,"('unaffectionate', 'affectionate')",0.9692036,0.8696791,0.1993932,0.0634232,-0.13597
9,-0.21514021,-0.30645898,"('unaffectionate', 'caring')",1.2324901,1.2069225,0.5086749,0.4502318,-0.0584431
10,-1.0764859,-0.98591125,"('unsympathetic', 'sympathetic')",-0.61257404,-0.5750604,-0.84453,-0.7804859,0.0640441
11,-0.40897655,-0.40507847,"('unhelpful', 'helpful')",1.09296,1.274055,0.3419917,0.4344883,0.0924966
12,-0.054604623,0.09580457,"('unsupportive', 'supportive')",-2.2509608,-2.232394,-1.1527827,-1.0682948,0.0844879
13,-0.097879425,-0.06147339,"('impolite', 'polite')",-1.0903105,-0.98938024,-0.5940949,-0.5254268,0.0686681
14,0.2840755,0.3821883,"('antisocial', 'social')",-0.17413485,-0.21674812,0.0549703,0.0827201,0.0277498
15,0.1879894,0.026297223,"('boring', 'funny')",-0.0031850953,-0.017161824,0.0924022,0.0045677,-0.0878345
16,-0.31642172,-0.34531346,"('unpopular', 'popular')",0.40740204,0.3203885,0.0454902,-0.0124625,-0.0579527
17,0.3830077,0.37086904,"('nasty', 'nice')",-0.48952827,-0.45648703,-0.0532603,-0.042809,0.0104513
18,-0.24368103,-0.13701066,"('disagreeable', 'welcoming')",-0.3789654,-0.48312363,-0.3113232,-0.3100671,0.0012561
19,-0.45849064,-0.5531023,"('inhospitable', 'hospitable')",-0.42649186,-0.42657268,-0.4424912,-0.4898375,-0.0473463
20,0.5048301,0.5019159,"('rough', 'thoughtful')",1.160164,1.1451634,0.8324971,0.8235396,-0.0089575
21,-0.008664675,0.093380794,"('immoral', 'moral')",-0.63108414,-0.54498863,-0.3198744,-0.2258039,0.0940705
22,-0.00020616688,0.048688978,"('untrustworthy', 'trustworthy')",-1.0391858,-1.080257,-0.5196959,-0.515784,0.0039119
23,-0.39991027,-0.35767484,"('insincere', 'sincere')",5.6220307,5.7112155,2.6110601,2.6767702,0.0657101
24,0.0035816487,-0.01854785,"('dishonest', 'honest')",0.52669036,0.5573423,0.265136,0.2693972,0.0042612
25,0.6699651,0.6185864,"('egoistic', 'altruistic')",1.4523083,1.4236066,1.0611367,1.0210965,-0.0400402
26,0.08819797,0.01621424,"('hardhearted', 'benevolent')",1.8337829,1.7670914,0.9609904,0.8916528,-0.0693376
27,-0.7445018,-0.75186926,"('hardhearted', 'softhearted')",1.440865,1.3155872,0.3481816,0.281859,-0.0663226
28,-0.239572,-0.36894932,"('disloyal', 'loyal')",1.038099,0.99106294,0.3992635,0.3110568,-0.0882067
29,-0.23060657,-0.30850598,"('unfair', 'fair')",-0.28606856,-0.43689767,-0.2583376,-0.3727018,-0.1143642
30,0.3018469,0.37409484,"('intolerant', 'tolerant')",0.6631214,0.66419595,0.4824842,0.5191454,0.0366612
31,-1.0075285,-1.0296232,"('evil', 'good')",-0.44225338,-0.6039336,-0.7248909,-0.8167784,-0.0918875
32,-0.6002273,-0.6051741,"('unkind', 'kind')",0.39292347,0.34070054,-0.1036519,-0.1322368,-0.0285849
33,0.8339371,0.77592504,"('wrong', 'right')",-0.6774272,-0.6985877,0.078255,0.0386687,-0.0395863
34,-0.28428006,-0.13423501,"('mean', 'honorable')",5.5586133,5.774728,2.6371665,2.8202465,0.18308
35,0.4609421,0.28039914,"('corrupt', 'incorrupt')",-0.0071314815,-0.10054114,0.2269053,0.089929,-0.1369763
36,-0.5000343,-0.63671046,"('hostile', 'amicable')",0.29714674,0.09333231,-0.1014438,-0.2716891,-0.1702453
37,0.40771773,0.38768786,"('fake', 'genuine')",0.09177342,0.14539576,0.2497456,0.2665418,0.0167962
38,-0.3635452,-0.34921756,"('untruthful', 'truthful')",-0.5489636,-0.4443158,-0.4562544,-0.3967667,0.0594877
39,0.8634608,0.85783064,"('exploitative', 'cooperative')",0.17023127,0.23340946,0.516846,0.5456201,0.0287741
40,0.79017234,0.8824716,"('stingy', 'generous')",-1.7975984,-1.9509718,-0.503713,-0.5342501,-0.0305371
41,0.13669688,0.24481022,"('unforgiving', 'forgiving')",-0.0018682368,-0.09471717,0.0674143,0.0750465,0.0076322
42,0.23702131,0.4758679,"('unreliable', 'reliable')",-3.6736917,-3.7161322,-1.7183353,-1.6201321,0.0982032
43,-0.3958229,-0.29641566,"('irresponsible', 'responsible')",0.12570098,0.18123817,-0.135061,-0.0575887,0.0774723
44,0.5484922,0.5302453,"('prejudiced', 'unprejudiced')",-1.4094576,-1.4468906,-0.4304827,-0.4583226,-0.0278399
45,-0.19699313,-0.12464852,"('incompetent', 'competent')",-0.23744065,-0.26238135,-0.2172169,-0.1935149,0.023702
46,-0.5050841,-0.382271,"('uncompetitive', 'competitive')",-1.1823245,-1.124514,-0.8437043,-0.7533925,0.0903118
47,0.31340548,0.38133782,"('stupid', 'smart')",5.3433394,5.5041804,2.8283725,2.942759,0.1143865
48,-0.060975987,-0.10548435,"('unintelligent', 'intelligent')",0.6358372,0.7174242,0.2874306,0.3059699,0.0185393
49,0.34922707,0.32836857,"('unable', 'able')",-0.092120424,-0.085477225,0.1285533,0.1214457,-0.0071076
50,0.12317581,0.118417874,"('clumsy', 'skillful')",0.025891595,-0.06565742,0.0745337,0.0263802,-0.0481535
51,-0.09212643,-0.05731298,"('uneducated', 'educated')",-0.07468841,-0.08455142,-0.0834074,-0.0709322,0.0124752
52,-0.010104742,-0.22251913,"('irrational', 'rational')",0.5333931,0.37315834,0.2616442,0.0753196,-0.1863246
53,-0.7661296,-0.83172035,"('uncreative', 'creative')",0.353359,0.2622818,-0.2063853,-0.2847193,-0.078334
54,-0.32501107,-0.44996807,"('incapable', 'capable')",0.5911859,0.6127084,0.1330874,0.0813702,-0.0517172
