,premier_male,premier_female,tuple,average_male,average_female,female-male
62,0.7905784,0.9690217,"('incompetent', 'brilliant')",0.7905784,0.9690217,0.1784433
63,0.30332354,0.48229307,"('unperceptive', 'insightful')",0.3033235,0.4822931,0.1789696
64,-6.3727245,-6.3089094,"('shy', 'confident')",-6.3727245,-6.3089094,0.0638151
65,-0.041158803,0.005983811,"('insecure', 'secure')",-0.0411588,0.0059838,0.0471426
66,0.15486662,0.06317277,"('inactive', 'active')",0.1548666,0.0631728,-0.0916938
67,-0.46553093,-0.3162395,"('doubtful', 'determined')",-0.4655309,-0.3162395,0.1492914
68,-0.56128645,-0.40253803,"('dependent', 'independent')",-0.5612864,-0.402538,0.1587484
69,-1.7052433,-1.6982336,"('lazy', 'industrious')",-1.7052433,-1.6982336,0.0070097
70,1.0922487,1.0811309,"('lethargic', 'energetic')",1.0922487,1.0811309,-0.0111178
71,0.71451545,0.6631754,"('diffident', 'self-confident')",0.7145154,0.6631754,-0.05134
72,1.0376198,1.1419933,"('unambitious', 'ambitious')",1.0376198,1.1419933,0.1043735
73,-2.7069702,-2.7410533,"('helpless', 'self-reliant')",-2.7069702,-2.7410533,-0.0340831
74,0.08764915,-0.030454133,"('undedicated', 'dedicated')",0.0876492,-0.0304541,-0.1181033
75,-0.8801191,-0.8196937,"('meek', 'impulsive')",-0.8801191,-0.8196937,0.0604254
76,0.5244316,0.45909396,"('anxious', 'daring')",0.5244316,0.459094,-0.0653376
77,-1.336533,-1.0667682,"('unmotivated', 'motivated')",-1.336533,-1.0667682,0.2697648
78,-0.8458289,-0.87781954,"('nonresilient', 'resilient')",-0.8458289,-0.8778195,-0.0319906
79,-0.17669861,-0.09808889,"('wavering', 'unwavering')",-0.1766986,-0.0980889,0.0786097
80,-0.32561085,-0.5262047,"('dominated', 'dominating')",-0.3256108,-0.5262047,-0.2005939
81,-0.4915579,-0.39519972,"('submissive', 'aggressive')",-0.4915579,-0.3951997,0.0963582
82,6.251151,6.4886975,"('poor', 'rich')",6.2511511,6.4886975,0.2375464
83,-0.05981905,0.029999977,"('powerless', 'powerful')",-0.0598191,0.03,0.0898191
84,0.5639548,0.69390357,"('inferior', 'superior')",0.5639548,0.6939036,0.1299488
85,-0.29925096,-0.3515395,"('insignificant', 'prestigious')",-0.299251,-0.3515395,-0.0522885
86,0.32432288,0.39339018,"('uninfluential', 'influential')",0.3243229,0.3933902,0.0690673
87,0.29003742,0.35445133,"('unsuccessful', 'successful')",0.2900374,0.3544513,0.0644139
88,0.14676487,0.19444604,"('low', 'eminent')",0.1467649,0.194446,0.0476811
