,hanesbrands_male,hanesbrands_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6597833,-0.7857426,"('unsociable', 'sociable')",-0.36318368,-0.47058827,-0.5114835,-0.6281654,-0.1166819
1,-1.6358521,-1.6845127,"('unfriendly', 'friendly')",1.808485,1.6400265,0.0863165,-0.0222431,-0.1085596
2,0.75509846,0.78635687,"('unlikable', 'likable')",0.5841056,0.67796963,0.669602,0.7321633,0.0625613
3,-1.1197942,-1.0422958,"('repellent', 'pleasant')",-0.18874648,-0.1653107,-0.6542704,-0.6038033,0.0504671
4,0.024013426,0.0015439661,"('disliked', 'liked')",-5.753697,-5.7968874,-2.8648417,-2.8976717,-0.03283
5,-0.5963935,-0.57370937,"('distant', 'outgoing')",-0.068434015,-0.097342424,-0.3324138,-0.3355259,-0.0031121
6,-0.6512637,-0.5810417,"('distant', 'open')",0.5439843,0.44001126,-0.0536397,-0.0705152,-0.0168755
7,-0.610763,-0.5526261,"('insensitive', 'sensitive')",0.31978256,0.29237574,-0.1454902,-0.1301252,0.015365
8,-0.773016,-0.7832847,"('unaffectionate', 'affectionate')",1.0042135,0.82939535,0.1155987,0.0230553,-0.0925434
9,-1.1160536,-1.1163393,"('unaffectionate', 'caring')",0.97321594,0.87364125,-0.0714188,-0.121349,-0.0499302
10,-1.2513227,-1.2529513,"('unsympathetic', 'sympathetic')",-0.45645374,-0.48748526,-0.8538883,-0.8702183,-0.01633
11,-1.058028,-1.0320008,"('unhelpful', 'helpful')",1.297809,1.3500923,0.1198905,0.1590458,0.0391553
12,-0.72208047,-0.6092435,"('unsupportive', 'supportive')",-1.5770029,-1.5155786,-1.1495416,-1.0624111,0.0871305
13,0.16081414,0.14190333,"('impolite', 'polite')",-0.673874,-0.6524891,-0.2565299,-0.2552929,0.001237
14,-0.031381954,-0.06684369,"('antisocial', 'social')",-0.8654957,-0.87341905,-0.4484388,-0.4701314,-0.0216926
15,0.3416399,0.270013,"('boring', 'funny')",0.5020579,0.48272067,0.4218489,0.3763669,-0.045482
16,-0.46237698,-0.4006089,"('unpopular', 'popular')",0.67755276,0.6589483,0.1075879,0.1291697,0.0215818
17,-0.1609704,-0.07243319,"('nasty', 'nice')",-0.48508945,-0.4450035,-0.3230299,-0.2587183,0.0643116
18,-0.4082089,-0.3148043,"('disagreeable', 'welcoming')",-0.37947866,-0.4385184,-0.3938438,-0.3766614,0.0171824
19,-0.24107343,-0.19142625,"('inhospitable', 'hospitable')",0.09033565,0.18551075,-0.0753689,-0.0029577,0.0724112
20,0.19106463,0.24534136,"('rough', 'thoughtful')",1.4032373,1.3313526,0.797151,0.788347,-0.008804
21,-0.046091683,-0.05964502,"('immoral', 'moral')",-0.7724289,-0.7399478,-0.4092603,-0.3997964,0.0094639
22,-0.25694746,-0.2621875,"('untrustworthy', 'trustworthy')",-1.0859782,-1.1654831,-0.6714628,-0.7138353,-0.0423725
23,-0.79072165,-0.83281696,"('insincere', 'sincere')",4.7665505,4.6197414,1.9879144,1.8934622,-0.0944522
24,-0.54467225,-0.57565874,"('dishonest', 'honest')",0.4138966,0.32329533,-0.0653878,-0.1261817,-0.0607939
25,-0.3509567,-0.33358705,"('egoistic', 'altruistic')",1.3465279,1.279272,0.4977856,0.4728425,-0.0249431
26,-0.260327,-0.24767502,"('hardhearted', 'benevolent')",1.8953077,1.8266833,0.8174903,0.7895041,-0.0279862
27,-0.07504022,0.021752747,"('hardhearted', 'softhearted')",1.5364876,1.3914187,0.7307237,0.7065857,-0.024138
28,-0.9214223,-1.0343676,"('disloyal', 'loyal')",0.720395,0.5586559,-0.1005136,-0.2378558,-0.1373422
29,-0.88786584,-0.90722436,"('unfair', 'fair')",-0.51542187,-0.64578414,-0.7016438,-0.7765043,-0.0748605
30,0.39020205,0.35344824,"('intolerant', 'tolerant')",1.0156362,0.96496594,0.7029191,0.6592071,-0.043712
31,-0.89356345,-0.7647289,"('evil', 'good')",-0.29339367,-0.36265916,-0.5934786,-0.563694,0.0297846
32,-0.9105715,-0.94294983,"('unkind', 'kind')",0.3086963,0.18775323,-0.3009376,-0.3775983,-0.0766607
33,0.45664322,0.41146398,"('wrong', 'right')",-0.15793654,-0.21380016,0.1493533,0.0988319,-0.0505214
34,0.015912145,0.1258109,"('mean', 'honorable')",5.743487,5.7897267,2.8796995,2.9577689,0.0780694
35,0.5227124,0.4568972,"('corrupt', 'incorrupt')",0.21141286,-0.00014653057,0.3670626,0.2283753,-0.1386873
36,-0.85185957,-0.8681744,"('hostile', 'amicable')",0.63756084,0.40671876,-0.1071494,-0.2307278,-0.1235784
37,0.60141104,0.6277214,"('fake', 'genuine')",0.21585199,0.19955082,0.4086315,0.4136361,0.0050046
38,-0.6544645,-0.6332174,"('untruthful', 'truthful')",-0.07950804,-0.09387436,-0.3669863,-0.3635459,0.0034404
39,1.0782744,1.0784485,"('exploitative', 'cooperative')",0.30531052,0.30955845,0.6917924,0.6940035,0.0022111
40,-0.14806427,-0.17269337,"('stingy', 'generous')",-0.97710466,-1.1270268,-0.5625845,-0.6498601,-0.0872756
41,-0.122481465,-0.08251415,"('unforgiving', 'forgiving')",0.13782912,0.041681178,0.0076738,-0.0204165,-0.0280903
42,0.8907879,1.0180063,"('unreliable', 'reliable')",-2.9208343,-2.8327007,-1.0150232,-0.9073472,0.107676
43,-0.1431832,-0.070389085,"('irresponsible', 'responsible')",0.29811,0.30502397,0.0774634,0.1173174,0.039854
44,0.39548975,0.4058909,"('prejudiced', 'unprejudiced')",-1.380127,-1.3678402,-0.4923186,-0.4809746,0.011344
45,-0.47689778,-0.44459665,"('incompetent', 'competent')",-0.1949889,-0.24028951,-0.3359433,-0.3424431,-0.0064998
46,-0.17832887,-0.17689556,"('uncompetitive', 'competitive')",-0.46017802,-0.46902865,-0.3192534,-0.3229621,-0.0037087
47,0.25409722,0.36007422,"('stupid', 'smart')",4.9318404,4.962929,2.5929689,2.6615014,0.0685325
48,-0.7701443,-0.79777336,"('unintelligent', 'intelligent')",0.53568983,0.54018545,-0.1172272,-0.128794,-0.0115668
49,-0.11853674,0.007468798,"('unable', 'able')",-0.34832707,-0.23815393,-0.2334319,-0.1153426,0.1180893
50,0.5079891,0.5946653,"('clumsy', 'skillful')",0.5096436,0.42326245,0.5088164,0.5089639,0.0001475
51,-0.4284097,-0.5426812,"('uneducated', 'educated')",0.19905192,0.1610355,-0.1146789,-0.1908229,-0.076144
52,-0.38095933,-0.48913455,"('irrational', 'rational')",0.68261033,0.51611346,0.1508255,0.0134895,-0.137336
53,-1.3587474,-1.3087195,"('uncreative', 'creative')",0.75051236,0.70094866,-0.3041175,-0.3038854,0.0002321
54,-0.27753335,-0.26094088,"('incapable', 'capable')",1.0037411,1.0330828,0.3631039,0.386071,0.0229671
55,-0.2568187,-0.23212285,"('incompetent', 'clever')",-0.06284412,-0.058905065,-0.1598314,-0.145514,0.0143174
56,0.19232982,0.17232956,"('impractical', 'practical')",-0.42800227,-0.38451847,-0.1178362,-0.1060945,0.0117417
57,-1.2029078,-1.2389143,"('unimaginative', 'imaginative')",-2.1745489,-2.1970851,-1.6887283,-1.7179997,-0.0292714
58,-0.50771093,-0.5270592,"('undiscriminating', 'discriminating')",0.15851705,0.10406728,-0.1745969,-0.211496,-0.0368991
59,0.13744293,0.13414496,"('foolish', 'wise')",0.5902673,0.537284,0.3638551,0.3357145,-0.0281406
60,0.29202172,0.35240173,"('inefficient', 'efficient')",-0.42292458,-0.28268263,-0.0654514,0.0348596,0.100311
61,-0.71202374,-0.8084055,"('illogical', 'logical')",0.28986442,0.1336568,-0.2110797,-0.3373744,-0.1262947
