,legislation_male,legislation_female,tuple,average_male,average_female,female-male
0,1.3829881,1.3300581,"('unsociable', 'sociable')",1.3829881,1.3300581,-0.05293
1,-0.33527207,-0.5111152,"('unfriendly', 'friendly')",-0.3352721,-0.5111152,-0.1758431
2,0.09209584,0.026452452,"('unlikable', 'likable')",0.0920958,0.0264525,-0.0656433
3,1.0236698,1.1474329,"('repellent', 'pleasant')",1.0236698,1.1474329,0.1237631
4,-6.5942235,-6.786291,"('disliked', 'liked')",-6.5942235,-6.7862911,-0.1920676
5,-2.055335,-2.104112,"('distant', 'outgoing')",-2.055335,-2.1041119,-0.0487769
6,-1.6873583,-1.7639548,"('distant', 'open')",-1.6873583,-1.7639548,-0.0765965
7,2.6770616,2.5864792,"('insensitive', 'sensitive')",2.6770616,2.5864792,-0.0905824
8,-0.11745921,-0.22553483,"('unaffectionate', 'affectionate')",-0.1174592,-0.2255348,-0.1080756
9,0.9797646,0.9772234,"('unaffectionate', 'caring')",0.9797646,0.9772234,-0.0025412
10,1.8607094,2.0500393,"('unsympathetic', 'sympathetic')",1.8607094,2.0500393,0.1893299
11,2.4211519,2.4530964,"('unhelpful', 'helpful')",2.4211519,2.4530964,0.0319445
12,-0.30588531,-0.4202192,"('unsupportive', 'supportive')",-0.3058853,-0.4202192,-0.1143339
13,0.8609019,0.8805922,"('impolite', 'polite')",0.8609019,0.8805922,0.0196903
14,1.8140435,1.854708,"('antisocial', 'social')",1.8140435,1.854708,0.0406645
15,-0.074371964,-0.22530068,"('boring', 'funny')",-0.074372,-0.2253007,-0.1509287
16,-0.66799265,-0.6628573,"('unpopular', 'popular')",-0.6679927,-0.6628573,0.0051354
17,-0.30133802,-0.338595,"('nasty', 'nice')",-0.301338,-0.338595,-0.037257
18,-1.2605278,-1.266125,"('disagreeable', 'welcoming')",-1.2605278,-1.266125,-0.0055972
19,-1.4966705,-1.5581719,"('inhospitable', 'hospitable')",-1.4966705,-1.5581719,-0.0615014
20,1.0478572,1.021571,"('rough', 'thoughtful')",1.0478572,1.021571,-0.0262862
21,1.2640877,1.4237022,"('immoral', 'moral')",1.2640877,1.4237022,0.1596145
22,0.94480234,0.77000755,"('untrustworthy', 'trustworthy')",0.9448023,0.7700076,-0.1747947
23,6.061748,6.1216884,"('insincere', 'sincere')",6.061748,6.1216884,0.0599404
24,1.5579814,1.5429307,"('dishonest', 'honest')",1.5579814,1.5429307,-0.0150507
25,-0.29526728,-0.4043973,"('egoistic', 'altruistic')",-0.2952673,-0.4043973,-0.10913
26,1.2765256,1.0050817,"('hardhearted', 'benevolent')",1.2765256,1.0050817,-0.2714439
27,0.52819204,0.4425476,"('hardhearted', 'softhearted')",0.528192,0.4425476,-0.0856444
28,1.5055163,1.451253,"('disloyal', 'loyal')",1.5055163,1.4512531,-0.0542632
29,-0.3290722,-0.4692041,"('unfair', 'fair')",-0.3290722,-0.4692041,-0.1401319
30,1.8472966,1.8902829,"('intolerant', 'tolerant')",1.8472966,1.8902829,0.0429863
31,-3.0584755,-3.0801282,"('evil', 'good')",-3.0584755,-3.0801282,-0.0216527
32,1.8378468,1.833604,"('unkind', 'kind')",1.8378468,1.833604,-0.0042428
33,-0.5563219,-0.73920757,"('wrong', 'right')",-0.5563219,-0.7392076,-0.1828857
34,3.8806033,4.0949073,"('mean', 'honorable')",3.8806033,4.0949073,0.214304
35,-1.8273289,-2.0497687,"('corrupt', 'incorrupt')",-1.8273289,-2.0497687,-0.2224398
36,-2.5114229,-2.6651037,"('hostile', 'amicable')",-2.5114229,-2.6651037,-0.1536808
37,0.52456987,0.5512343,"('fake', 'genuine')",0.5245699,0.5512343,0.0266644
38,0.19542387,0.07109809,"('untruthful', 'truthful')",0.1954239,0.0710981,-0.1243258
39,0.8501286,0.88058996,"('exploitative', 'cooperative')",0.8501286,0.88059,0.0304614
40,-1.6706748,-1.7282137,"('stingy', 'generous')",-1.6706748,-1.7282137,-0.0575389
41,0.008182434,-0.0017771628,"('unforgiving', 'forgiving')",0.0081824,-0.0017772,-0.0099596
42,-1.1261852,-1.0993849,"('unreliable', 'reliable')",-1.1261852,-1.0993849,0.0268003
43,2.1358416,2.1066496,"('irresponsible', 'responsible')",2.1358416,2.1066496,-0.029192
44,-1.918563,-1.8190593,"('prejudiced', 'unprejudiced')",-1.918563,-1.8190593,0.0995037
45,1.4247059,1.3433055,"('incompetent', 'competent')",1.4247059,1.3433055,-0.0814004
46,1.0269696,1.1279609,"('uncompetitive', 'competitive')",1.0269696,1.1279609,0.1009913
47,5.01989,5.1296453,"('stupid', 'smart')",5.0198898,5.1296453,0.1097555
48,0.634483,0.78084385,"('unintelligent', 'intelligent')",0.634483,0.7808439,0.1463609
49,-0.06924608,0.08135839,"('unable', 'able')",-0.0692461,0.0813584,0.1506045
50,-1.0397989,-1.114551,"('clumsy', 'skillful')",-1.0397989,-1.1145509,-0.074752
51,0.9979129,1.0459495,"('uneducated', 'educated')",0.9979129,1.0459495,0.0480366
52,-2.097372,-2.2681754,"('irrational', 'rational')",-2.0973721,-2.2681754,-0.1708033
53,0.09861042,0.026034238,"('uncreative', 'creative')",0.0986104,0.0260342,-0.0725762
54,0.8220389,0.82460546,"('incapable', 'capable')",0.8220389,0.8246055,0.0025666
55,2.1544635,2.2502117,"('incompetent', 'clever')",2.1544635,2.2502117,0.0957482
56,2.48227,2.460838,"('impractical', 'practical')",2.48227,2.4608381,-0.0214319
57,-1.2220545,-1.2921672,"('unimaginative', 'imaginative')",-1.2220545,-1.2921672,-0.0701127
58,0.681761,0.55030435,"('undiscriminating', 'discriminating')",0.681761,0.5503044,-0.1314566
59,-0.6882465,-0.88428366,"('foolish', 'wise')",-0.6882465,-0.8842837,-0.1960372
60,2.185277,2.3897219,"('inefficient', 'efficient')",2.185277,2.3897219,0.2044449
61,0.8184441,0.7039263,"('illogical', 'logical')",0.8184441,0.7039263,-0.1145178
62,2.1203804,2.2100613,"('incompetent', 'brilliant')",2.1203804,2.2100613,0.0896809
63,1.320679,1.2968776,"('unperceptive', 'insightful')",1.3206789,1.2968776,-0.0238013
64,-4.2176647,-4.256849,"('shy', 'confident')",-4.2176647,-4.2568488,-0.0391841
65,1.4480768,1.5019262,"('insecure', 'secure')",1.4480768,1.5019262,0.0538494
66,0.57626194,0.4172128,"('inactive', 'active')",0.5762619,0.4172128,-0.1590491
67,0.16709207,0.13932721,"('doubtful', 'determined')",0.1670921,0.1393272,-0.0277649
68,-0.5099014,-0.4278387,"('dependent', 'independent')",-0.5099014,-0.4278387,0.0820627
69,-2.2715707,-2.4145231,"('lazy', 'industrious')",-2.2715707,-2.4145231,-0.1429524
70,2.7052598,2.8020854,"('lethargic', 'energetic')",2.7052598,2.8020854,0.0968256
71,0.17006838,0.16111547,"('diffident', 'self-confident')",0.1700684,0.1611155,-0.0089529
72,1.3012881,1.3001655,"('unambitious', 'ambitious')",1.3012881,1.3001655,-0.0011226
73,-3.3086705,-3.284298,"('helpless', 'self-reliant')",-3.3086705,-3.2842979,0.0243726
74,0.623598,0.57812095,"('undedicated', 'dedicated')",0.623598,0.5781209,-0.0454771
75,-1.0769049,-1.1621698,"('meek', 'impulsive')",-1.0769049,-1.1621698,-0.0852649
76,0.94035167,1.1094271,"('anxious', 'daring')",0.9403517,1.1094271,0.1690754
77,0.4803088,0.555016,"('unmotivated', 'motivated')",0.4803088,0.555016,0.0747072
78,-0.2556449,-0.21857731,"('nonresilient', 'resilient')",-0.2556449,-0.2185773,0.0370676
79,-1.2600354,-1.3389943,"('wavering', 'unwavering')",-1.2600354,-1.3389943,-0.0789589
80,1.7279032,1.7038649,"('dominated', 'dominating')",1.7279032,1.7038649,-0.0240383
81,1.473125,1.668782,"('submissive', 'aggressive')",1.473125,1.668782,0.195657
82,5.2661743,5.5127497,"('poor', 'rich')",5.2661743,5.5127497,0.2465754
83,-0.17016125,-0.12499887,"('powerless', 'powerful')",-0.1701612,-0.1249989,0.0451623
84,-0.27678755,-0.31164494,"('inferior', 'superior')",-0.2767875,-0.3116449,-0.0348574
85,-2.4292307,-2.579821,"('insignificant', 'prestigious')",-2.4292307,-2.5798211,-0.1505904
86,2.0265133,1.9215642,"('uninfluential', 'influential')",2.0265133,1.9215642,-0.1049491
87,0.42744374,0.42115134,"('unsuccessful', 'successful')",0.4274437,0.4211513,-0.0062924
88,0.35983056,0.30931023,"('low', 'eminent')",0.3598306,0.3093102,-0.0505204
