,hybridization_male,hybridization_female,tuple,average_male,average_female,female-male
0,0.19271931,0.097294636,"('unsociable', 'sociable')",0.1927193,0.0972946,-0.0954247
1,0.65870994,0.45452613,"('unfriendly', 'friendly')",0.6587099,0.4545261,-0.2041838
2,0.5729545,0.58643925,"('unlikable', 'likable')",0.5729545,0.5864393,0.0134848
3,-0.4185343,-0.39776814,"('repellent', 'pleasant')",-0.4185343,-0.3977681,0.0207662
4,-3.0363963,-3.1150987,"('disliked', 'liked')",-3.0363963,-3.1150987,-0.0787024
5,-0.30012056,-0.37822038,"('distant', 'outgoing')",-0.3001206,-0.3782204,-0.0780998
6,-0.3610321,-0.45742062,"('distant', 'open')",-0.3610321,-0.4574206,-0.0963885
7,-0.2490088,-0.11216379,"('insensitive', 'sensitive')",-0.2490088,-0.1121638,0.136845
8,0.08919622,-0.02742552,"('unaffectionate', 'affectionate')",0.0891962,-0.0274255,-0.1166217
9,0.33799797,0.22144939,"('unaffectionate', 'caring')",0.337998,0.2214494,-0.1165486
10,-0.22730494,-0.2378741,"('unsympathetic', 'sympathetic')",-0.2273049,-0.2378741,-0.0105692
11,1.5305716,1.52233,"('unhelpful', 'helpful')",1.5305716,1.52233,-0.0082416
12,-0.60617733,-0.5251805,"('unsupportive', 'supportive')",-0.6061773,-0.5251805,0.0809968
13,-0.31890047,-0.37999937,"('impolite', 'polite')",-0.3189005,-0.3799994,-0.0610989
14,0.1967757,0.34163547,"('antisocial', 'social')",0.1967757,0.3416355,0.1448598
15,0.28937772,0.21758908,"('boring', 'funny')",0.2893777,0.2175891,-0.0717886
16,-0.6691464,-0.82502556,"('unpopular', 'popular')",-0.6691464,-0.8250256,-0.1558792
17,-0.07179407,-0.12550028,"('nasty', 'nice')",-0.0717941,-0.1255003,-0.0537062
18,-0.044733882,-0.108198605,"('disagreeable', 'welcoming')",-0.0447339,-0.1081986,-0.0634647
19,-0.6557122,-0.80064535,"('inhospitable', 'hospitable')",-0.6557122,-0.8006454,-0.1449332
20,0.93660074,0.8340461,"('rough', 'thoughtful')",0.9366007,0.8340461,-0.1025546
