,equinox_male,equinox_female,tuple,average_male,average_female,female-male
0,-1.3250598,-1.4850726,"('unsociable', 'sociable')",-1.3250598,-1.4850726,-0.1600128
1,-1.0342653,-1.1798259,"('unfriendly', 'friendly')",-1.0342653,-1.1798259,-0.1455606
2,0.29654914,0.2822986,"('unlikable', 'likable')",0.2965491,0.2822986,-0.0142505
3,-0.01104109,0.1743341,"('repellent', 'pleasant')",-0.0110411,0.1743341,0.1853752
4,-1.7808951,-1.7782398,"('disliked', 'liked')",-1.7808951,-1.7782398,0.0026553
5,-0.9598555,-0.89095795,"('distant', 'outgoing')",-0.9598555,-0.890958,0.0688975
6,-0.9699212,-0.8766889,"('distant', 'open')",-0.9699212,-0.8766889,0.0932323
7,-0.65531844,-0.57555026,"('insensitive', 'sensitive')",-0.6553184,-0.5755503,0.0797681
8,-0.09633644,-0.19839758,"('unaffectionate', 'affectionate')",-0.0963364,-0.1983976,-0.1020612
9,-0.8308811,-0.8924781,"('unaffectionate', 'caring')",-0.8308811,-0.8924781,-0.061597
10,-1.1525904,-1.1692948,"('unsympathetic', 'sympathetic')",-1.1525904,-1.1692948,-0.0167044
11,-0.11386039,-0.13978004,"('unhelpful', 'helpful')",-0.1138604,-0.13978,-0.0259196
12,-1.2045112,-1.1335223,"('unsupportive', 'supportive')",-1.2045112,-1.1335223,0.0709889
13,-0.96843576,-1.1955482,"('impolite', 'polite')",-0.9684358,-1.1955482,-0.2271124
14,-0.40792558,-0.45005882,"('antisocial', 'social')",-0.4079256,-0.4500588,-0.0421332
15,0.03557854,-0.13038881,"('boring', 'funny')",0.0355785,-0.1303888,-0.1659673
16,-0.33525524,-0.32638696,"('unpopular', 'popular')",-0.3352552,-0.326387,0.0088682
17,-0.31076697,-0.16163205,"('nasty', 'nice')",-0.310767,-0.161632,0.149135
18,-0.22093758,-0.21805075,"('disagreeable', 'welcoming')",-0.2209376,-0.2180507,0.0028869
19,-1.0940146,-1.0832788,"('inhospitable', 'hospitable')",-1.0940146,-1.0832788,0.0107358
20,0.2708383,0.320007,"('rough', 'thoughtful')",0.2708383,0.320007,0.0491687
21,-0.25776613,-0.28988123,"('immoral', 'moral')",-0.2577661,-0.2898812,-0.0321151
22,-0.42046905,-0.44960198,"('untrustworthy', 'trustworthy')",-0.420469,-0.449602,-0.029133
23,0.83886534,0.79694635,"('insincere', 'sincere')",0.8388653,0.7969463,-0.041919
24,-0.17410912,-0.30433077,"('dishonest', 'honest')",-0.1741091,-0.3043308,-0.1302217
25,0.10320535,0.1325607,"('egoistic', 'altruistic')",0.1032054,0.1325607,0.0293553
26,0.7605995,0.42712566,"('hardhearted', 'benevolent')",0.7605995,0.4271257,-0.3334738
