,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.81069994,-0.9287081,"('unsociable', 'sociable')",0.29885313,0.18870082,-0.35345316,-0.5172964,-0.2884333,-0.4191012,-0.1306679
1,-1.3273787,-1.5460205,"('unfriendly', 'friendly')",-0.43827105,-0.7040776,1.5345647,1.3792301,-0.0770284,-0.2902894,-0.213261
2,0.36757934,0.39124364,"('unlikable', 'likable')",0.43743604,0.45555937,0.6571127,0.76683635,0.4873761,0.5378798,0.0505037
3,-1.0973952,-1.0797418,"('repellent', 'pleasant')",-0.08249664,-0.083851114,0.11996853,0.116763666,-0.3533078,-0.3489431,0.0043647
4,0.28827634,0.18927506,"('disliked', 'liked')",-0.37650442,-0.47257435,-5.2849126,-5.340674,-1.7910469,-1.8746578,-0.0836109
5,-0.7593935,-0.8366463,"('distant', 'outgoing')",-0.8733027,-0.9440333,0.120290294,0.14355187,-0.5041353,-0.5457093,-0.041574
6,-0.50875574,-0.5892482,"('distant', 'open')",-1.0561582,-1.1741462,0.5243997,0.5044854,-0.3468381,-0.4196363,-0.0727982
7,-0.8324708,-0.78912437,"('insensitive', 'sensitive')",-0.3115236,-0.271201,0.22482614,0.20820037,-0.3063894,-0.2840417,0.0223477
8,-0.20937203,-0.2997979,"('unaffectionate', 'affectionate')",0.16361377,0.06714403,0.5724321,0.44705638,0.175558,0.0714675,-0.1040905
9,-0.74025834,-0.8289871,"('unaffectionate', 'caring')",0.37297782,0.31098005,0.93445456,0.904396,0.189058,0.1287963,-0.0602617
10,-1.6479155,-1.6520327,"('unsympathetic', 'sympathetic')",-0.71949494,-0.73083806,-0.6215169,-0.67044187,-0.9963091,-1.0177708,-0.0214617
11,-1.087831,-1.0700936,"('unhelpful', 'helpful')",0.20827901,0.2772068,1.4670954,1.5678574,0.1958478,0.2583235,0.0624757
12,-0.26492813,-0.27798864,"('unsupportive', 'supportive')",-0.102133855,-0.010615093,-1.9202938,-1.8981295,-0.762452,-0.7289111,0.0335409
13,-1.1746695,-1.1654294,"('impolite', 'polite')",-0.7847984,-0.7973076,-0.4341187,-0.48753026,-0.7978622,-0.8167558,-0.0188936
14,-0.35540688,-0.31515038,"('antisocial', 'social')",0.7691702,0.8312361,-0.5988044,-0.6412435,-0.0616804,-0.0417193,0.0199611
