,academics_male,academics_female,tuple,average_male,average_female,female-male
0,0.29794714,0.35623515,"('unsociable', 'sociable')",0.2979471,0.3562351,0.058288
1,1.5499399,1.52917,"('unfriendly', 'friendly')",1.5499399,1.52917,-0.0207699
2,0.17964771,0.36597064,"('unlikable', 'likable')",0.1796477,0.3659706,0.1863229
3,1.2874275,1.3396432,"('repellent', 'pleasant')",1.2874275,1.3396432,0.0522157
4,-7.050701,-6.98584,"('disliked', 'liked')",-7.0507011,-6.9858398,0.0648613
5,0.08203194,0.24295637,"('distant', 'outgoing')",0.0820319,0.2429564,0.1609245
6,0.3957345,0.45861796,"('distant', 'open')",0.3957345,0.458618,0.0628835
7,1.4268968,1.5458833,"('insensitive', 'sensitive')",1.4268968,1.5458833,0.1189865
8,1.1493315,1.0850259,"('unaffectionate', 'affectionate')",1.1493315,1.0850259,-0.0643056
9,1.6709001,1.748436,"('unaffectionate', 'caring')",1.6709001,1.748436,0.0775359
10,1.161826,1.2822286,"('unsympathetic', 'sympathetic')",1.161826,1.2822286,0.1204026
11,2.1470356,2.2566388,"('unhelpful', 'helpful')",2.1470356,2.2566388,0.1096032
12,-1.0198317,-0.696796,"('unsupportive', 'supportive')",-1.0198317,-0.696796,0.3230357
13,0.17054048,0.1178862,"('impolite', 'polite')",0.1705405,0.1178862,-0.0526543
14,0.15890877,0.17707612,"('antisocial', 'social')",0.1589088,0.1770761,0.0181673
15,0.39642322,0.44029522,"('boring', 'funny')",0.3964232,0.4402952,0.043872
16,-0.5566296,-0.48636413,"('unpopular', 'popular')",-0.5566296,-0.4863641,0.0702655
17,-0.46752146,-0.3732014,"('nasty', 'nice')",-0.4675215,-0.3732014,0.0943201
18,-0.123288274,-0.021899056,"('disagreeable', 'welcoming')",-0.1232883,-0.0218991,0.1013892
19,-0.24817106,0.0023397692,"('inhospitable', 'hospitable')",-0.2481711,0.0023398,0.2505109
20,0.5181359,0.35222793,"('rough', 'thoughtful')",0.5181359,0.3522279,-0.165908
21,0.19819091,0.49068627,"('immoral', 'moral')",0.1981909,0.4906863,0.2924954
22,-0.18871316,0.03860541,"('untrustworthy', 'trustworthy')",-0.1887132,0.0386054,0.2273186
23,6.938106,7.0106955,"('insincere', 'sincere')",6.9381061,7.0106955,0.0725894
24,2.0074108,2.1990616,"('dishonest', 'honest')",2.0074108,2.1990616,0.1916508
25,0.82611686,0.6743038,"('egoistic', 'altruistic')",0.8261169,0.6743038,-0.1518131
26,0.19429219,0.034725823,"('hardhearted', 'benevolent')",0.1942922,0.0347258,-0.1595664
27,1.724277,1.4604443,"('hardhearted', 'softhearted')",1.724277,1.4604443,-0.2638327
28,1.3095859,1.2656902,"('disloyal', 'loyal')",1.3095859,1.2656902,-0.0438957
29,-0.50706756,-0.5559095,"('unfair', 'fair')",-0.5070676,-0.5559095,-0.0488419
30,0.83587706,0.9580784,"('intolerant', 'tolerant')",0.8358771,0.9580784,0.1222013
31,-1.2910757,-1.2343411,"('evil', 'good')",-1.2910757,-1.2343411,0.0567346
32,1.2307495,1.1635458,"('unkind', 'kind')",1.2307495,1.1635458,-0.0672037
33,-0.0797883,0.038495842,"('wrong', 'right')",-0.0797883,0.0384958,0.1182841
34,4.7876644,4.985855,"('mean', 'honorable')",4.7876644,4.9858551,0.1981907
35,-1.0637351,-1.1914968,"('corrupt', 'incorrupt')",-1.0637351,-1.1914968,-0.1277617
36,-1.1640933,-1.2837452,"('hostile', 'amicable')",-1.1640933,-1.2837452,-0.1196519
37,1.2184091,1.1126441,"('fake', 'genuine')",1.2184091,1.1126441,-0.105765
38,0.36648822,0.48362473,"('untruthful', 'truthful')",0.3664882,0.4836247,0.1171365
39,0.103141636,0.1471291,"('exploitative', 'cooperative')",0.1031416,0.1471291,0.0439875
40,-0.7822119,-0.8497426,"('stingy', 'generous')",-0.7822119,-0.8497426,-0.0675307
41,-0.12111071,-0.20744772,"('unforgiving', 'forgiving')",-0.1211107,-0.2074477,-0.086337
42,-2.1125588,-1.9336697,"('unreliable', 'reliable')",-2.1125588,-1.9336697,0.1788891
43,1.2995832,1.4039489,"('irresponsible', 'responsible')",1.2995832,1.4039489,0.1043657
44,-1.5220945,-1.8673298,"('prejudiced', 'unprejudiced')",-1.5220945,-1.8673298,-0.3452353
45,0.6495979,0.7314994,"('incompetent', 'competent')",0.6495979,0.7314994,0.0819015
46,-0.61529684,-0.46959507,"('uncompetitive', 'competitive')",-0.6152968,-0.4695951,0.1457017
47,4.868811,4.880894,"('stupid', 'smart')",4.8688111,4.8808942,0.0120831
48,0.5719403,0.5971669,"('unintelligent', 'intelligent')",0.5719403,0.5971669,0.0252266
49,0.37422726,0.5186601,"('unable', 'able')",0.3742273,0.5186601,0.1444328
50,-0.10154041,-0.014285048,"('clumsy', 'skillful')",-0.1015404,-0.014285,0.0872554
51,0.9966999,1.1109884,"('uneducated', 'educated')",0.9966999,1.1109884,0.1142885
52,-0.11171519,-0.129373,"('irrational', 'rational')",-0.1117152,-0.129373,-0.0176578
53,-0.016649844,-0.048625484,"('uncreative', 'creative')",-0.0166498,-0.0486255,-0.0319757
54,1.147779,1.5278414,"('incapable', 'capable')",1.147779,1.5278414,0.3800624
55,1.350748,1.4760487,"('incompetent', 'clever')",1.3507479,1.4760487,0.1253008
56,0.7578787,1.0070069,"('impractical', 'practical')",0.7578787,1.0070069,0.2491282
57,-2.1930218,-2.1651444,"('unimaginative', 'imaginative')",-2.1930218,-2.1651444,0.0278774
58,0.23638235,0.19964615,"('undiscriminating', 'discriminating')",0.2363824,0.1996461,-0.0367363
59,-0.09288487,0.061436865,"('foolish', 'wise')",-0.0928849,0.0614369,0.1543218
60,0.712583,0.80531687,"('inefficient', 'efficient')",0.712583,0.8053169,0.0927339
61,0.6604703,0.5522916,"('illogical', 'logical')",0.6604703,0.5522916,-0.1081787
62,1.5518218,1.882746,"('incompetent', 'brilliant')",1.5518218,1.882746,0.3309242
63,0.8187935,1.0977279,"('unperceptive', 'insightful')",0.8187935,1.0977279,0.2789344
