,pigeon_male,pigeon_female,tuple,average_male,average_female,female-male
0,0.20019197,0.105107576,"('unsociable', 'sociable')",0.200192,0.1051076,-0.0950844
1,1.2016406,1.1195439,"('unfriendly', 'friendly')",1.2016406,1.1195439,-0.0820967
2,0.53070927,0.6661403,"('unlikable', 'likable')",0.5307093,0.6661403,0.135431
3,0.8727518,0.89586943,"('repellent', 'pleasant')",0.8727518,0.8958694,0.0231176
4,-7.3155937,-7.2916,"('disliked', 'liked')",-7.3155937,-7.2916002,0.0239935
5,-0.20285255,-0.09885895,"('distant', 'outgoing')",-0.2028525,-0.098859,0.1039935
6,-0.016561769,0.07040787,"('distant', 'open')",-0.0165618,0.0704079,0.0869697
7,0.7368124,0.7838891,"('insensitive', 'sensitive')",0.7368124,0.7838891,0.0470767
8,0.7536214,0.73859954,"('unaffectionate', 'affectionate')",0.7536214,0.7385995,-0.0150219
9,1.3868284,1.486663,"('unaffectionate', 'caring')",1.3868284,1.486663,0.0998346
10,1.2541579,1.3263919,"('unsympathetic', 'sympathetic')",1.2541579,1.3263919,0.072234
11,2.081115,2.1369715,"('unhelpful', 'helpful')",2.081115,2.1369715,0.0558565
12,-1.5124562,-1.44931,"('unsupportive', 'supportive')",-1.5124562,-1.4493099,0.0631463
13,0.60522544,0.5711991,"('impolite', 'polite')",0.6052254,0.5711991,-0.0340263
14,0.00094669685,-0.14689879,"('antisocial', 'social')",0.0009467,-0.1468988,-0.1478455
15,0.48625273,0.435023,"('boring', 'funny')",0.4862527,0.435023,-0.0512297
16,-0.1523344,-0.14053762,"('unpopular', 'popular')",-0.1523344,-0.1405376,0.0117968
17,-0.052759573,-0.035723552,"('nasty', 'nice')",-0.0527596,-0.0357236,0.017036
18,-0.57418704,-0.6880099,"('disagreeable', 'welcoming')",-0.574187,-0.6880099,-0.1138229
19,-0.7069071,-0.5282514,"('inhospitable', 'hospitable')",-0.7069071,-0.5282514,0.1786557
20,0.67478395,0.5417763,"('rough', 'thoughtful')",0.6747839,0.5417763,-0.1330076
21,0.20702559,0.31671515,"('immoral', 'moral')",0.2070256,0.3167152,0.1096896
22,0.0030852929,-0.0069232304,"('untrustworthy', 'trustworthy')",0.0030853,-0.0069232,-0.0100085
23,6.492358,6.504385,"('insincere', 'sincere')",6.4923582,6.504385,0.0120268
24,1.8277441,1.868176,"('dishonest', 'honest')",1.8277441,1.868176,0.0404319
25,0.4290455,0.3335738,"('egoistic', 'altruistic')",0.4290455,0.3335738,-0.0954717
26,0.21096648,0.077700704,"('hardhearted', 'benevolent')",0.2109665,0.0777007,-0.1332658
27,1.294513,1.1637555,"('hardhearted', 'softhearted')",1.294513,1.1637555,-0.1307575
28,1.0750132,1.030009,"('disloyal', 'loyal')",1.0750132,1.030009,-0.0450042
29,-0.61538476,-0.6309163,"('unfair', 'fair')",-0.6153848,-0.6309163,-0.0155315
30,0.8251311,0.79568964,"('intolerant', 'tolerant')",0.8251311,0.7956896,-0.0294415
31,-1.5762045,-1.5673246,"('evil', 'good')",-1.5762045,-1.5673246,0.0088799
32,1.1215988,1.1574314,"('unkind', 'kind')",1.1215988,1.1574314,0.0358326
33,-0.38005352,-0.3161609,"('wrong', 'right')",-0.3800535,-0.3161609,0.0638926
34,4.5785594,4.7392244,"('mean', 'honorable')",4.5785594,4.7392244,0.160665
35,-1.308789,-1.4143555,"('corrupt', 'incorrupt')",-1.308789,-1.4143555,-0.1055665
36,-1.0731359,-1.1249408,"('hostile', 'amicable')",-1.0731359,-1.1249408,-0.0518049
37,0.382695,0.4541864,"('fake', 'genuine')",0.382695,0.4541864,0.0714914
38,-0.142944,-0.04266397,"('untruthful', 'truthful')",-0.142944,-0.042664,0.10028
39,0.2080427,0.18445961,"('exploitative', 'cooperative')",0.2080427,0.1844596,-0.0235831
40,-1.6236358,-1.7721717,"('stingy', 'generous')",-1.6236358,-1.7721717,-0.1485359
41,-0.11267251,-0.09682868,"('unforgiving', 'forgiving')",-0.1126725,-0.0968287,0.0158438
42,-1.9022384,-1.9044731,"('unreliable', 'reliable')",-1.9022384,-1.9044731,-0.0022347
43,1.3957849,1.4231974,"('irresponsible', 'responsible')",1.3957849,1.4231974,0.0274125
44,-1.1476152,-1.2007347,"('prejudiced', 'unprejudiced')",-1.1476152,-1.2007347,-0.0531195
45,0.31071764,0.33958274,"('incompetent', 'competent')",0.3107176,0.3395827,0.0288651
46,-0.17300001,-0.15271229,"('uncompetitive', 'competitive')",-0.173,-0.1527123,0.0202877
47,5.2700825,5.4256854,"('stupid', 'smart')",5.2700825,5.4256854,0.1556029
48,0.8607579,0.7245784,"('unintelligent', 'intelligent')",0.8607579,0.7245784,-0.1361795
49,0.08092497,0.25729835,"('unable', 'able')",0.080925,0.2572984,0.1763734
50,0.004384622,0.02194652,"('clumsy', 'skillful')",0.0043846,0.0219465,0.0175619
51,0.42823234,0.44073766,"('uneducated', 'educated')",0.4282323,0.4407377,0.0125054
52,-0.71883506,-0.73807484,"('irrational', 'rational')",-0.7188351,-0.7380748,-0.0192397
53,0.08249321,0.061891478,"('uncreative', 'creative')",0.0824932,0.0618915,-0.0206017
54,0.9214652,1.1672647,"('incapable', 'capable')",0.9214652,1.1672647,0.2457995
55,1.0294201,0.9431453,"('incompetent', 'clever')",1.0294201,0.9431453,-0.0862748
56,1.1267945,1.126128,"('impractical', 'practical')",1.1267945,1.126128,-0.0006665
57,-2.4029973,-2.3616393,"('unimaginative', 'imaginative')",-2.4029973,-2.3616393,0.041358
58,-0.17122777,-0.18665726,"('undiscriminating', 'discriminating')",-0.1712278,-0.1866573,-0.0154295
59,-0.1705856,-0.07063768,"('foolish', 'wise')",-0.1705856,-0.0706377,0.0999479
60,1.0596564,1.0692126,"('inefficient', 'efficient')",1.0596564,1.0692126,0.0095562
61,0.22791065,0.06777805,"('illogical', 'logical')",0.2279107,0.0677781,-0.1601326
62,1.3508554,1.474411,"('incompetent', 'brilliant')",1.3508554,1.474411,0.1235556
63,0.65156215,0.7444771,"('unperceptive', 'insightful')",0.6515622,0.7444771,0.0929149
64,-5.7883387,-5.7421083,"('shy', 'confident')",-5.7883387,-5.7421083,0.0462304
65,0.9564548,0.88749695,"('insecure', 'secure')",0.9564548,0.8874969,-0.0689579
66,-0.28048712,-0.24878877,"('inactive', 'active')",-0.2804871,-0.2487888,0.0316983
67,-0.71627545,-0.6061499,"('doubtful', 'determined')",-0.7162755,-0.6061499,0.1101256
68,-0.34765184,-0.3121661,"('dependent', 'independent')",-0.3476518,-0.3121661,0.0354857
69,-1.8195642,-1.7856973,"('lazy', 'industrious')",-1.8195642,-1.7856973,0.0338669
70,1.5152472,1.5419219,"('lethargic', 'energetic')",1.5152472,1.5419219,0.0266747
71,0.5282111,0.5744581,"('diffident', 'self-confident')",0.5282111,0.5744581,0.046247
72,0.96496093,1.0804998,"('unambitious', 'ambitious')",0.9649609,1.0804998,0.1155389
73,-3.030211,-2.9900944,"('helpless', 'self-reliant')",-3.030211,-2.9900944,0.0401166
74,-0.110928185,-0.16840664,"('undedicated', 'dedicated')",-0.1109282,-0.1684066,-0.0574784
75,-0.7943338,-0.62849784,"('meek', 'impulsive')",-0.7943338,-0.6284978,0.165836
76,0.90528244,0.85492563,"('anxious', 'daring')",0.9052824,0.8549256,-0.0503568
77,-0.9685248,-0.90249354,"('unmotivated', 'motivated')",-0.9685248,-0.9024935,0.0660313
78,-0.5383022,-0.5623785,"('nonresilient', 'resilient')",-0.5383022,-0.5623785,-0.0240763
79,-0.34745762,-0.2365633,"('wavering', 'unwavering')",-0.3474576,-0.2365633,0.1108943
80,-0.17700654,-0.19722906,"('dominated', 'dominating')",-0.1770065,-0.1972291,-0.0202226
81,0.3515209,0.38148868,"('submissive', 'aggressive')",0.3515209,0.3814887,0.0299678
82,6.900852,7.051347,"('poor', 'rich')",6.9008522,7.0513468,0.1504946
83,-0.42699045,-0.37795916,"('powerless', 'powerful')",-0.4269904,-0.3779592,0.0490312
84,0.09184551,0.1563595,"('inferior', 'superior')",0.0918455,0.1563595,0.064514
85,-1.3395174,-1.4140782,"('insignificant', 'prestigious')",-1.3395174,-1.4140782,-0.0745608
86,0.49676976,0.56045234,"('uninfluential', 'influential')",0.4967698,0.5604523,0.0636825
87,-0.07090434,0.058098007,"('unsuccessful', 'successful')",-0.0709043,0.058098,0.1290023
88,-0.032193724,0.021579102,"('low', 'eminent')",-0.0321937,0.0215791,0.0537728
