,tractor_male,tractor_female,tuple,supply_male,supply_female,co_male,co_female,average_male,average_female,female-male
0,0.9991352,0.87919784,"('unsociable', 'sociable')",1.0034155,1.0900751,0.5978477,0.46922696,0.8667994,0.8128333,-0.0539661
1,-0.15791628,-0.16013053,"('unfriendly', 'friendly')",0.16073015,0.09788442,1.7787045,1.6717689,0.5938395,0.5365076,-0.0573319
2,-0.63925374,-0.57971334,"('unlikable', 'likable')",0.34061503,0.43967092,0.47735876,0.69503784,0.0595734,0.1849985,0.1254251
3,0.21824256,0.33772916,"('repellent', 'pleasant')",0.012000551,0.24443755,0.44140548,0.4890337,0.2238829,0.3570668,0.1331839
4,-0.31572452,-0.29728577,"('disliked', 'liked')",0.3130613,0.34073496,-6.8784165,-6.9563937,-2.2936932,-2.3043148,-0.0106216
5,-0.913612,-0.9758466,"('distant', 'outgoing')",-0.82134724,-0.8550736,-0.7083424,-0.5976683,-0.8144339,-0.8095295,0.0049044
6,-1.7043682,-1.7361602,"('distant', 'open')",-1.1217787,-1.1378596,-0.69300973,-0.64637154,-1.1730523,-1.1734637,-0.0004114
7,0.2215704,0.32179224,"('insensitive', 'sensitive')",-0.4038048,-0.1339722,0.26675093,0.3718072,0.0281722,0.1865424,0.1583702
8,-0.8437436,-0.90145725,"('unaffectionate', 'affectionate')",-0.9025479,-1.0223591,0.6522586,0.58995855,-0.3646777,-0.4446193,-0.0799416
9,-0.10937798,-0.11111103,"('unaffectionate', 'caring')",-0.36161292,-0.31269127,1.0179626,1.0523369,0.1823239,0.2095115,0.0271876
10,0.38298103,0.35224506,"('unsympathetic', 'sympathetic')",-0.4723262,-0.28966993,0.29223102,0.23399448,0.0676286,0.0988565,0.0312279
11,0.06486751,0.10792299,"('unhelpful', 'helpful')",1.2975414,1.4315834,2.5191712,2.605524,1.29386,1.3816768,0.0878168
12,0.5729474,0.6843314,"('unsupportive', 'supportive')",0.002434805,0.30740663,-1.9526561,-1.8555707,-0.4590913,-0.2879442,0.1711471
13,0.7779102,0.79312897,"('impolite', 'polite')",0.70968217,0.9031768,0.22910386,0.3526422,0.5722321,0.6829827,0.1107506
14,0.82202,0.78141624,"('antisocial', 'social')",1.4677579,1.4864861,0.2667121,0.235135,0.8521634,0.8343458,-0.0178176
