,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.22746179,0.018416878,"('unsociable', 'sociable')",-0.03767931,-0.2301588,0.0948912,-0.105871,-0.2007622
1,-1.2058026,-1.2838234,"('unfriendly', 'friendly')",1.5958248,1.3666483,0.1950111,0.0414125,-0.1535986
2,0.8497768,0.7385092,"('unlikable', 'likable')",0.51262313,0.40640652,0.6812,0.5724578,-0.1087422
3,-0.38334557,-0.23408985,"('repellent', 'pleasant')",0.7652794,0.80085814,0.1909669,0.2833841,0.0924172
4,-0.77598834,-0.7229933,"('disliked', 'liked')",-7.03234,-7.0663676,-3.9041643,-3.8946805,0.0094838
5,-1.1915884,-1.2067379,"('distant', 'outgoing')",-0.31257418,-0.3528883,-0.7520813,-0.7798131,-0.0277318
6,-1.6860757,-1.6602515,"('distant', 'open')",-0.2783046,-0.3595902,-0.9821901,-1.0099208,-0.0277307
7,-0.069782294,0.0681527,"('insensitive', 'sensitive')",0.34356728,0.37485412,0.1368925,0.2215034,0.0846109
8,-0.87981695,-0.9781734,"('unaffectionate', 'affectionate')",1.0401734,0.9397012,0.0801782,-0.0192361,-0.0994143
9,-0.5988843,-0.67459595,"('unaffectionate', 'caring')",1.2140626,1.2059911,0.3075891,0.2656976,-0.0418915
10,-0.24541448,-0.43537533,"('unsympathetic', 'sympathetic')",-0.75424,-0.84567386,-0.4998272,-0.6405246,-0.1406974
11,0.52962995,0.47415945,"('unhelpful', 'helpful')",0.9766568,1.1654817,0.7531434,0.8198206,0.0666772
12,-0.26025635,-0.16440369,"('unsupportive', 'supportive')",-2.3314898,-2.360966,-1.295873,-1.2626848,0.0331882
13,-0.14936242,-0.36812478,"('impolite', 'polite')",-1.1974764,-1.105742,-0.6734194,-0.7369334,-0.063514
14,1.5450523,1.4756516,"('antisocial', 'social')",0.32091537,0.17692876,0.9329838,0.8262902,-0.1066936
15,0.35104737,0.21328917,"('boring', 'funny')",0.18441148,0.1904212,0.2677294,0.2018552,-0.0658742
16,-1.142669,-1.0599912,"('unpopular', 'popular')",0.2816264,0.30564567,-0.4305213,-0.3771728,0.0533485
17,-0.74051684,-0.57865644,"('nasty', 'nice')",-0.62013054,-0.5915947,-0.6803237,-0.5851256,0.0951981
