,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,1.3833827,1.0650901,"('unsociable', 'sociable')",-0.13132459,-0.13721435,-0.099832274,-0.23612233,0.3840752,0.2305845,-0.1534907
1,0.29958028,0.1887829,"('unfriendly', 'friendly')",0.39259335,0.23928106,0.8506286,0.6688619,0.5142674,0.365642,-0.1486254
2,0.58971655,0.5316334,"('unlikable', 'likable')",1.1886942,1.1314193,0.615917,0.6825964,0.7981093,0.781883,-0.0162263
3,0.2199268,0.23748928,"('repellent', 'pleasant')",-0.23596445,-0.023400005,1.0309608,1.0223694,0.3383077,0.4121529,0.0738452
4,-0.5789876,-0.77113384,"('disliked', 'liked')",0.5652872,0.36716467,-6.861128,-6.858227,-2.2916094,-2.420732,-0.1291226
5,-1.3438419,-1.189273,"('distant', 'outgoing')",0.26157498,0.20916307,-0.8876787,-0.849154,-0.6566486,-0.6097546,0.046894
6,-1.9247513,-1.7785273,"('distant', 'open')",-0.23901862,-0.344255,-1.075656,-1.0899858,-1.0798087,-1.0709227,0.008886
7,1.812904,1.6702245,"('insensitive', 'sensitive')",0.64137214,0.75023544,0.6104187,0.6227594,1.021565,1.0144064,-0.0071586
8,0.21202809,0.21051,"('unaffectionate', 'affectionate')",-0.5689019,-0.7797235,0.09040639,-0.044454265,-0.0888225,-0.2045559,-0.1157334
9,1.3176454,1.3581864,"('unaffectionate', 'caring')",0.26812583,0.19426584,0.8555464,0.78747916,0.8137726,0.7799772,-0.0337954
10,2.177136,1.9449612,"('unsympathetic', 'sympathetic')",-0.6714122,-0.6653939,-0.02078589,-0.05777547,0.4949793,0.4072639,-0.0877154
11,1.448613,1.4597514,"('unhelpful', 'helpful')",0.29394406,0.4370586,2.5745015,2.6190343,1.4390195,1.5052814,0.0662619
12,1.6153255,1.5365078,"('unsupportive', 'supportive')",0.45962787,0.527095,-1.9100884,-1.8414651,0.054955,0.0740459,0.0190909
13,1.2821758,1.1011612,"('impolite', 'polite')",-0.05099772,0.039452657,-0.22193444,-0.20596638,0.3364145,0.3115492,-0.0248653
14,1.9407581,1.5788889,"('antisocial', 'social')",0.8245589,0.8935179,0.2548918,0.04467032,1.0067363,0.8390257,-0.1677106
15,-0.2948319,-0.34568208,"('boring', 'funny')",-0.12573536,-0.31967723,-0.63625044,-0.6667186,-0.3522726,-0.444026,-0.0917534
16,-1.8038306,-1.6644982,"('unpopular', 'popular')",-0.16104317,-0.16071506,0.046229765,0.12965868,-0.639548,-0.5651849,0.0743631
17,-0.45152935,-0.5286144,"('nasty', 'nice')",-0.89654046,-0.832961,-0.8030625,-0.76720196,-0.7170441,-0.7095924,0.0074517
18,-0.7261313,-0.6788982,"('disagreeable', 'welcoming')",-1.1547775,-1.0377147,-1.1359249,-0.99393785,-1.0056113,-0.9035169,0.1020944
19,-1.3886864,-1.2878091,"('inhospitable', 'hospitable')",-0.8770518,-0.94606376,-1.0376879,-0.8933667,-1.1011421,-1.0424132,0.0587289
20,0.52757347,0.46657923,"('rough', 'thoughtful')",0.1349965,0.19181627,0.5767763,0.53208345,0.4131154,0.3968263,-0.0162891
21,1.6625326,1.6671399,"('immoral', 'moral')",1.2461792,1.3170086,-0.36786237,-0.20551023,0.8469498,0.9262128,0.079263
22,1.5235294,1.2035037,"('untrustworthy', 'trustworthy')",-0.67167354,-0.76065385,-0.65529996,-0.7598374,0.0655186,-0.1056625,-0.1711811
23,1.3994578,1.3152964,"('insincere', 'sincere')",-0.3646736,-0.17197801,6.201908,6.11847,2.4122308,2.4205961,0.0083653
24,2.6112928,2.5062847,"('dishonest', 'honest')",0.51135725,0.5289768,1.018132,1.0333642,1.3802608,1.3562086,-0.0240522
25,-1.3355871,-1.1873761,"('egoistic', 'altruistic')",0.48278338,0.48968652,0.4497893,0.49007148,-0.1343382,-0.0692061,0.0651321
26,0.5238981,0.1592279,"('hardhearted', 'benevolent')",0.59581155,0.39599574,1.3610713,1.0213356,0.826927,0.5255198,-0.3014072
27,-0.30174482,-0.14112549,"('hardhearted', 'softhearted')",0.14398852,0.19076417,0.72722214,0.72556186,0.189822,0.2584002,0.0685782
28,1.7114644,1.5350153,"('disloyal', 'loyal')",0.37520954,0.31131047,1.6922395,1.5195465,1.2596378,1.1219575,-0.1376803
29,-0.0041596964,-0.04068498,"('unfair', 'fair')",-0.28105548,-0.22020055,-0.024364263,-0.20295839,-0.1031931,-0.1546146,-0.0514215
30,1.3401425,1.3822103,"('intolerant', 'tolerant')",0.7311979,0.7410282,0.5994215,0.64895946,0.8902539,0.924066,0.0338121
31,-2.2513976,-1.9803227,"('evil', 'good')",-1.254316,-1.3539729,-1.790083,-1.8126217,-1.7652655,-1.7156391,0.0496264
32,0.9651875,0.8288379,"('unkind', 'kind')",-0.017254744,0.066952534,1.1035919,0.98955214,0.6838415,0.6284475,-0.055394
33,-1.0438904,-0.97058934,"('wrong', 'right')",0.9998114,0.8813309,-1.2872425,-1.2486402,-0.4437738,-0.4459662,-0.0021924
34,-0.55020094,-0.49161717,"('mean', 'honorable')",0.3109078,0.48219642,5.667276,5.967155,1.8093276,1.9859114,0.1765838
35,-2.2924056,-2.089484,"('corrupt', 'incorrupt')",-0.6121805,-0.7501656,-1.007947,-1.0382795,-1.3041777,-1.2926431,0.0115346
36,-2.3887086,-2.38399,"('hostile', 'amicable')",-1.0124959,-1.2761806,-1.0459146,-1.1351484,-1.4823731,-1.5984397,-0.1160666
37,1.7328702,1.7174273,"('fake', 'genuine')",0.3136288,0.17358547,0.16593227,0.23304984,0.7374771,0.7080208,-0.0294563
38,0.5445234,0.53408706,"('untruthful', 'truthful')",0.053753134,0.015785579,0.29643172,0.45008817,0.2982361,0.3333203,0.0350842
39,1.9119748,1.8626839,"('exploitative', 'cooperative')",0.088501066,0.1741228,0.0255889,0.049036577,0.675355,0.695281,0.019926
