,bowler_male,bowler_female,tuple,average_male,average_female,female-male
0,0.017545298,0.00921016,"('unsociable', 'sociable')",0.0175453,0.0092102,-0.0083351
1,1.0353286,0.9150472,"('unfriendly', 'friendly')",1.0353286,0.9150472,-0.1202814
2,-0.05793765,0.11497849,"('unlikable', 'likable')",-0.0579376,0.1149785,0.1729161
3,0.9471765,1.0276538,"('repellent', 'pleasant')",0.9471765,1.0276538,0.0804773
4,-7.0148273,-7.2694564,"('disliked', 'liked')",-7.0148273,-7.2694564,-0.2546291
5,-0.56267935,-0.5518752,"('distant', 'outgoing')",-0.5626794,-0.5518752,0.0108042
6,0.0766403,-0.034426384,"('distant', 'open')",0.0766403,-0.0344264,-0.1110667
7,1.3672606,1.3367893,"('insensitive', 'sensitive')",1.3672606,1.3367893,-0.0304713
8,0.84316766,0.7157221,"('unaffectionate', 'affectionate')",0.8431677,0.7157221,-0.1274456
9,1.323577,1.3620602,"('unaffectionate', 'caring')",1.323577,1.3620602,0.0384832
10,1.181849,1.2217773,"('unsympathetic', 'sympathetic')",1.181849,1.2217773,0.0399283
11,1.4600726,1.5502431,"('unhelpful', 'helpful')",1.4600726,1.5502431,0.0901705
12,-1.677925,-1.6845087,"('unsupportive', 'supportive')",-1.677925,-1.6845087,-0.0065837
13,-0.0353709,0.0948526,"('impolite', 'polite')",-0.0353709,0.0948526,0.1302235
14,0.103044495,0.13730013,"('antisocial', 'social')",0.1030445,0.1373001,0.0342556
15,0.3122425,0.21185166,"('boring', 'funny')",0.3122425,0.2118517,-0.1003908
16,-0.28997242,-0.3243469,"('unpopular', 'popular')",-0.2899724,-0.3243469,-0.0343745
17,-0.14066046,-0.11607208,"('nasty', 'nice')",-0.1406605,-0.1160721,0.0245884
18,-0.50455207,-0.42573357,"('disagreeable', 'welcoming')",-0.5045521,-0.4257336,0.0788185
19,-0.8388264,-0.85810965,"('inhospitable', 'hospitable')",-0.8388264,-0.8581097,-0.0192833
20,1.0009346,0.93142366,"('rough', 'thoughtful')",1.0009346,0.9314237,-0.0695109
21,-0.08831501,0.10481769,"('immoral', 'moral')",-0.088315,0.1048177,0.1931327
22,-0.15562518,-0.07516888,"('untrustworthy', 'trustworthy')",-0.1556252,-0.0751689,0.0804563
23,5.795056,5.95328,"('insincere', 'sincere')",5.7950559,5.95328,0.1582241
24,1.388524,1.3881196,"('dishonest', 'honest')",1.3885241,1.3881196,-0.0004045
25,0.3927713,0.3608359,"('egoistic', 'altruistic')",0.3927713,0.3608359,-0.0319354
26,0.98254454,0.7296066,"('hardhearted', 'benevolent')",0.9825445,0.7296066,-0.2529379
27,1.6744633,1.452948,"('hardhearted', 'softhearted')",1.6744633,1.452948,-0.2215153
28,1.0016222,0.9511733,"('disloyal', 'loyal')",1.0016222,0.9511733,-0.0504489
29,-0.4026959,-0.54395777,"('unfair', 'fair')",-0.4026959,-0.5439578,-0.1412619
30,0.93094355,1.0386428,"('intolerant', 'tolerant')",0.9309435,1.0386428,0.1076993
31,-1.2550431,-1.437871,"('evil', 'good')",-1.2550431,-1.437871,-0.1828279
32,1.1797798,1.0537746,"('unkind', 'kind')",1.1797798,1.0537746,-0.1260052
33,-0.5490862,-0.5821934,"('wrong', 'right')",-0.5490862,-0.5821934,-0.0331072
34,4.2212653,4.42229,"('mean', 'honorable')",4.2212653,4.4222898,0.2010245
35,-0.98565257,-1.2762274,"('corrupt', 'incorrupt')",-0.9856526,-1.2762274,-0.2905748
36,-0.8001174,-0.9569559,"('hostile', 'amicable')",-0.8001174,-0.9569559,-0.1568385
37,1.0313588,0.9894308,"('fake', 'genuine')",1.0313588,0.9894308,-0.041928
38,-0.6322137,-0.51588273,"('untruthful', 'truthful')",-0.6322137,-0.5158827,0.116331
39,0.3083652,0.372803,"('exploitative', 'cooperative')",0.3083652,0.372803,0.0644378
40,-1.1875212,-1.3792828,"('stingy', 'generous')",-1.1875212,-1.3792828,-0.1917616
41,0.20532283,0.23233065,"('unforgiving', 'forgiving')",0.2053228,0.2323307,0.0270079
42,-1.3674581,-1.4113902,"('unreliable', 'reliable')",-1.3674581,-1.4113902,-0.0439321
43,1.0754678,1.2574309,"('irresponsible', 'responsible')",1.0754678,1.2574309,0.1819631
44,-0.72599506,-0.6974575,"('prejudiced', 'unprejudiced')",-0.7259951,-0.6974575,0.0285376
45,0.5805783,0.4185574,"('incompetent', 'competent')",0.5805783,0.4185574,-0.1620209
46,-0.24486914,-0.14956585,"('uncompetitive', 'competitive')",-0.2448691,-0.1495658,0.0953033
47,4.722239,4.928441,"('stupid', 'smart')",4.722239,4.928441,0.206202
48,0.37737182,0.37093392,"('unintelligent', 'intelligent')",0.3773718,0.3709339,-0.0064379
49,-0.32815236,-0.16621521,"('unable', 'able')",-0.3281524,-0.1662152,0.1619372
50,-0.23021087,-0.29555577,"('clumsy', 'skillful')",-0.2302109,-0.2955558,-0.0653449
51,-0.02085647,-0.06467756,"('uneducated', 'educated')",-0.0208565,-0.0646776,-0.0438211
52,-0.41807845,-0.67460114,"('irrational', 'rational')",-0.4180785,-0.6746011,-0.2565226
53,0.15172894,0.03273178,"('uncreative', 'creative')",0.1517289,0.0327318,-0.1189971
54,0.72725815,0.78594786,"('incapable', 'capable')",0.7272581,0.7859479,0.0586898
55,0.8701078,0.94608074,"('incompetent', 'clever')",0.8701078,0.9460807,0.0759729
56,0.63832927,0.68496,"('impractical', 'practical')",0.6383293,0.68496,0.0466307
57,-1.9948797,-2.1336718,"('unimaginative', 'imaginative')",-1.9948797,-2.1336718,-0.1387921
58,0.41101375,0.3116086,"('undiscriminating', 'discriminating')",0.4110138,0.3116086,-0.0994052
59,-0.24808447,-0.27424097,"('foolish', 'wise')",-0.2480845,-0.274241,-0.0261565
60,0.44985574,0.7905172,"('inefficient', 'efficient')",0.4498557,0.7905172,0.3406615
61,0.25597313,0.12202227,"('illogical', 'logical')",0.2559731,0.1220223,-0.1339508
62,0.62112534,0.76762575,"('incompetent', 'brilliant')",0.6211253,0.7676257,0.1465004
63,0.00782299,0.120885625,"('unperceptive', 'insightful')",0.007823,0.1208856,0.1130626
64,-5.7198386,-5.648925,"('shy', 'confident')",-5.7198386,-5.6489248,0.0709138
65,0.8966644,1.0729622,"('insecure', 'secure')",0.8966644,1.0729622,0.1762978
66,0.05677092,-0.100460246,"('inactive', 'active')",0.0567709,-0.1004602,-0.1572311
67,-0.66891587,-0.57828575,"('doubtful', 'determined')",-0.6689159,-0.5782858,0.0906301
68,-0.854869,-0.773338,"('dependent', 'independent')",-0.854869,-0.773338,0.081531
69,-1.9185698,-1.9711987,"('lazy', 'industrious')",-1.9185698,-1.9711987,-0.0526289
70,1.7956387,1.8108852,"('lethargic', 'energetic')",1.7956387,1.8108852,0.0152465
71,0.84287184,0.7432847,"('diffident', 'self-confident')",0.8428718,0.7432847,-0.0995871
72,0.8148904,0.9641331,"('unambitious', 'ambitious')",0.8148904,0.9641331,0.1492427
73,-2.8309138,-2.8375895,"('helpless', 'self-reliant')",-2.8309138,-2.8375895,-0.0066757
74,0.22729848,0.1287001,"('undedicated', 'dedicated')",0.2272985,0.1287001,-0.0985984
75,-0.79162973,-0.7518496,"('meek', 'impulsive')",-0.7916297,-0.7518496,0.0397801
76,0.859593,0.9566667,"('anxious', 'daring')",0.859593,0.9566667,0.0970737
77,-1.4154817,-1.1828065,"('unmotivated', 'motivated')",-1.4154817,-1.1828065,0.2326752
78,-0.86603034,-0.8697446,"('nonresilient', 'resilient')",-0.8660303,-0.8697446,-0.0037143
79,-0.56418407,-0.5990268,"('wavering', 'unwavering')",-0.5641841,-0.5990268,-0.0348427
80,-0.09986733,-0.1232657,"('dominated', 'dominating')",-0.0998673,-0.1232657,-0.0233984
81,-0.023254946,0.122143574,"('submissive', 'aggressive')",-0.0232549,0.1221436,0.1453985
82,6.099807,6.1292953,"('poor', 'rich')",6.0998068,6.1292953,0.0294885
83,-0.28400692,-0.24582072,"('powerless', 'powerful')",-0.2840069,-0.2458207,0.0381862
84,0.16298252,0.12132048,"('inferior', 'superior')",0.1629825,0.1213205,-0.041662
85,-1.004197,-1.1641798,"('insignificant', 'prestigious')",-1.004197,-1.1641798,-0.1599828
86,0.42249617,0.33398694,"('uninfluential', 'influential')",0.4224962,0.3339869,-0.0885093
87,-0.24355695,-0.29901436,"('unsuccessful', 'successful')",-0.2435569,-0.2990144,-0.0554575
88,-0.06152569,-0.07655586,"('low', 'eminent')",-0.0615257,-0.0765559,-0.0150302
