,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.61592495,-0.72896916,"('unsociable', 'sociable')",-0.50468487,-0.6984489,-0.5603049,-0.713709,-0.1534041
1,-0.43690383,-0.4888861,"('unfriendly', 'friendly')",2.1060379,1.9706492,0.834567,0.7408816,-0.0936854
2,0.7433457,0.8658829,"('unlikable', 'likable')",0.49997878,0.6199314,0.6216623,0.7429072,0.1212449
3,-0.8937571,-0.7418468,"('repellent', 'pleasant')",-0.14651191,-0.08988789,-0.5201345,-0.4158673,0.1042672
4,0.39567646,0.500853,"('disliked', 'liked')",-5.9368596,-6.0639043,-2.7705915,-2.7815256,-0.0109341
5,0.14354545,0.16716333,"('distant', 'outgoing')",0.101713136,0.13266605,0.1226293,0.1499147,0.0272854
6,-0.23349059,-0.18632925,"('distant', 'open')",0.5687624,0.61556613,0.1676359,0.2146184,0.0469825
7,-0.5886302,-0.5480466,"('insensitive', 'sensitive')",0.53382635,0.51558286,-0.0274019,-0.0162319,0.01117
8,-0.61578226,-0.616394,"('unaffectionate', 'affectionate')",1.3492125,1.2712915,0.3667151,0.3274488,-0.0392663
9,-0.43436038,-0.4408418,"('unaffectionate', 'caring')",1.349992,1.2961663,0.4578158,0.4276623,-0.0301535
10,-1.3189282,-1.359787,"('unsympathetic', 'sympathetic')",-0.8900139,-0.9636328,-1.1044711,-1.1617099,-0.0572388
11,-0.6856658,-0.60996544,"('unhelpful', 'helpful')",1.1035619,1.2592119,0.208948,0.3246232,0.1156752
12,-0.020708626,0.11482478,"('unsupportive', 'supportive')",-1.6807208,-1.69894,-0.8507147,-0.7920576,0.0586571
13,-0.5558141,-0.6564282,"('impolite', 'polite')",-0.855664,-0.8552696,-0.705739,-0.7558489,-0.0501099
14,-0.09767385,-0.12115544,"('antisocial', 'social')",-0.71188307,-0.8320126,-0.4047785,-0.476584,-0.0718055
15,0.10545671,0.014811735,"('boring', 'funny')",0.76568955,0.73280704,0.4355731,0.3738094,-0.0617637
16,-0.8691507,-0.6860387,"('unpopular', 'popular')",0.25692707,0.3552432,-0.3061118,-0.1653977,0.1407141
17,0.03179037,0.1864323,"('nasty', 'nice')",-0.58749247,-0.5156946,-0.277851,-0.1646312,0.1132198
18,-0.5005223,-0.38367534,"('disagreeable', 'welcoming')",-0.31463844,-0.32318377,-0.4075804,-0.3534296,0.0541508
19,-0.22946888,-0.18566309,"('inhospitable', 'hospitable')",0.2766503,0.37978718,0.0235907,0.097062,0.0734713
20,-0.5484488,-0.47379193,"('rough', 'thoughtful')",0.82450706,0.7497008,0.1380291,0.1379544,-7.47e-05
21,-0.9539752,-0.90985656,"('immoral', 'moral')",-1.0332183,-1.0109028,-0.9935967,-0.9603797,0.033217
22,-0.55265,-0.58148474,"('untrustworthy', 'trustworthy')",-0.894337,-0.9971124,-0.7234935,-0.7892985,-0.065805
23,-0.5778423,-0.5808095,"('insincere', 'sincere')",5.0817413,5.0848002,2.2519495,2.2519953,4.58e-05
24,-0.6206441,-0.63509643,"('dishonest', 'honest')",0.560205,0.49222153,-0.0302196,-0.0714374,-0.0412178
25,0.32654944,0.33274612,"('egoistic', 'altruistic')",1.9655349,1.9125482,1.1460422,1.1226472,-0.023395
26,0.66064364,0.50791544,"('hardhearted', 'benevolent')",2.215468,2.0790179,1.4380558,1.2934667,-0.1445891
27,0.14230928,0.17413466,"('hardhearted', 'softhearted')",1.5518656,1.4232845,0.8470874,0.7987096,-0.0483778
