,shop_male,shop_female,tuple,average_male,average_female,female-male
0,0.52515763,0.36386335,"('unsociable', 'sociable')",0.5251576,0.3638633,-0.1612943
1,1.0940485,1.1417481,"('unfriendly', 'friendly')",1.0940485,1.1417481,0.0476996
2,0.008697627,0.11104956,"('unlikable', 'likable')",0.0086976,0.1110496,0.102352
3,0.69868034,0.7246531,"('repellent', 'pleasant')",0.6986803,0.7246531,0.0259728
4,-6.734796,-6.8162203,"('disliked', 'liked')",-6.734796,-6.8162203,-0.0814243
5,-1.0539604,-0.9855999,"('distant', 'outgoing')",-1.0539604,-0.9855999,0.0683605
6,-0.5049748,-0.48434097,"('distant', 'open')",-0.5049748,-0.484341,0.0206338
7,1.3163178,1.32945,"('insensitive', 'sensitive')",1.3163178,1.32945,0.0131322
8,0.7700413,0.7435907,"('unaffectionate', 'affectionate')",0.7700413,0.7435907,-0.0264506
9,1.5707752,1.6259063,"('unaffectionate', 'caring')",1.5707752,1.6259063,0.0551311
10,0.78960556,0.74655247,"('unsympathetic', 'sympathetic')",0.7896056,0.7465525,-0.0430531
11,2.0235577,2.0319824,"('unhelpful', 'helpful')",2.0235577,2.0319824,0.0084247
12,-1.6910018,-1.6740184,"('unsupportive', 'supportive')",-1.6910018,-1.6740184,0.0169834
13,0.039348908,-0.05827196,"('impolite', 'polite')",0.0393489,-0.058272,-0.0976209
14,0.46064582,0.3800438,"('antisocial', 'social')",0.4606458,0.3800438,-0.080602
15,0.44426787,0.3410566,"('boring', 'funny')",0.4442679,0.3410566,-0.1032113
16,-0.087136395,-0.031907775,"('unpopular', 'popular')",-0.0871364,-0.0319078,0.0552286
17,-0.32987422,-0.264062,"('nasty', 'nice')",-0.3298742,-0.264062,0.0658122
18,-0.79615664,-0.8095962,"('disagreeable', 'welcoming')",-0.7961566,-0.8095962,-0.0134396
19,-0.63913834,-0.65609455,"('inhospitable', 'hospitable')",-0.6391383,-0.6560946,-0.0169563
20,0.8516247,0.85906404,"('rough', 'thoughtful')",0.8516247,0.859064,0.0074393
21,0.025504153,0.06675691,"('immoral', 'moral')",0.0255042,0.0667569,0.0412527
22,-0.48285687,-0.46185973,"('untrustworthy', 'trustworthy')",-0.4828569,-0.4618597,0.0209972
23,6.7132883,6.7479086,"('insincere', 'sincere')",6.7132883,6.7479086,0.0346203
24,1.480424,1.4085157,"('dishonest', 'honest')",1.480424,1.4085157,-0.0719083
25,0.6035294,0.621538,"('egoistic', 'altruistic')",0.6035294,0.621538,0.0180086
26,0.85677683,0.88982785,"('hardhearted', 'benevolent')",0.8567768,0.8898278,0.033051
27,1.3445878,1.2595747,"('hardhearted', 'softhearted')",1.3445878,1.2595747,-0.0850131
28,1.0381801,1.0304363,"('disloyal', 'loyal')",1.0381801,1.0304363,-0.0077438
29,-0.665717,-0.73129684,"('unfair', 'fair')",-0.665717,-0.7312968,-0.0655798
30,1.2551993,1.2579565,"('intolerant', 'tolerant')",1.2551993,1.2579565,0.0027572
31,-1.5760957,-1.4615138,"('evil', 'good')",-1.5760957,-1.4615138,0.1145819
32,1.1821364,1.1378919,"('unkind', 'kind')",1.1821364,1.1378919,-0.0442445
33,-0.62536407,-0.62931716,"('wrong', 'right')",-0.6253641,-0.6293172,-0.0039531
34,4.8820252,5.0384235,"('mean', 'honorable')",4.8820252,5.0384235,0.1563983
35,-1.2087224,-1.4028524,"('corrupt', 'incorrupt')",-1.2087224,-1.4028524,-0.19413
36,-0.80539066,-0.8732983,"('hostile', 'amicable')",-0.8053907,-0.8732983,-0.0679076
37,0.60536975,0.6468015,"('fake', 'genuine')",0.6053697,0.6468015,0.0414318
38,-0.073908284,-0.07343185,"('untruthful', 'truthful')",-0.0739083,-0.0734318,0.0004765
39,0.27802333,0.27642637,"('exploitative', 'cooperative')",0.2780233,0.2764264,-0.0015969
40,-2.074504,-2.1789813,"('stingy', 'generous')",-2.0745039,-2.1789813,-0.1044774
41,0.13485043,0.13077155,"('unforgiving', 'forgiving')",0.1348504,0.1307715,-0.0040789
42,-2.5296993,-2.5122862,"('unreliable', 'reliable')",-2.5296993,-2.5122862,0.0174131
43,1.4421791,1.4920266,"('irresponsible', 'responsible')",1.4421791,1.4920266,0.0498475
44,-1.0906436,-1.0609902,"('prejudiced', 'unprejudiced')",-1.0906436,-1.0609902,0.0296534
45,0.40814686,0.43115905,"('incompetent', 'competent')",0.4081469,0.431159,0.0230121
46,-0.3441908,-0.40655023,"('uncompetitive', 'competitive')",-0.3441908,-0.4065502,-0.0623594
47,5.233765,5.431351,"('stupid', 'smart')",5.2337651,5.4313512,0.1975861
48,0.5261193,0.47121674,"('unintelligent', 'intelligent')",0.5261193,0.4712167,-0.0549026
49,0.33701825,0.3973235,"('unable', 'able')",0.3370183,0.3973235,0.0603052
50,-0.40769118,-0.4293794,"('clumsy', 'skillful')",-0.4076912,-0.4293794,-0.0216882
51,0.8995377,0.7117262,"('uneducated', 'educated')",0.8995377,0.7117262,-0.1878115
52,-0.55229443,-0.65633374,"('irrational', 'rational')",-0.5522944,-0.6563337,-0.1040393
53,-0.07069633,-0.045571893,"('uncreative', 'creative')",-0.0706963,-0.0455719,0.0251244
54,1.2604293,1.3103734,"('incapable', 'capable')",1.2604293,1.3103734,0.0499441
55,1.1493452,1.1384596,"('incompetent', 'clever')",1.1493452,1.1384596,-0.0108856
56,1.2108614,1.16423,"('impractical', 'practical')",1.2108614,1.16423,-0.0466314
57,-2.5801015,-2.5924947,"('unimaginative', 'imaginative')",-2.5801015,-2.5924947,-0.0123932
58,0.5542502,0.5516325,"('undiscriminating', 'discriminating')",0.5542502,0.5516325,-0.0026177
59,-0.22626287,-0.24266331,"('foolish', 'wise')",-0.2262629,-0.2426633,-0.0164004
60,0.9390393,0.9912499,"('inefficient', 'efficient')",0.9390393,0.9912499,0.0522106
61,0.5486922,0.36900854,"('illogical', 'logical')",0.5486922,0.3690085,-0.1796837
62,0.79094243,0.88116544,"('incompetent', 'brilliant')",0.7909424,0.8811654,0.090223
63,0.20947874,0.26432356,"('unperceptive', 'insightful')",0.2094787,0.2643236,0.0548449
64,-6.268654,-6.346863,"('shy', 'confident')",-6.2686539,-6.3468628,-0.0782089
65,0.28497526,0.23722303,"('insecure', 'secure')",0.2849753,0.237223,-0.0477523
66,-0.4034357,-0.51165396,"('inactive', 'active')",-0.4034357,-0.511654,-0.1082183
67,-0.085199565,-0.06117913,"('doubtful', 'determined')",-0.0851996,-0.0611791,0.0240205
68,-0.79070485,-0.8543586,"('dependent', 'independent')",-0.7907048,-0.8543586,-0.0636538
69,-2.4602075,-2.445066,"('lazy', 'industrious')",-2.4602075,-2.445066,0.0151415
70,1.1663133,1.111547,"('lethargic', 'energetic')",1.1663133,1.111547,-0.0547663
71,0.434424,0.48941517,"('diffident', 'self-confident')",0.434424,0.4894152,0.0549912
72,0.53076065,0.62025595,"('unambitious', 'ambitious')",0.5307606,0.6202559,0.0894953
73,-2.6225271,-2.5775988,"('helpless', 'self-reliant')",-2.6225271,-2.5775988,0.0449283
74,0.4107137,0.3490299,"('undedicated', 'dedicated')",0.4107137,0.3490299,-0.0616838
75,-1.1246915,-1.0509022,"('meek', 'impulsive')",-1.1246915,-1.0509022,0.0737893
76,0.60629404,0.5588371,"('anxious', 'daring')",0.606294,0.5588371,-0.0474569
77,-1.2806708,-1.1478398,"('unmotivated', 'motivated')",-1.2806708,-1.1478398,0.132831
78,-0.8387079,-0.7662872,"('nonresilient', 'resilient')",-0.8387079,-0.7662872,0.0724207
79,-0.5015275,-0.48213995,"('wavering', 'unwavering')",-0.5015275,-0.4821399,0.0193876
80,-0.15885434,-0.28305137,"('dominated', 'dominating')",-0.1588543,-0.2830514,-0.1241971
81,0.38402167,0.34091297,"('submissive', 'aggressive')",0.3840217,0.340913,-0.0431087
82,6.496496,6.5874505,"('poor', 'rich')",6.4964962,6.5874505,0.0909543
83,0.18901713,0.15000586,"('powerless', 'powerful')",0.1890171,0.1500059,-0.0390112
84,0.4595817,0.3975902,"('inferior', 'superior')",0.4595817,0.3975902,-0.0619915
