,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,female-male
0,-0.8393736,-1.0050374,"('unsociable', 'sociable')",-0.55397826,-0.6346707,0.103617296,-0.11010692,-0.4299115,-0.5832717,-0.1533602
1,0.21154739,0.1277129,"('unfriendly', 'friendly')",0.9071691,0.8972054,1.6291163,1.5238181,0.9159443,0.8495789,-0.0663654
2,0.5791188,0.65179455,"('unlikable', 'likable')",0.6622884,0.7555717,0.8018415,0.978,0.6810829,0.7951221,0.1140392
3,-1.0631793,-1.045212,"('repellent', 'pleasant')",-1.0506474,-0.98264486,0.51949555,0.5601179,-0.5314438,-0.4892463,0.0421975
4,-0.7462292,-0.7880083,"('disliked', 'liked')",0.6512473,0.50995237,-7.061372,-6.9790206,-2.3854512,-2.4190254,-0.0335742
5,-0.37758744,-0.27734974,"('distant', 'outgoing')",1.1168927,1.0353124,-0.8562852,-0.74380267,-0.0389933,0.00472,0.0437133
6,-0.7379014,-0.62943494,"('distant', 'open')",0.55022395,0.49687794,-0.63230073,-0.55395675,-0.2733261,-0.2288379,0.0444882
7,-0.085317254,-0.13035478,"('insensitive', 'sensitive')",-1.2027773,-1.0797161,0.096954964,0.15390417,-0.3970465,-0.3520555,0.044991
8,0.345243,0.40633675,"('unaffectionate', 'affectionate')",0.82437533,0.82448095,0.29995954,0.2422359,0.4898593,0.4910179,0.0011586
9,0.7533837,0.69509965,"('unaffectionate', 'caring')",0.90516365,0.9190483,0.87675136,0.81633496,0.8450996,0.810161,-0.0349386
10,-0.6319479,-0.731592,"('unsympathetic', 'sympathetic')",-1.4621638,-1.4110558,0.03957351,-0.058614694,-0.6848461,-0.7337542,-0.0489081
11,0.52952385,0.41762197,"('unhelpful', 'helpful')",-0.03681361,0.055771723,2.521954,2.4860742,1.0048881,0.9864893,-0.0183988
12,0.31820887,0.39907074,"('unsupportive', 'supportive')",-0.093270265,0.006774521,-2.121797,-2.0405123,-0.6322862,-0.544889,0.0873972
13,0.0651167,-0.024236985,"('impolite', 'polite')",-0.68824655,-0.67774606,0.3105572,0.29590055,-0.1041909,-0.1353608,-0.0311699
14,-0.5078806,-0.64616704,"('antisocial', 'social')",-0.52490336,-0.621649,0.32006633,0.21766323,-0.2375726,-0.3500509,-0.1124783
15,0.4911757,0.35196313,"('boring', 'funny')",0.9612963,0.82479185,0.6542777,0.6843613,0.7022498,0.6203721,-0.0818777
16,0.10708791,0.12497422,"('unpopular', 'popular')",-0.12986203,-0.042501908,0.46525437,0.47772726,0.1474934,0.1867332,0.0392398
17,-0.6224622,-0.5598703,"('nasty', 'nice')",-0.46386927,-0.48984265,-0.06900792,0.0032556728,-0.3851131,-0.3488191,0.036294
18,-0.3042109,-0.22358312,"('disagreeable', 'welcoming')",-0.45058042,-0.41735196,-1.1083944,-1.1081327,-0.6210619,-0.5830226,0.0380393
19,0.66042125,0.6739343,"('inhospitable', 'hospitable')",0.47072995,0.42764857,-0.09456943,-0.041622788,0.3455273,0.35332,0.0077927
20,-0.1178624,-0.0697671,"('rough', 'thoughtful')",-0.26801234,-0.19704273,0.8291506,0.86235774,0.1477586,0.198516,0.0507574
21,0.06765704,-0.10707046,"('immoral', 'moral')",-0.49739006,-0.52566236,-0.71110046,-0.6448014,-0.3802778,-0.4258447,-0.0455669
22,-0.93679833,-0.9539023,"('untrustworthy', 'trustworthy')",-0.9190625,-0.9725065,-0.81441355,-0.77186406,-0.8900914,-0.8994242,-0.0093328
23,0.12974173,0.036300108,"('insincere', 'sincere')",-0.60006326,-0.49964252,6.426148,6.2232733,1.9852754,1.9199769,-0.0652985
24,1.0970895,1.0531628,"('dishonest', 'honest')",0.20997909,0.30133438,0.92590433,0.8771564,0.7443243,0.7438846,-0.0004397
25,-0.31531292,-0.20989224,"('egoistic', 'altruistic')",0.542446,0.6217992,1.1193919,1.068305,0.4488417,0.493404,0.0445623
26,0.6519691,0.5778966,"('hardhearted', 'benevolent')",1.5721943,1.4807961,1.7620404,1.6780498,1.3287346,1.2455808,-0.0831538
27,-0.9918718,-0.79763615,"('hardhearted', 'softhearted')",-0.75187975,-0.64364207,0.5413545,0.54891837,-0.400799,-0.2974533,0.1033457
28,-0.3623885,-0.5496864,"('disloyal', 'loyal')",-0.1334868,-0.2187532,1.2119839,0.94645953,0.2387029,0.05934,-0.1793629
29,-0.05078072,-0.058998387,"('unfair', 'fair')",0.5458018,0.53418654,-0.8079436,-0.89763916,-0.1043075,-0.140817,-0.0365095
30,-0.26635468,-0.35840765,"('intolerant', 'tolerant')",-0.4085371,-0.46063802,0.5442442,0.57315004,-0.0435492,-0.0819652,-0.038416
31,-1.2899108,-1.1358645,"('evil', 'good')",0.29984638,0.29069018,-1.1809953,-1.151369,-0.7236865,-0.6655144,0.0581721
32,0.80054367,0.6571717,"('unkind', 'kind')",0.11787601,0.15362494,1.3172007,1.1092122,0.7452068,0.640003,-0.1052038
33,0.9607402,0.9392581,"('wrong', 'right')",1.1078146,1.0177019,-0.7683776,-0.69391173,0.4333924,0.4210161,-0.0123763
34,-0.48003185,-0.27447015,"('mean', 'honorable')",-0.47603083,-0.3231485,5.6024394,5.744383,1.5487922,1.7155881,0.1667959
35,0.46048355,0.3399222,"('corrupt', 'incorrupt')",0.48062855,0.3165076,-0.74132824,-0.85602224,0.0665946,-0.0665308,-0.1331254
36,-0.9390377,-1.0166426,"('hostile', 'amicable')",-0.23518266,-0.37679893,-0.43522587,-0.4984753,-0.5364821,-0.6306389,-0.0941568
37,0.9367401,0.9125825,"('fake', 'genuine')",-0.41959852,-0.40846586,-0.00033424795,0.021009702,0.1722691,0.1750421,0.002773
38,0.25381795,0.13675542,"('untruthful', 'truthful')",0.45157352,0.47539783,0.5502052,0.57893306,0.4185322,0.3970288,-0.0215034
39,1.4030936,1.4233639,"('exploitative', 'cooperative')",0.48705125,0.5772703,0.39450398,0.4734959,0.7615496,0.8247101,0.0631605
40,-0.060224466,-0.026645781,"('stingy', 'generous')",-0.37773043,-0.28105444,-2.5340989,-2.4590266,-0.9906846,-0.9222422,0.0684424
41,-0.4908287,-0.47576317,"('unforgiving', 'forgiving')",-0.3961335,-0.40427312,0.5455481,0.48113874,-0.1138047,-0.1329659,-0.0191612
42,-0.08082643,0.06755045,"('unreliable', 'reliable')",-1.0692669,-0.94943047,-3.1926165,-3.0027165,-1.4475698,-1.2948655,0.1527043
43,0.06438218,0.16560532,"('irresponsible', 'responsible')",-0.42918003,-0.2804151,0.4939767,0.5931814,0.0430596,0.1594572,0.1163976
44,-0.671503,-0.5857366,"('prejudiced', 'unprejudiced')",-1.0535874,-0.93783534,-1.6111073,-1.5915064,-1.112066,-1.0383595,0.0737065
45,-1.5982271,-1.5640621,"('incompetent', 'competent')",-1.5251572,-1.4879541,-0.2934267,-0.3776095,-1.1389371,-1.1432086,-0.0042715
46,0.405601,0.21396017,"('uncompetitive', 'competitive')",-0.45413485,-0.47076756,-0.49676293,-0.5039338,-0.1817656,-0.2535804,-0.0718148
47,-0.55116254,-0.31883648,"('stupid', 'smart')",-0.30235696,-0.18536092,5.463803,5.550149,1.5367611,1.6819838,0.1452227
48,0.52077806,0.33409584,"('unintelligent', 'intelligent')",0.3697794,0.39984632,0.1417128,0.06871509,0.3440901,0.2675524,-0.0765377
49,-0.95309067,-0.9345996,"('unable', 'able')",-0.17185155,-0.14781618,-0.61564183,-0.52675325,-0.5801947,-0.5363897,0.043805
50,0.5398381,0.5791054,"('clumsy', 'skillful')",-0.45891738,-0.4352877,-0.15977043,-0.15207085,-0.0262832,-0.0027511,0.0235321
