,advent_male,advent_female,tuple,average_male,average_female,female-male
0,0.24880269,0.20300293,"('unsociable', 'sociable')",0.2488027,0.2030029,-0.0457998
1,0.8257044,0.88619494,"('unfriendly', 'friendly')",0.8257044,0.8861949,0.0604905
2,0.3799275,0.5424993,"('unlikable', 'likable')",0.3799275,0.5424993,0.1625718
3,0.9318899,1.0657072,"('repellent', 'pleasant')",0.9318899,1.0657072,0.1338173
4,-7.0461774,-6.9536653,"('disliked', 'liked')",-7.0461774,-6.9536653,0.0925121
5,-0.55592334,-0.38947704,"('distant', 'outgoing')",-0.5559233,-0.389477,0.1664463
6,-0.24413477,-0.13854109,"('distant', 'open')",-0.2441348,-0.1385411,0.1055937
7,1.2176876,1.218126,"('insensitive', 'sensitive')",1.2176876,1.2181261,0.0004385
8,1.0585719,0.97968554,"('unaffectionate', 'affectionate')",1.0585719,0.9796855,-0.0788864
9,1.2191329,1.2486795,"('unaffectionate', 'caring')",1.2191329,1.2486795,0.0295466
10,1.7091105,1.5236905,"('unsympathetic', 'sympathetic')",1.7091105,1.5236905,-0.18542
11,1.9274983,1.8938897,"('unhelpful', 'helpful')",1.9274983,1.8938897,-0.0336086
12,-1.0500665,-1.002957,"('unsupportive', 'supportive')",-1.0500665,-1.002957,0.0471095
13,0.1828281,0.17379719,"('impolite', 'polite')",0.1828281,0.1737972,-0.0090309
14,0.28534397,0.30946562,"('antisocial', 'social')",0.285344,0.3094656,0.0241216
15,0.0038504824,0.019302407,"('boring', 'funny')",0.0038505,0.0193024,0.0154519
16,-0.7108365,-0.5107634,"('unpopular', 'popular')",-0.7108365,-0.5107634,0.2000731
17,0.114754185,0.08372936,"('nasty', 'nice')",0.1147542,0.0837294,-0.0310248
18,-0.57688683,-0.44136995,"('disagreeable', 'welcoming')",-0.5768868,-0.44137,0.1355168
19,-0.5472704,-0.49102423,"('inhospitable', 'hospitable')",-0.5472704,-0.4910242,0.0562462
20,0.7195182,0.56926095,"('rough', 'thoughtful')",0.7195182,0.569261,-0.1502572
21,0.24813223,0.35196778,"('immoral', 'moral')",0.2481322,0.3519678,0.1038356
