,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
0,0.0017142016,-0.001197448,"('unsociable', 'sociable')",0.0017142,-0.0011974,-0.0029116
1,1.2864901,1.1584406,"('unfriendly', 'friendly')",1.2864901,1.1584406,-0.1280495
2,0.05989404,0.37090907,"('unlikable', 'likable')",0.059894,0.3709091,0.3110151
3,0.5908034,0.8237011,"('repellent', 'pleasant')",0.5908034,0.8237011,0.2328977
4,-7.56802,-7.4595633,"('disliked', 'liked')",-7.5680199,-7.4595633,0.1084566
5,-0.24549,-0.2166802,"('distant', 'outgoing')",-0.24549,-0.2166802,0.0288098
6,-0.15633833,-0.1559164,"('distant', 'open')",-0.1563383,-0.1559164,0.0004219
7,0.39091265,0.5122614,"('insensitive', 'sensitive')",0.3909127,0.5122614,0.1213487
8,1.0182155,0.88539743,"('unaffectionate', 'affectionate')",1.0182155,0.8853974,-0.1328181
9,1.7600055,1.6918882,"('unaffectionate', 'caring')",1.7600055,1.6918882,-0.0681173
10,0.93128914,1.1119559,"('unsympathetic', 'sympathetic')",0.9312891,1.1119559,0.1806668
11,2.0952113,2.194791,"('unhelpful', 'helpful')",2.0952113,2.1947911,0.0995798
12,-1.6909702,-1.6268858,"('unsupportive', 'supportive')",-1.6909702,-1.6268858,0.0640844
13,0.14091527,0.27732944,"('impolite', 'polite')",0.1409153,0.2773294,0.1364141
14,-0.07306407,-0.15116526,"('antisocial', 'social')",-0.0730641,-0.1511653,-0.0781012
15,0.6974544,0.6366536,"('boring', 'funny')",0.6974544,0.6366536,-0.0608008
16,-0.20970063,-0.21159273,"('unpopular', 'popular')",-0.2097006,-0.2115927,-0.0018921
17,-0.54525334,-0.43079612,"('nasty', 'nice')",-0.5452533,-0.4307961,0.1144572
18,-1.1254642,-1.0829293,"('disagreeable', 'welcoming')",-1.1254642,-1.0829293,0.0425349
19,-0.5030691,-0.4537598,"('inhospitable', 'hospitable')",-0.5030691,-0.4537598,0.0493093
20,0.9325679,0.77333915,"('rough', 'thoughtful')",0.9325679,0.7733392,-0.1592287
21,-0.14943764,0.06248841,"('immoral', 'moral')",-0.1494376,0.0624884,0.211926
22,-0.74503386,-0.5026825,"('untrustworthy', 'trustworthy')",-0.7450339,-0.5026825,0.2423514
23,6.514048,6.5139437,"('insincere', 'sincere')",6.5140481,6.5139437,-0.0001044
24,1.7835655,1.7061892,"('dishonest', 'honest')",1.7835655,1.7061892,-0.0773763
25,0.56033623,0.4131153,"('egoistic', 'altruistic')",0.5603362,0.4131153,-0.1472209
26,0.77843714,0.4179103,"('hardhearted', 'benevolent')",0.7784371,0.4179103,-0.3605268
27,1.3726356,1.1636554,"('hardhearted', 'softhearted')",1.3726356,1.1636554,-0.2089802
28,1.124265,1.0403856,"('disloyal', 'loyal')",1.124265,1.0403856,-0.0838794
29,-0.60536456,-0.6507917,"('unfair', 'fair')",-0.6053646,-0.6507917,-0.0454271
30,0.83498913,0.8587969,"('intolerant', 'tolerant')",0.8349891,0.8587969,0.0238078
31,-1.6780077,-1.7483371,"('evil', 'good')",-1.6780077,-1.7483371,-0.0703294
32,0.8840921,0.95018464,"('unkind', 'kind')",0.8840921,0.9501846,0.0660925
33,-0.18577424,-0.33315954,"('wrong', 'right')",-0.1857742,-0.3331595,-0.1473853
34,4.868279,4.9453087,"('mean', 'honorable')",4.868279,4.9453087,0.0770297
35,-0.96742624,-1.2664561,"('corrupt', 'incorrupt')",-0.9674262,-1.2664561,-0.2990299
36,-0.81810135,-1.0300369,"('hostile', 'amicable')",-0.8181013,-1.0300369,-0.2119356
37,0.65089035,0.7252735,"('fake', 'genuine')",0.6508904,0.7252735,0.0743831
38,-0.067493685,-0.052383,"('untruthful', 'truthful')",-0.0674937,-0.052383,0.0151107
39,0.18633212,0.067826286,"('exploitative', 'cooperative')",0.1863321,0.0678263,-0.1185058
40,-2.1011806,-2.1323426,"('stingy', 'generous')",-2.1011806,-2.1323426,-0.031162
41,0.074418604,-0.006122615,"('unforgiving', 'forgiving')",0.0744186,-0.0061226,-0.0805412
42,-2.5873666,-2.3493083,"('unreliable', 'reliable')",-2.5873666,-2.3493083,0.2380583
43,1.2589947,1.3527873,"('irresponsible', 'responsible')",1.2589947,1.3527873,0.0937926
44,-1.3552082,-1.3028196,"('prejudiced', 'unprejudiced')",-1.3552082,-1.3028196,0.0523886
45,0.2139225,0.27228394,"('incompetent', 'competent')",0.2139225,0.2722839,0.0583614
46,-0.69490093,-0.5450726,"('uncompetitive', 'competitive')",-0.6949009,-0.5450726,0.1498283
47,5.388799,5.463106,"('stupid', 'smart')",5.3887992,5.4631062,0.074307
48,1.0934894,0.93952715,"('unintelligent', 'intelligent')",1.0934894,0.9395272,-0.1539622
49,0.24252817,0.4007865,"('unable', 'able')",0.2425282,0.4007865,0.1582583
50,-0.15421642,-0.058155727,"('clumsy', 'skillful')",-0.1542164,-0.0581557,0.0960607
51,-0.037128113,0.12693317,"('uneducated', 'educated')",-0.0371281,0.1269332,0.1640613
52,-0.7771502,-0.8610167,"('irrational', 'rational')",-0.7771502,-0.8610167,-0.0838665
53,0.3848493,0.35121834,"('uncreative', 'creative')",0.3848493,0.3512183,-0.033631
54,0.90111434,1.114253,"('incapable', 'capable')",0.9011143,1.114253,0.2131387
55,0.9087149,0.95884496,"('incompetent', 'clever')",0.9087149,0.958845,0.0501301
56,0.86126095,0.9260943,"('impractical', 'practical')",0.861261,0.9260943,0.0648333
57,-2.7125947,-2.4933853,"('unimaginative', 'imaginative')",-2.7125947,-2.4933853,0.2192094
58,-0.033465043,-0.012968548,"('undiscriminating', 'discriminating')",-0.033465,-0.0129685,0.0204965
59,-0.12550206,-0.10286895,"('foolish', 'wise')",-0.1255021,-0.102869,0.0226331
60,0.74571794,0.93741643,"('inefficient', 'efficient')",0.7457179,0.9374164,0.1916985
61,0.18094221,-0.051067676,"('illogical', 'logical')",0.1809422,-0.0510677,-0.2320099
62,1.049398,1.2887623,"('incompetent', 'brilliant')",1.0493979,1.2887623,0.2393644
63,0.50796944,0.6557977,"('unperceptive', 'insightful')",0.5079694,0.6557977,0.1478283
64,-6.752311,-6.408077,"('shy', 'confident')",-6.7523112,-6.4080768,0.3442344
65,0.19400898,0.43491954,"('insecure', 'secure')",0.194009,0.4349195,0.2409105
66,-0.242464,-0.2363484,"('inactive', 'active')",-0.242464,-0.2363484,0.0061156
67,-0.28773674,-0.23663655,"('doubtful', 'determined')",-0.2877367,-0.2366365,0.0511002
68,-0.52019715,-0.40256113,"('dependent', 'independent')",-0.5201972,-0.4025611,0.1176361
69,-1.7708716,-1.8225522,"('lazy', 'industrious')",-1.7708716,-1.8225522,-0.0516806
70,1.061574,1.2177199,"('lethargic', 'energetic')",1.061574,1.2177199,0.1561459
71,0.7877561,0.6774005,"('diffident', 'self-confident')",0.7877561,0.6774005,-0.1103556
72,0.93463165,1.0704654,"('unambitious', 'ambitious')",0.9346316,1.0704654,0.1358338
73,-3.1557622,-3.0645745,"('helpless', 'self-reliant')",-3.1557622,-3.0645745,0.0911877
74,-0.3284396,-0.42212048,"('undedicated', 'dedicated')",-0.3284396,-0.4221205,-0.0936809
75,-0.6228428,-0.46478528,"('meek', 'impulsive')",-0.6228428,-0.4647853,0.1580575
76,0.6848287,0.7937392,"('anxious', 'daring')",0.6848287,0.7937392,0.1089105
77,-0.8556422,-0.82481575,"('unmotivated', 'motivated')",-0.8556422,-0.8248158,0.0308264
78,-0.5754105,-0.6435615,"('nonresilient', 'resilient')",-0.5754105,-0.6435615,-0.068151
79,-0.2982376,-0.35812342,"('wavering', 'unwavering')",-0.2982376,-0.3581234,-0.0598858
80,-0.30482307,-0.30163488,"('dominated', 'dominating')",-0.3048231,-0.3016349,0.0031882
81,-0.06527318,0.21295866,"('submissive', 'aggressive')",-0.0652732,0.2129587,0.2782319
82,6.8613873,7.073898,"('poor', 'rich')",6.8613873,7.0738978,0.2125105
83,-0.5514173,-0.55013,"('powerless', 'powerful')",-0.5514173,-0.55013,0.0012873
84,0.4057653,0.36835027,"('inferior', 'superior')",0.4057653,0.3683503,-0.037415
85,-0.70796704,-1.0610262,"('insignificant', 'prestigious')",-0.707967,-1.0610262,-0.3530592
86,0.20768481,0.3003303,"('uninfluential', 'influential')",0.2076848,0.3003303,0.0926455
87,-0.10361737,0.037266612,"('unsuccessful', 'successful')",-0.1036174,0.0372666,0.140884
88,-0.11419929,-0.034492552,"('low', 'eminent')",-0.1141993,-0.0344926,0.0797067
