,tractor_male,tractor_female,tuple,supply_male,supply_female,co_male,co_female,average_male,average_female,female-male
0,1.0466053,0.9267672,"('unsociable', 'sociable')",0.81444824,0.8606774,0.24211478,0.09143404,0.7010562,0.6262929,-0.0747633
1,0.028013885,0.04325635,"('unfriendly', 'friendly')",0.33805323,0.3469379,1.9213284,1.8397752,0.7624652,0.7433232,-0.019142
2,-0.64760154,-0.60537684,"('unlikable', 'likable')",0.3920364,0.3984971,0.5405709,0.6156767,0.0950019,0.1362657,0.0412638
3,0.26218584,0.35270393,"('repellent', 'pleasant')",-0.08240582,0.11542409,0.5205813,0.54702234,0.2334538,0.3383834,0.1049296
4,-0.2874633,-0.27697173,"('disliked', 'liked')",0.24403036,0.19331893,-6.7204475,-6.8024783,-2.2546269,-2.2953771,-0.0407502
5,-1.0516635,-1.0244236,"('distant', 'outgoing')",-0.7639741,-0.7489559,-0.6557175,-0.59621674,-0.823785,-0.7898654,0.0339196
6,-1.7571185,-1.70383,"('distant', 'open')",-1.0310322,-0.98551536,-0.4857115,-0.46278584,-1.0912875,-1.0507104,0.0405771
7,0.40300542,0.395126,"('insensitive', 'sensitive')",-0.24885558,-0.11171344,0.31838968,0.33066168,0.1575132,0.2046914,0.0471782
8,-0.67740506,-0.63583076,"('unaffectionate', 'affectionate')",-0.67423004,-0.7033035,0.95797455,0.8997977,-0.1312202,-0.1464455,-0.0152253
9,0.05498942,0.057862684,"('unaffectionate', 'caring')",-0.15367098,-0.09950107,1.230011,1.2349033,0.3771098,0.397755,0.0206452
10,0.66891426,0.6406449,"('unsympathetic', 'sympathetic')",-0.43986678,-0.21118595,0.09709517,0.1426672,0.1087142,0.1907087,0.0819945
11,0.1414184,0.13778436,"('unhelpful', 'helpful')",1.2164363,1.253512,2.1651905,2.2086778,1.1743484,1.1999914,0.025643
12,0.5958129,0.7236556,"('unsupportive', 'supportive')",0.16245624,0.42228955,-2.0490947,-1.9887762,-0.4302752,-0.2809437,0.1493315
13,0.77167946,0.71352386,"('impolite', 'polite')",0.6076332,0.7490705,-0.24609636,-0.26084483,0.3777388,0.4005832,0.0228444
14,0.95004016,0.7964667,"('antisocial', 'social')",1.4341242,1.4417081,0.13942833,0.08010402,0.8411976,0.7727597,-0.0684379
15,0.7518623,0.6551704,"('boring', 'funny')",0.05984761,-0.121579796,0.37733755,0.3059585,0.3963492,0.2798497,-0.1164995
16,-1.0229928,-0.9900763,"('unpopular', 'popular')",-1.1375366,-1.1278837,0.16661987,0.08970037,-0.6646366,-0.6760865,-0.0114499
17,-0.3642032,-0.27340913,"('nasty', 'nice')",0.5669452,0.5936822,-0.25933868,-0.24148476,-0.0188656,0.0262628,0.0451284
18,-1.9603208,-1.8748063,"('disagreeable', 'welcoming')",-1.7525764,-1.6448647,-1.0371983,-1.0914373,-1.5833651,-1.5370361,0.046329
19,-0.55436534,-0.4833255,"('inhospitable', 'hospitable')",-0.97904617,-0.9164271,-0.23171616,-0.19686526,-0.5883759,-0.532206,0.0561699
