,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9645582,-1.8471849,"('unsociable', 'sociable')",1.2384672,1.1225804,-0.5794059,-0.70099914,-0.4351656,-0.4752012,-0.0400356
1,-0.24078278,-0.09306054,"('unfriendly', 'friendly')",-0.4429112,-0.47334167,1.7463895,1.7220798,0.3542318,0.3852259,0.0309941
2,-0.0067518335,0.016024254,"('unlikable', 'likable')",1.7133954,1.6773785,0.9783418,1.1160376,0.8949951,0.9364801,0.041485
3,-1.6441013,-1.4124006,"('repellent', 'pleasant')",1.0548718,1.1660416,0.3375739,0.36375874,-0.0838852,0.0391333,0.1230185
4,0.67431325,0.6475208,"('disliked', 'liked')",-0.48707682,-0.6105701,-6.167775,-6.029369,-1.9935129,-1.9974728,-0.0039599
5,1.4057,1.4203194,"('distant', 'outgoing')",-2.199423,-2.0879214,-0.10871275,0.020319263,-0.3008119,-0.2157609,0.085051
6,1.7162071,1.8084736,"('distant', 'open')",-2.3709822,-2.2278588,0.33348075,0.44730207,-0.1070981,0.0093056,0.1164037
7,-0.9618517,-0.7872096,"('insensitive', 'sensitive')",0.51964194,0.60917336,0.3946492,0.4005222,-0.0158535,0.074162,0.0900155
8,-0.7305254,-0.7880993,"('unaffectionate', 'affectionate')",-0.6673818,-0.6581869,0.4705687,0.4675553,-0.3091129,-0.3262436,-0.0171307
9,0.23694786,0.3156006,"('unaffectionate', 'caring')",-0.033399366,0.0014910605,1.184527,1.2357979,0.4626919,0.5176299,0.054938
10,-2.5097184,-2.1982002,"('unsympathetic', 'sympathetic')",1.049029,1.1197635,-0.35245603,-0.38575944,-0.6043818,-0.4880654,0.1163164
11,-1.1477747,-1.0698764,"('unhelpful', 'helpful')",0.53996193,0.542224,2.079786,2.084294,0.4906578,0.5188805,0.0282227
12,0.87227976,1.093753,"('unsupportive', 'supportive')",1.5177842,1.7953525,-1.6078148,-1.4217993,0.2607497,0.489102,0.2283523
13,-1.7608222,-1.6800473,"('impolite', 'polite')",0.8850575,0.85857975,-0.22435538,-0.28068173,-0.3667067,-0.3673831,-0.0006764
14,-1.6073827,-1.568435,"('antisocial', 'social')",2.1899278,2.1164393,-0.6438587,-0.75102526,-0.0204378,-0.0676736,-0.0472358
15,0.7526714,0.55651844,"('boring', 'funny')",-0.9812597,-1.1498756,0.605395,0.5462068,0.1256022,-0.0157168,-0.141319
16,-0.12753344,-0.05382862,"('unpopular', 'popular')",-0.82426864,-0.7867515,0.67609644,0.6372533,-0.0919019,-0.0677756,0.0241263
17,0.17057833,0.25067133,"('nasty', 'nice')",-0.7661129,-0.7370963,-0.17314415,-0.17575252,-0.2562262,-0.2207258,0.0355004
18,0.054841414,0.152364,"('disagreeable', 'welcoming')",-0.9401639,-0.78905493,-0.32412544,-0.2771696,-0.4031493,-0.3046202,0.0985291
19,0.2963641,0.34518325,"('inhospitable', 'hospitable')",-1.6991493,-1.7134163,-0.031287868,0.12374816,-0.4780244,-0.4148283,0.0631961
20,-1.0019304,-0.9179706,"('rough', 'thoughtful')",1.0901906,1.1168131,1.0725803,1.0208515,0.3869469,0.4065646,0.0196177
21,-1.28227,-1.1357576,"('immoral', 'moral')",1.2063087,1.213403,-0.5966378,-0.62041897,-0.2241997,-0.1809245,0.0432752
22,-1.1447251,-1.0458114,"('untrustworthy', 'trustworthy')",1.0461522,1.020344,-1.0664458,-1.1191677,-0.3883396,-0.381545,0.0067946
23,-0.7854893,-0.658693,"('insincere', 'sincere')",0.7992897,0.7967902,5.7936444,5.534279,1.9358149,1.8907921,-0.0450228
24,-0.45499146,-0.4306439,"('dishonest', 'honest')",0.13987023,0.16312957,0.7724747,0.71150255,0.1524512,0.1479961,-0.0044551
25,0.5120406,0.4716961,"('egoistic', 'altruistic')",-0.5616962,-0.6187317,1.4687806,1.385179,0.4730417,0.4127145,-0.0603272
26,1.0281044,1.0206876,"('hardhearted', 'benevolent')",0.87582386,0.8288073,1.7468468,1.6855072,1.216925,1.1783341,-0.0385909
27,0.29231167,0.31971613,"('hardhearted', 'softhearted')",-0.35126725,-0.21316639,1.1689876,1.1471273,0.3700107,0.4178923,0.0478816
28,-1.1282375,-1.0739534,"('disloyal', 'loyal')",0.41185778,0.2300293,0.77155024,0.59967095,0.0183902,-0.0814177,-0.0998079
29,-0.29385886,-0.29847834,"('unfair', 'fair')",-0.5009276,-0.5134715,-0.702473,-0.8219748,-0.4990865,-0.5446416,-0.0455551
30,-1.4565358,-1.3258576,"('intolerant', 'tolerant')",0.6925206,0.5785601,1.3549908,1.2765408,0.1969919,0.1764144,-0.0205775
31,0.7002515,0.75934154,"('evil', 'good')",-1.8008889,-1.6747612,-0.94941014,-0.92759234,-0.6833492,-0.6143373,0.0690119
32,0.89613277,0.87077844,"('unkind', 'kind')",2.0903354,1.9974174,1.3545401,1.214516,1.4470027,1.3609041,-0.0860986
33,1.1615205,1.1190889,"('wrong', 'right')",-0.5905713,-0.56239843,-0.2929461,-0.31656218,0.0926677,0.0800428,-0.0126249
34,0.17696258,0.36893305,"('mean', 'honorable')",0.11051999,0.27588362,6.034713,6.07518,2.1073985,2.2399988,0.1326003
35,1.7907469,1.6177295,"('corrupt', 'incorrupt')",-2.0283446,-2.0582922,-0.0028497295,-0.13033783,-0.0801491,-0.1903001,-0.110151
36,0.39957833,0.42864573,"('hostile', 'amicable')",-2.3672724,-2.4536471,0.3962469,0.23521644,-0.5238157,-0.596595,-0.0727793
37,-0.4250668,-0.30059618,"('fake', 'genuine')",0.19065239,0.23899502,0.17130645,0.20241888,-0.021036,0.0469392,0.0679752
38,-0.61589974,-0.49304897,"('untruthful', 'truthful')",-0.7909228,-0.749217,0.31730616,0.38897026,-0.3631721,-0.2844319,0.0787402
39,1.0291048,1.0301012,"('exploitative', 'cooperative')",2.3641093,2.3607965,0.16063231,0.12181166,1.1846155,1.1709031,-0.0137124
40,0.66837883,0.8006697,"('stingy', 'generous')",0.19923353,0.37882507,-1.7830479,-1.7329925,-0.3051452,-0.1844992,0.120646
41,-0.79514253,-0.63336694,"('unforgiving', 'forgiving')",0.9837228,1.0227143,0.3303278,0.31813854,0.1729694,0.2358286,0.0628592
42,1.0769852,1.2356515,"('unreliable', 'reliable')",1.7099831,1.8310506,-2.709048,-2.5314238,0.0259734,0.1784261,0.1524527
43,-1.2859874,-1.0887902,"('irresponsible', 'responsible')",1.3129125,1.3800702,0.44206834,0.49566343,0.1563311,0.2623145,0.1059834
44,0.65956336,0.6614857,"('prejudiced', 'unprejudiced')",-0.2845431,-0.32768503,-1.2320734,-1.2442539,-0.2856844,-0.3034844,-0.0178
45,-2.462138,-2.087093,"('incompetent', 'competent')",0.6655427,0.6584193,-0.57837844,-0.60139394,-0.7916579,-0.6766892,0.1149687
46,-3.1406703,-2.813319,"('uncompetitive', 'competitive')",1.7285206,1.7821072,-0.99396783,-0.979459,-0.8020391,-0.6702236,0.1318155
47,0.14207841,0.17493764,"('stupid', 'smart')",1.0281187,1.0434446,5.5281754,5.4807763,2.2327908,2.2330529,0.0002621
48,-1.4009159,-1.2879219,"('unintelligent', 'intelligent')",0.119006336,0.18051526,0.5009499,0.53587174,-0.2603198,-0.1905116,0.0698082
49,-0.51596695,-0.38801512,"('unable', 'able')",-0.5753631,-0.50955516,-0.061154157,0.07602478,-0.3841614,-0.2738485,0.1103129
50,0.9420808,0.9303226,"('clumsy', 'skillful')",-0.35809618,-0.29189706,0.29365197,0.32672036,0.2925455,0.3217153,0.0291698
51,-1.4969832,-1.5337563,"('uneducated', 'educated')",1.0772936,0.9905081,0.5757807,0.4555783,0.0520304,-0.0292233,-0.0812537
52,0.5914134,0.3634865,"('irrational', 'rational')",-1.7143774,-1.8168335,0.21847466,0.070042394,-0.3014965,-0.4611015,-0.159605
53,-1.7269189,-1.6948842,"('uncreative', 'creative')",-0.30757323,-0.384897,0.9276851,0.90383285,-0.3689357,-0.3919827,-0.023047
54,0.012557045,-0.00074489415,"('incapable', 'capable')",-0.46436238,-0.49054438,1.0115672,0.9957484,0.1865873,0.168153,-0.0184343
55,-3.7775693,-3.5343912,"('incompetent', 'clever')",1.6192173,1.6400028,-0.26320744,-0.3010142,-0.8071864,-0.7318009,0.0753855
56,-0.2367475,-0.14927132,"('impractical', 'practical')",1.9697182,1.8294214,0.20134345,0.18453483,0.6447714,0.6215616,-0.0232098
57,-1.858805,-1.7333056,"('unimaginative', 'imaginative')",-0.34631354,-0.42617142,-2.6428666,-2.5981085,-1.6159951,-1.5858618,0.0301333
58,-2.3294432,-2.184924,"('undiscriminating', 'discriminating')",0.4085635,0.359501,-0.2761752,-0.25043428,-0.7323516,-0.6919524,0.0403992
59,2.2907171,2.1686072,"('foolish', 'wise')",-1.2772286,-1.3000356,0.84347606,0.8378443,0.6189882,0.5688053,-0.0501829
60,-1.903909,-1.7420201,"('inefficient', 'efficient')",2.4138165,2.4693384,-0.27077124,-0.15564996,0.0797121,0.1905561,0.110844
61,-1.394825,-1.4148843,"('illogical', 'logical')",-0.34099522,-0.3956068,0.015791085,-0.15429872,-0.573343,-0.65493,-0.081587
