,zoetis_male,zoetis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.17379802,-0.29369524,"('unsociable', 'sociable')",-0.36496815,-0.5784602,-0.2693831,-0.4360777,-0.1666946
1,-0.08613111,-0.21999954,"('unfriendly', 'friendly')",1.3787332,1.1382792,0.646301,0.4591398,-0.1871612
2,0.5911135,0.56582415,"('unlikable', 'likable')",0.8252602,0.9431247,0.7081869,0.7544744,0.0462875
3,-0.6360937,-0.5448021,"('repellent', 'pleasant')",0.12802795,0.20463364,-0.2540329,-0.1700842,0.0839487
4,-0.6531707,-0.6893703,"('disliked', 'liked')",-6.2727413,-6.277509,-3.462956,-3.4834397,-0.0204837
5,-1.5095638,-1.5030873,"('distant', 'outgoing')",-0.5603709,-0.55973023,-1.0349674,-1.0314088,0.0035586
6,-1.7298836,-1.689209,"('distant', 'open')",-0.0784252,-0.08813099,-0.9041544,-0.88867,0.0154844
7,-0.07448447,0.008399638,"('insensitive', 'sensitive')",0.14287248,0.14196797,0.034194,0.0751838,0.0409898
8,-0.16165526,-0.22739363,"('unaffectionate', 'affectionate')",0.6106164,0.48671067,0.2244806,0.1296585,-0.0948221
9,-0.3628126,-0.31534752,"('unaffectionate', 'caring')",0.8192936,0.78858054,0.2282405,0.2366165,0.008376
10,-0.32079554,-0.27359194,"('unsympathetic', 'sympathetic')",-0.37804994,-0.4078572,-0.3494228,-0.3407246,0.0086982
11,0.8243505,0.8808199,"('unhelpful', 'helpful')",1.9441283,2.0147202,1.3842394,1.4477701,0.0635307
12,0.9649446,1.1368121,"('unsupportive', 'supportive')",-1.8772367,-1.7975376,-0.4561461,-0.3303627,0.1257834
13,-0.3885626,-0.4005949,"('impolite', 'polite')",-0.42886353,-0.43735406,-0.408713,-0.4189745,-0.0102615
14,0.43426684,0.46617723,"('antisocial', 'social')",-0.3225714,-0.4155405,0.0558477,0.0253184,-0.0305293
15,-0.6764658,-0.79465264,"('boring', 'funny')",0.6281671,0.57276547,-0.0241494,-0.1109436,-0.0867942
16,-1.7714567,-1.7698283,"('unpopular', 'popular')",0.43085665,0.39703292,-0.6703,-0.6863977,-0.0160977
17,0.16947925,0.33824933,"('nasty', 'nice')",-0.32341212,-0.31553736,-0.0769664,0.011356,0.0883224
18,0.36758006,0.44466692,"('disagreeable', 'welcoming')",-0.32492083,-0.33441356,0.0213296,0.0551267,0.0337971
19,-1.5652792,-1.5654823,"('inhospitable', 'hospitable')",-0.41894716,-0.30468547,-0.9921132,-0.9350839,0.0570293
20,0.63466483,0.60228574,"('rough', 'thoughtful')",1.2856091,1.1810837,0.960137,0.8916847,-0.0684523
21,0.9476656,0.8529417,"('immoral', 'moral')",-0.3909731,-0.4227336,0.2783462,0.215104,-0.0632422
22,0.6331351,0.5515889,"('untrustworthy', 'trustworthy')",-0.63284385,-0.73401994,0.0001456,-0.0912155,-0.0913611
23,0.9602698,0.9724937,"('insincere', 'sincere')",5.4101033,5.3210363,3.1851866,3.146765,-0.0384216
24,-0.33780733,-0.40953937,"('dishonest', 'honest')",0.648527,0.60730696,0.1553598,0.0988838,-0.056476
25,-0.34700555,-0.4268778,"('egoistic', 'altruistic')",1.254318,1.0721412,0.4536562,0.3226317,-0.1310245
26,0.7242263,0.47784996,"('hardhearted', 'benevolent')",1.700956,1.4755558,1.2125912,0.9767029,-0.2358883
27,0.8733999,1.0551343,"('hardhearted', 'softhearted')",1.2325764,1.1310049,1.0529882,1.0930696,0.0400814
28,0.23787306,0.17115685,"('disloyal', 'loyal')",0.9535293,0.8022965,0.5957012,0.4867267,-0.1089745
29,-0.9106181,-0.96655643,"('unfair', 'fair')",-0.5767845,-0.7570436,-0.7437013,-0.8618,-0.1180987
30,1.0646954,0.9883889,"('intolerant', 'tolerant')",1.5776855,1.5616363,1.3211904,1.2750126,-0.0461778
31,-1.2112889,-1.1728024,"('evil', 'good')",-1.0830674,-1.2156521,-1.1471782,-1.1942272,-0.047049
32,0.4157738,0.38905048,"('unkind', 'kind')",1.06618,0.86605555,0.7409769,0.627553,-0.1134239
33,-0.2743686,-0.2838711,"('wrong', 'right')",-0.6153465,-0.6729754,-0.4448575,-0.4784233,-0.0335658
34,-0.13372993,-0.05548759,"('mean', 'honorable')",5.8219967,5.9505734,2.8441334,2.9475429,0.1034095
35,-0.52826035,-0.52799803,"('corrupt', 'incorrupt')",-0.42405924,-0.548091,-0.4761598,-0.5380445,-0.0618847
36,-1.4342204,-1.5125953,"('hostile', 'amicable')",0.19519924,-0.012886118,-0.6195106,-0.7627407,-0.1432301
37,0.55320525,0.5205594,"('fake', 'genuine')",0.3141045,0.2976254,0.4336549,0.4090924,-0.0245625
38,0.19473457,0.263733,"('untruthful', 'truthful')",-0.0347059,0.067363515,0.0800143,0.1655483,0.085534
39,0.28698173,0.36356544,"('exploitative', 'cooperative')",0.45185453,0.42429635,0.3694181,0.3939309,0.0245128
40,0.45822564,0.40028977,"('stingy', 'generous')",-1.7715839,-1.9404736,-0.6566792,-0.7700919,-0.1134127
41,0.9739009,0.98761165,"('unforgiving', 'forgiving')",0.26700792,0.23770642,0.6204544,0.612659,-0.0077954
