,newfield_male,newfield_female,tuple,exploration_male,exploration_female,co_male,co_female,average_male,average_female,female-male
0,-1.1458557,-1.179911,"('unsociable', 'sociable')",0.25181693,0.1820156,-0.14398025,-0.26158234,-0.3460063,-0.4198259,-0.0738196
1,-1.341716,-1.5191514,"('unfriendly', 'friendly')",0.73046714,0.48671538,1.7604359,1.6708213,0.3830624,0.2127951,-0.1702673
2,0.049922913,0.055985913,"('unlikable', 'likable')",1.2040749,1.1713213,0.6796241,0.77576077,0.6445406,0.6676893,0.0231487
3,-0.113211624,-0.10690147,"('repellent', 'pleasant')",0.17354427,0.16508836,0.46945786,0.5082728,0.1765968,0.1888199,0.0122231
4,0.07578306,0.017982012,"('disliked', 'liked')",-0.40141615,-0.4950558,-7.268676,-7.3617854,-2.5314363,-2.612953,-0.0815167
5,-0.92719066,-0.95826924,"('distant', 'outgoing')",-1.0218443,-1.047156,-0.3182848,-0.2884348,-0.7557732,-0.76462,-0.0088468
6,-1.0489268,-1.0864947,"('distant', 'open')",-0.86980236,-0.96704435,-0.12564105,-0.09156762,-0.6814567,-0.7150355,-0.0335788
7,-0.6102754,-0.5389588,"('insensitive', 'sensitive')",0.7554452,0.7929083,0.112128094,0.14640428,0.085766,0.1334513,0.0476853
8,-0.89092225,-1.053052,"('unaffectionate', 'affectionate')",0.34828633,0.19527322,0.9600351,0.86270404,0.1391331,0.0016418,-0.1374913
9,-0.9861445,-1.1040739,"('unaffectionate', 'caring')",0.92803824,0.8228519,1.1968688,1.1802402,0.3795875,0.2996727,-0.0799148
10,-1.2236753,-1.2214131,"('unsympathetic', 'sympathetic')",0.17149423,0.14602093,-0.4194689,-0.3795546,-0.49055,-0.4849823,0.0055677
11,-0.66315836,-0.597938,"('unhelpful', 'helpful')",0.38758138,0.48837033,1.6594071,1.7163532,0.4612767,0.5355952,0.0743185
12,-0.15383473,-0.1354329,"('unsupportive', 'supportive')",0.8190367,0.85213923,-2.1231687,-2.1120343,-0.4859889,-0.4651093,0.0208796
13,0.13750389,0.24468297,"('impolite', 'polite')",0.415278,0.5387315,-0.25210622,-0.23600699,0.1002252,0.1824692,0.082244
14,0.0294578,0.07312562,"('antisocial', 'social')",0.5399062,0.610069,-0.15087757,-0.23797834,0.1394955,0.1484054,0.0089099
