,cocoa_male,cocoa_female,tuple,average_male,average_female,female-male
0,-0.08635837,-0.25554594,"('unsociable', 'sociable')",-0.0863584,-0.2555459,-0.1691875
1,1.5781271,1.5971302,"('unfriendly', 'friendly')",1.5781271,1.5971302,0.0190031
2,0.61044115,0.68950766,"('unlikable', 'likable')",0.6104411,0.6895077,0.0790666
3,0.98621017,1.0933585,"('repellent', 'pleasant')",0.9862102,1.0933585,0.1071483
4,-7.2087045,-7.210675,"('disliked', 'liked')",-7.2087045,-7.2106748,-0.0019703
5,0.050421715,0.16210583,"('distant', 'outgoing')",0.0504217,0.1621058,0.1116841
6,0.32503322,0.47066805,"('distant', 'open')",0.3250332,0.470668,0.1456348
7,1.3293577,1.2829465,"('insensitive', 'sensitive')",1.3293577,1.2829465,-0.0464112
8,1.1648647,1.1766987,"('unaffectionate', 'affectionate')",1.1648647,1.1766987,0.011834
9,1.6079059,1.7112085,"('unaffectionate', 'caring')",1.6079059,1.7112085,0.1033026
10,1.0235214,0.9643209,"('unsympathetic', 'sympathetic')",1.0235214,0.9643209,-0.0592005
11,2.001772,2.0071528,"('unhelpful', 'helpful')",2.0017719,2.0071528,0.0053809
12,-1.1037514,-1.1294695,"('unsupportive', 'supportive')",-1.1037514,-1.1294695,-0.0257181
13,0.045203064,-0.067117974,"('impolite', 'polite')",0.0452031,-0.067118,-0.1123211
14,0.20954943,0.065080725,"('antisocial', 'social')",0.2095494,0.0650807,-0.1444687
15,0.4903244,0.5287263,"('boring', 'funny')",0.4903244,0.5287263,0.0384019
16,-0.38919598,-0.29153478,"('unpopular', 'popular')",-0.389196,-0.2915348,0.0976612
17,-0.007219676,0.023579866,"('nasty', 'nice')",-0.0072197,0.0235799,0.0307996
18,-0.10073613,-0.122616276,"('disagreeable', 'welcoming')",-0.1007361,-0.1226163,-0.0218802
19,-0.2244988,-0.102411345,"('inhospitable', 'hospitable')",-0.2244988,-0.1024113,0.1220875
20,0.8945106,0.8156703,"('rough', 'thoughtful')",0.8945106,0.8156703,-0.0788403
21,0.269709,0.27042258,"('immoral', 'moral')",0.269709,0.2704226,0.0007136
22,0.014254261,-0.12533,"('untrustworthy', 'trustworthy')",0.0142543,-0.12533,-0.1395843
23,6.849227,6.910532,"('insincere', 'sincere')",6.849227,6.910532,0.061305
24,2.1534426,2.1483002,"('dishonest', 'honest')",2.1534426,2.1483002,-0.0051424
25,0.57558185,0.49812338,"('egoistic', 'altruistic')",0.5755818,0.4981234,-0.0774584
26,0.23630336,0.24202031,"('hardhearted', 'benevolent')",0.2363034,0.2420203,0.0057169
27,1.4862123,1.4434464,"('hardhearted', 'softhearted')",1.4862123,1.4434464,-0.0427659
28,1.1519992,1.1704869,"('disloyal', 'loyal')",1.1519992,1.1704869,0.0184877
29,-0.23003715,-0.33530307,"('unfair', 'fair')",-0.2300372,-0.3353031,-0.1052659
30,1.0982475,0.9599409,"('intolerant', 'tolerant')",1.0982475,0.9599409,-0.1383066
31,-1.0613172,-0.9712125,"('evil', 'good')",-1.0613172,-0.9712125,0.0901047
32,1.2699864,1.1746651,"('unkind', 'kind')",1.2699864,1.1746651,-0.0953213
33,-0.351214,-0.26657638,"('wrong', 'right')",-0.351214,-0.2665764,0.0846376
34,4.659613,4.846789,"('mean', 'honorable')",4.6596131,4.8467889,0.1871758
35,-0.7579989,-0.7366979,"('corrupt', 'incorrupt')",-0.7579989,-0.7366979,0.021301
36,-0.69159764,-0.66663015,"('hostile', 'amicable')",-0.6915976,-0.6666301,0.0249675
37,1.0198687,1.0046599,"('fake', 'genuine')",1.0198687,1.0046599,-0.0152088
38,0.09469306,0.07110446,"('untruthful', 'truthful')",0.0946931,0.0711045,-0.0235886
39,0.13085759,0.109367326,"('exploitative', 'cooperative')",0.1308576,0.1093673,-0.0214903
40,-1.116537,-1.2348822,"('stingy', 'generous')",-1.116537,-1.2348822,-0.1183452
41,-0.21533844,-0.27884537,"('unforgiving', 'forgiving')",-0.2153384,-0.2788454,-0.063507
42,-1.8662986,-1.9576763,"('unreliable', 'reliable')",-1.8662986,-1.9576763,-0.0913777
43,1.2936428,1.1703384,"('irresponsible', 'responsible')",1.2936428,1.1703384,-0.1233044
44,-1.3954904,-1.6096262,"('prejudiced', 'unprejudiced')",-1.3954904,-1.6096262,-0.2141358
45,0.28143528,0.27263996,"('incompetent', 'competent')",0.2814353,0.27264,-0.0087953
46,-0.5254397,-0.5503805,"('uncompetitive', 'competitive')",-0.5254397,-0.5503805,-0.0249408
47,5.7141824,5.867465,"('stupid', 'smart')",5.7141824,5.867465,0.1532826
48,1.1483284,1.0807136,"('unintelligent', 'intelligent')",1.1483284,1.0807136,-0.0676148
49,0.36498934,0.4980874,"('unable', 'able')",0.3649893,0.4980874,0.1330981
50,0.30009782,0.4310012,"('clumsy', 'skillful')",0.3000978,0.4310012,0.1309034
51,0.55095845,0.5374541,"('uneducated', 'educated')",0.5509585,0.5374541,-0.0135044
52,-0.2976823,-0.19021437,"('irrational', 'rational')",-0.2976823,-0.1902144,0.1074679
53,0.57493335,0.5586825,"('uncreative', 'creative')",0.5749334,0.5586825,-0.0162509
54,1.4655255,1.5894381,"('incapable', 'capable')",1.4655255,1.5894381,0.1239126
55,0.95192415,0.86903393,"('incompetent', 'clever')",0.9519241,0.8690339,-0.0828902
56,0.6202039,0.60702693,"('impractical', 'practical')",0.6202039,0.6070269,-0.013177
57,-2.4661272,-2.4769914,"('unimaginative', 'imaginative')",-2.4661272,-2.4769914,-0.0108642
58,-0.2147435,-0.24479982,"('undiscriminating', 'discriminating')",-0.2147435,-0.2447998,-0.0300563
59,0.35904226,0.5260409,"('foolish', 'wise')",0.3590423,0.5260409,0.1669986
60,0.41265756,0.33102435,"('inefficient', 'efficient')",0.4126576,0.3310243,-0.0816333
61,0.57208216,0.4661253,"('illogical', 'logical')",0.5720822,0.4661253,-0.1059569
