,sculpting_male,sculpting_female,tuple,average_male,average_female,female-male
0,-1.8593184,-1.9030569,"('unsociable', 'sociable')",-1.8593184,-1.9030569,-0.0437385
1,0.15779842,-0.0522737,"('unfriendly', 'friendly')",0.1577984,-0.0522737,-0.2100721
2,0.3954553,0.50530684,"('unlikable', 'likable')",0.3954553,0.5053068,0.1098515
3,-1.0986816,-0.98092836,"('repellent', 'pleasant')",-1.0986816,-0.9809284,0.1177532
4,-1.001619,-1.0738726,"('disliked', 'liked')",-1.001619,-1.0738726,-0.0722536
5,0.5405399,0.49002,"('distant', 'outgoing')",0.5405399,0.49002,-0.0505199
6,0.24086252,0.13663223,"('distant', 'open')",0.2408625,0.1366322,-0.1042303
7,-0.965486,-0.9584336,"('insensitive', 'sensitive')",-0.965486,-0.9584336,0.0070524
8,-0.3771146,-0.56326133,"('unaffectionate', 'affectionate')",-0.3771146,-0.5632613,-0.1861467
9,-0.51233315,-0.66836685,"('unaffectionate', 'caring')",-0.5123332,-0.6683668,-0.1560336
10,-2.2990303,-2.3359346,"('unsympathetic', 'sympathetic')",-2.2990303,-2.3359346,-0.0369043
11,-1.0351945,-0.94423306,"('unhelpful', 'helpful')",-1.0351945,-0.9442331,0.0909614
12,-1.8301134,-1.852224,"('unsupportive', 'supportive')",-1.8301134,-1.852224,-0.0221106
13,-1.6308281,-1.5580491,"('impolite', 'polite')",-1.6308281,-1.5580491,0.072779
14,-1.349385,-1.2334162,"('antisocial', 'social')",-1.349385,-1.2334162,0.1159688
15,0.6545992,0.61988443,"('boring', 'funny')",0.6545992,0.6198844,-0.0347148
16,-0.0255038,-0.019546159,"('unpopular', 'popular')",-0.0255038,-0.0195462,0.0059576
17,-0.11621764,-0.08166495,"('nasty', 'nice')",-0.1162176,-0.0816649,0.0345527
18,-0.7005616,-0.6805283,"('disagreeable', 'welcoming')",-0.7005616,-0.6805283,0.0200333
19,-0.061228983,-0.099745624,"('inhospitable', 'hospitable')",-0.061229,-0.0997456,-0.0385166
20,0.16308127,0.1924139,"('rough', 'thoughtful')",0.1630813,0.1924139,0.0293326
21,-1.0886801,-0.9015353,"('immoral', 'moral')",-1.0886801,-0.9015353,0.1871448
22,-0.8792999,-0.885541,"('untrustworthy', 'trustworthy')",-0.8792999,-0.885541,-0.0062411
23,0.8153691,0.767933,"('insincere', 'sincere')",0.8153691,0.767933,-0.0474361
24,-0.9426027,-1.0322279,"('dishonest', 'honest')",-0.9426027,-1.0322279,-0.0896252
25,0.7046696,0.7103767,"('egoistic', 'altruistic')",0.7046696,0.7103767,0.0057071
26,0.67173743,0.42644975,"('hardhearted', 'benevolent')",0.6717374,0.4264497,-0.2452877
27,-0.42022562,-0.6207193,"('hardhearted', 'softhearted')",-0.4202256,-0.6207193,-0.2004937
28,-0.5135444,-0.6889477,"('disloyal', 'loyal')",-0.5135444,-0.6889477,-0.1754033
29,-0.17921741,-0.1879685,"('unfair', 'fair')",-0.1792174,-0.1879685,-0.0087511
30,-1.8318305,-1.7633815,"('intolerant', 'tolerant')",-1.8318305,-1.7633815,0.068449
31,-0.13497455,-0.22968248,"('evil', 'good')",-0.1349746,-0.2296825,-0.0947079
32,-0.3937304,-0.43452212,"('unkind', 'kind')",-0.3937304,-0.4345221,-0.0407917
33,1.0994627,1.0773093,"('wrong', 'right')",1.0994627,1.0773093,-0.0221534
34,1.123899,1.2830833,"('mean', 'honorable')",1.123899,1.2830833,0.1591843
35,1.2587316,1.09377,"('corrupt', 'incorrupt')",1.2587316,1.09377,-0.1649616
36,0.8170023,0.5892637,"('hostile', 'amicable')",0.8170023,0.5892637,-0.2277386
37,-0.9600508,-0.9668808,"('fake', 'genuine')",-0.9600508,-0.9668808,-0.00683
38,-0.33260268,-0.32969713,"('untruthful', 'truthful')",-0.3326027,-0.3296971,0.0029056
39,-0.95407295,-0.8991948,"('exploitative', 'cooperative')",-0.954073,-0.8991948,0.0548782
40,-1.0854404,-1.2784399,"('stingy', 'generous')",-1.0854404,-1.2784399,-0.1929995
41,-0.4273914,-0.6689589,"('unforgiving', 'forgiving')",-0.4273914,-0.6689589,-0.2415675
42,-0.89768386,-0.795983,"('unreliable', 'reliable')",-0.8976839,-0.795983,0.1017009
43,-1.7798251,-1.676118,"('irresponsible', 'responsible')",-1.7798251,-1.676118,0.1037071
44,0.42057437,0.5936818,"('prejudiced', 'unprejudiced')",0.4205744,0.5936818,0.1731074
45,-1.4838537,-1.5657135,"('incompetent', 'competent')",-1.4838537,-1.5657135,-0.0818598
46,-1.9081734,-1.8558476,"('uncompetitive', 'competitive')",-1.9081734,-1.8558476,0.0523258
47,0.7793004,0.86907655,"('stupid', 'smart')",0.7793004,0.8690766,0.0897762
48,-1.5285311,-1.567619,"('unintelligent', 'intelligent')",-1.5285311,-1.567619,-0.0390879
49,0.056925315,0.17769337,"('unable', 'able')",0.0569253,0.1776934,0.1207681
50,0.42887086,0.5044177,"('clumsy', 'skillful')",0.4288709,0.5044177,0.0755468
51,-0.70328665,-0.6572872,"('uneducated', 'educated')",-0.7032866,-0.6572872,0.0459994
52,0.5680487,0.3985249,"('irrational', 'rational')",0.5680487,0.3985249,-0.1695238
53,1.6231484,1.5462008,"('uncreative', 'creative')",1.6231484,1.5462008,-0.0769476
54,1.1708306,1.1431764,"('incapable', 'capable')",1.1708306,1.1431764,-0.0276542
55,-2.0937083,-2.0169363,"('incompetent', 'clever')",-2.0937083,-2.0169363,0.076772
56,-0.28414503,-0.16597936,"('impractical', 'practical')",-0.284145,-0.1659794,0.1181656
57,0.33908185,0.18706305,"('unimaginative', 'imaginative')",0.3390819,0.1870631,-0.1520188
58,0.92020434,0.8578784,"('undiscriminating', 'discriminating')",0.9202043,0.8578784,-0.0623259
59,0.68278813,0.59170115,"('foolish', 'wise')",0.6827881,0.5917011,-0.091087
60,-1.4948059,-1.2244302,"('inefficient', 'efficient')",-1.4948059,-1.2244302,0.2703757
61,-0.55192256,-0.5756547,"('illogical', 'logical')",-0.5519226,-0.5756547,-0.0237321
62,-1.1502273,-1.0162358,"('incompetent', 'brilliant')",-1.1502273,-1.0162358,0.1339915
63,-1.3370585,-1.3464594,"('unperceptive', 'insightful')",-1.3370585,-1.3464594,-0.0094009
64,-2.369091,-2.3035495,"('shy', 'confident')",-2.369091,-2.3035495,0.0655415
65,-1.452211,-1.3791181,"('insecure', 'secure')",-1.452211,-1.3791181,0.0730929
66,0.19978836,0.1651633,"('inactive', 'active')",0.1997884,0.1651633,-0.0346251
67,0.26432425,0.402466,"('doubtful', 'determined')",0.2643242,0.402466,0.1381418
68,-0.45113644,-0.33027586,"('dependent', 'independent')",-0.4511364,-0.3302759,0.1208605
69,0.97453433,1.068947,"('lazy', 'industrious')",0.9745343,1.068947,0.0944127
70,-1.1832118,-1.213796,"('lethargic', 'energetic')",-1.1832118,-1.213796,-0.0305842
71,-0.079457685,-0.025158785,"('diffident', 'self-confident')",-0.0794577,-0.0251588,0.0542989
72,0.24477139,0.23481199,"('unambitious', 'ambitious')",0.2447714,0.234812,-0.0099594
73,-0.46280134,-0.35759673,"('helpless', 'self-reliant')",-0.4628013,-0.3575967,0.1052046
74,-0.46499172,-0.32505846,"('undedicated', 'dedicated')",-0.4649917,-0.3250585,0.1399332
75,1.5183908,1.529295,"('meek', 'impulsive')",1.5183908,1.529295,0.0109042
76,0.041355327,0.17580432,"('anxious', 'daring')",0.0413553,0.1758043,0.134449
77,-0.3294521,-0.2433462,"('unmotivated', 'motivated')",-0.3294521,-0.2433462,0.0861059
78,-0.5554349,-0.53287464,"('nonresilient', 'resilient')",-0.5554349,-0.5328746,0.0225603
