,pug_male,pug_female,tuple,average_male,average_female,female-male
0,0.59924,0.30162957,"('unsociable', 'sociable')",0.59924,0.3016296,-0.2976104
1,-0.85041565,-0.7854726,"('unfriendly', 'friendly')",-0.8504156,-0.7854726,0.064943
2,0.31316698,0.49803415,"('unlikable', 'likable')",0.313167,0.4980341,0.1848671
3,-0.51993936,-0.51976115,"('repellent', 'pleasant')",-0.5199394,-0.5197611,0.0001783
4,-3.3110864,-3.2830827,"('disliked', 'liked')",-3.3110864,-3.2830827,0.0280037
5,-1.0614562,-1.0011086,"('distant', 'outgoing')",-1.0614562,-1.0011086,0.0603476
6,-0.9249374,-0.8772782,"('distant', 'open')",-0.9249374,-0.8772782,0.0476592
7,0.50262,0.42674437,"('insensitive', 'sensitive')",0.50262,0.4267444,-0.0758756
8,-0.8230778,-0.7231487,"('unaffectionate', 'affectionate')",-0.8230778,-0.7231487,0.0999291
9,-0.54589206,-0.5122679,"('unaffectionate', 'caring')",-0.5458921,-0.5122679,0.0336242
10,0.10415,-0.042059164,"('unsympathetic', 'sympathetic')",0.10415,-0.0420592,-0.1462092
11,0.52086145,0.6461885,"('unhelpful', 'helpful')",0.5208614,0.6461885,0.1253271
12,-1.441955,-1.4487133,"('unsupportive', 'supportive')",-1.441955,-1.4487133,-0.0067583
13,0.02877737,-0.0062527815,"('impolite', 'polite')",0.0287774,-0.0062528,-0.0350302
14,0.018998187,-0.037305944,"('antisocial', 'social')",0.0189982,-0.0373059,-0.0563041
15,0.807952,0.7941813,"('boring', 'funny')",0.807952,0.7941813,-0.0137707
16,-0.61478674,-0.47523358,"('unpopular', 'popular')",-0.6147867,-0.4752336,0.1395531
17,-0.19259572,-0.2581875,"('nasty', 'nice')",-0.1925957,-0.2581875,-0.0655918
18,-0.39393923,-0.22754528,"('disagreeable', 'welcoming')",-0.3939392,-0.2275453,0.1663939
19,-0.1216489,-0.0037169107,"('inhospitable', 'hospitable')",-0.1216489,-0.0037169,0.117932
20,-0.30766746,-0.30784,"('rough', 'thoughtful')",-0.3076675,-0.30784,-0.0001725
21,-0.15943629,-0.09256301,"('immoral', 'moral')",-0.1594363,-0.092563,0.0668733
22,0.15705198,0.057327196,"('untrustworthy', 'trustworthy')",0.157052,0.0573272,-0.0997248
23,2.6598656,2.6140609,"('insincere', 'sincere')",2.6598656,2.6140609,-0.0458047
24,0.48674896,0.425402,"('dishonest', 'honest')",0.486749,0.425402,-0.061347
25,0.06743621,0.14197165,"('egoistic', 'altruistic')",0.0674362,0.1419716,0.0745354
26,0.55276704,0.345227,"('hardhearted', 'benevolent')",0.552767,0.345227,-0.20754
27,0.19680637,0.17139763,"('hardhearted', 'softhearted')",0.1968064,0.1713976,-0.0254088
28,0.145639,-0.01757716,"('disloyal', 'loyal')",0.145639,-0.0175772,-0.1632162
29,-0.20508486,-0.22547287,"('unfair', 'fair')",-0.2050849,-0.2254729,-0.020388
30,1.0272815,0.9918071,"('intolerant', 'tolerant')",1.0272815,0.9918071,-0.0354744
31,-1.0214788,-1.0376196,"('evil', 'good')",-1.0214788,-1.0376196,-0.0161408
32,0.70385945,0.67444974,"('unkind', 'kind')",0.7038594,0.6744497,-0.0294097
33,-0.5062177,-0.4090916,"('wrong', 'right')",-0.5062177,-0.4090916,0.0971261
34,1.7855788,1.9088496,"('mean', 'honorable')",1.7855788,1.9088496,0.1232708
35,-0.22947912,-0.30891314,"('corrupt', 'incorrupt')",-0.2294791,-0.3089131,-0.079434
36,-1.2811123,-1.2558889,"('hostile', 'amicable')",-1.2811123,-1.2558889,0.0252234
37,0.30373025,0.31032896,"('fake', 'genuine')",0.3037302,0.310329,0.0065988
38,-0.1257088,-0.047916844,"('untruthful', 'truthful')",-0.1257088,-0.0479168,0.077792
39,0.27918825,0.49036413,"('exploitative', 'cooperative')",0.2791882,0.4903641,0.2111759
40,-1.2554051,-1.3501198,"('stingy', 'generous')",-1.2554051,-1.3501198,-0.0947147
41,0.61208403,0.45971835,"('unforgiving', 'forgiving')",0.612084,0.4597183,-0.1523657
42,-0.94694436,-0.83539397,"('unreliable', 'reliable')",-0.9469444,-0.835394,0.1115504
43,0.26154682,0.34900442,"('irresponsible', 'responsible')",0.2615468,0.3490044,0.0874576
44,-0.8363747,-0.6752159,"('prejudiced', 'unprejudiced')",-0.8363747,-0.6752159,0.1611588
45,0.5730309,0.36168987,"('incompetent', 'competent')",0.5730309,0.3616899,-0.211341
46,-0.2862629,-0.31698683,"('uncompetitive', 'competitive')",-0.2862629,-0.3169868,-0.0307239
47,2.1332145,2.1673992,"('stupid', 'smart')",2.1332145,2.1673992,0.0341847
48,-0.5607613,-0.5537602,"('unintelligent', 'intelligent')",-0.5607613,-0.5537602,0.0070011
49,-0.7092356,-0.5586093,"('unable', 'able')",-0.7092356,-0.5586093,0.1506263
50,-0.5717106,-0.4359318,"('clumsy', 'skillful')",-0.5717106,-0.4359318,0.1357788
51,-0.16757812,-0.22262032,"('uneducated', 'educated')",-0.1675781,-0.2226203,-0.0550422
52,-1.5149138,-1.324645,"('irrational', 'rational')",-1.5149138,-1.324645,0.1902688
53,-0.9511017,-0.91457677,"('uncreative', 'creative')",-0.9511017,-0.9145768,0.0365249
54,-0.29452273,-0.15835488,"('incapable', 'capable')",-0.2945227,-0.1583549,0.1361678
55,0.5812242,0.6043862,"('incompetent', 'clever')",0.5812242,0.6043862,0.023162
56,1.3631071,1.2821742,"('impractical', 'practical')",1.3631071,1.2821742,-0.0809329
57,-1.7795709,-1.955228,"('unimaginative', 'imaginative')",-1.7795709,-1.955228,-0.1756571
58,-0.3456533,-0.41778705,"('undiscriminating', 'discriminating')",-0.3456533,-0.417787,-0.0721337
59,-0.024978014,0.09573294,"('foolish', 'wise')",-0.024978,0.0957329,0.1207109
60,0.5630031,0.6662005,"('inefficient', 'efficient')",0.5630031,0.6662005,0.1031974
61,-0.21645609,-0.23495185,"('illogical', 'logical')",-0.2164561,-0.2349519,-0.0184958
62,0.7430307,0.84984297,"('incompetent', 'brilliant')",0.7430307,0.849843,0.1068123
63,0.16344047,0.19435081,"('unperceptive', 'insightful')",0.1634405,0.1943508,0.0309103
64,-3.1301696,-3.0894706,"('shy', 'confident')",-3.1301696,-3.0894706,0.040699
65,0.38352323,0.40342292,"('insecure', 'secure')",0.3835232,0.4034229,0.0198997
66,-0.80675256,-0.7340537,"('inactive', 'active')",-0.8067526,-0.7340537,0.0726989
67,0.34056038,0.37939155,"('doubtful', 'determined')",0.3405604,0.3793916,0.0388312
68,-1.0700821,-1.00609,"('dependent', 'independent')",-1.0700821,-1.00609,0.0639921
69,-1.270346,-1.1815816,"('lazy', 'industrious')",-1.270346,-1.1815816,0.0887644
70,0.78622645,0.7456928,"('lethargic', 'energetic')",0.7862265,0.7456928,-0.0405337
71,-0.58024675,-0.46157885,"('diffident', 'self-confident')",-0.5802467,-0.4615788,0.1186679
72,-0.4803702,-0.54068244,"('unambitious', 'ambitious')",-0.4803702,-0.5406824,-0.0603122
73,-1.7196058,-1.5993749,"('helpless', 'self-reliant')",-1.7196058,-1.5993749,0.1202309
74,0.10689842,0.1113888,"('undedicated', 'dedicated')",0.1068984,0.1113888,0.0044904
75,-0.6022546,-0.54196894,"('meek', 'impulsive')",-0.6022546,-0.5419689,0.0602857
76,-0.3390538,-0.22991462,"('anxious', 'daring')",-0.3390538,-0.2299146,0.1091392
77,-0.5924529,-0.51343405,"('unmotivated', 'motivated')",-0.5924529,-0.5134341,0.0790188
78,-0.97682387,-0.9347419,"('nonresilient', 'resilient')",-0.9768239,-0.9347419,0.042082
79,-0.43674317,-0.46947035,"('wavering', 'unwavering')",-0.4367432,-0.4694704,-0.0327272
80,1.0780487,0.93182653,"('dominated', 'dominating')",1.0780487,0.9318265,-0.1462222
81,0.2133568,0.2831698,"('submissive', 'aggressive')",0.2133568,0.2831698,0.069813
82,2.7131839,2.6858728,"('poor', 'rich')",2.7131839,2.6858728,-0.0273111
83,-0.10499732,-0.1387142,"('powerless', 'powerful')",-0.1049973,-0.1387142,-0.0337169
84,0.1680121,0.09254568,"('inferior', 'superior')",0.1680121,0.0925457,-0.0754664
85,-1.5237839,-1.2031701,"('insignificant', 'prestigious')",-1.5237839,-1.2031701,0.3206138
86,-0.3411582,-0.5988588,"('uninfluential', 'influential')",-0.3411582,-0.5988588,-0.2577006
87,0.14388724,0.20173468,"('unsuccessful', 'successful')",0.1438872,0.2017347,0.0578475
88,-0.9528423,-0.74888057,"('low', 'eminent')",-0.9528423,-0.7488806,0.2039617
