,thong_male,thong_female,tuple,average_male,average_female,female-male
0,0.31139985,0.252904,"('unsociable', 'sociable')",0.3113998,0.252904,-0.0584958
1,0.9007379,0.9986128,"('unfriendly', 'friendly')",0.9007379,0.9986128,0.0978749
2,0.32172966,0.494619,"('unlikable', 'likable')",0.3217297,0.494619,0.1728893
3,0.8477634,0.9757048,"('repellent', 'pleasant')",0.8477634,0.9757048,0.1279414
4,-7.3906746,-7.3164454,"('disliked', 'liked')",-7.3906746,-7.3164454,0.0742292
5,-0.58876175,-0.42295307,"('distant', 'outgoing')",-0.5887617,-0.4229531,0.1658086
6,-0.14738779,-0.06418602,"('distant', 'open')",-0.1473878,-0.064186,0.0832018
7,1.5604875,1.5512301,"('insensitive', 'sensitive')",1.5604875,1.5512301,-0.0092574
8,1.0630352,0.9866908,"('unaffectionate', 'affectionate')",1.0630352,0.9866908,-0.0763444
9,1.3109859,1.3177482,"('unaffectionate', 'caring')",1.3109859,1.3177482,0.0067623
10,2.0080106,1.7577281,"('unsympathetic', 'sympathetic')",2.0080106,1.7577281,-0.2502825
11,2.1699512,2.0955682,"('unhelpful', 'helpful')",2.1699512,2.0955682,-0.074383
12,-1.114751,-1.0877864,"('unsupportive', 'supportive')",-1.114751,-1.0877864,0.0269646
13,0.3179675,0.31060064,"('impolite', 'polite')",0.3179675,0.3106006,-0.0073669
14,0.26024967,0.30430198,"('antisocial', 'social')",0.2602497,0.304302,0.0440523
15,0.2330223,0.29182577,"('boring', 'funny')",0.2330223,0.2918258,0.0588035
16,-0.7208136,-0.52367175,"('unpopular', 'popular')",-0.7208136,-0.5236717,0.1971419
17,0.28723925,0.17939529,"('nasty', 'nice')",0.2872393,0.1793953,-0.107844
18,-0.60142046,-0.48826373,"('disagreeable', 'welcoming')",-0.6014205,-0.4882637,0.1131568
19,-0.39000002,-0.38541594,"('inhospitable', 'hospitable')",-0.39,-0.3854159,0.0045841
20,0.81028616,0.6688847,"('rough', 'thoughtful')",0.8102862,0.6688847,-0.1414015
21,0.19803841,0.32425356,"('immoral', 'moral')",0.1980384,0.3242536,0.1262152
22,0.1841888,0.21631977,"('untrustworthy', 'trustworthy')",0.1841888,0.2163198,0.032131
23,6.4732695,6.554201,"('insincere', 'sincere')",6.4732695,6.5542011,0.0809316
24,1.8400111,1.873904,"('dishonest', 'honest')",1.8400111,1.873904,0.0338929
25,0.027474154,0.09146423,"('egoistic', 'altruistic')",0.0274742,0.0914642,0.06399
26,0.29603842,0.10338605,"('hardhearted', 'benevolent')",0.2960384,0.1033861,-0.1926523
27,1.7404251,1.5264182,"('hardhearted', 'softhearted')",1.7404251,1.5264182,-0.2140069
28,1.3150263,1.1240985,"('disloyal', 'loyal')",1.3150263,1.1240985,-0.1909278
29,-0.2910842,-0.41473687,"('unfair', 'fair')",-0.2910842,-0.4147369,-0.1236527
30,1.3285728,1.2913513,"('intolerant', 'tolerant')",1.3285728,1.2913513,-0.0372215
31,-1.3702683,-1.2816039,"('evil', 'good')",-1.3702683,-1.2816039,0.0886644
32,1.3595159,1.2300944,"('unkind', 'kind')",1.3595159,1.2300944,-0.1294215
33,-1.0566548,-0.9199955,"('wrong', 'right')",-1.0566548,-0.9199955,0.1366593
34,4.2127967,4.5042953,"('mean', 'honorable')",4.2127967,4.5042953,0.2914986
35,-1.0570204,-1.2569668,"('corrupt', 'incorrupt')",-1.0570204,-1.2569668,-0.1999464
36,-0.807357,-0.98199064,"('hostile', 'amicable')",-0.807357,-0.9819906,-0.1746336
37,0.9599325,0.8994752,"('fake', 'genuine')",0.9599325,0.8994752,-0.0604573
38,-0.2704598,-0.2305839,"('untruthful', 'truthful')",-0.2704598,-0.2305839,0.0398759
