,leidos_male,leidos_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.557961,-0.7810739,"('unsociable', 'sociable')",0.29263127,-0.06726868,-0.13272378,-0.2978381,-0.1326845,-0.3820602,-0.2493757
1,-1.2627195,-1.3235289,"('unfriendly', 'friendly')",-0.21114302,-0.3799364,1.4021667,1.1621531,-0.0238986,-0.1804374,-0.1565388
2,1.2109171,1.3043087,"('unlikable', 'likable')",1.809508,1.8786623,0.7913016,0.85705173,1.2705755,1.3466743,0.0760988
3,0.06571069,0.13852184,"('repellent', 'pleasant')",0.6393115,0.6246182,0.1261151,0.18359116,0.2770458,0.3155771,0.0385313
4,-0.11299167,-0.010188176,"('disliked', 'liked')",0.008958761,0.10075142,-5.99651,-5.9388638,-2.0335143,-1.9494335,0.0840808
5,-0.43371263,-0.37175053,"('distant', 'outgoing')",-0.8949859,-0.7433408,-0.16322124,-0.1739941,-0.4973066,-0.4296951,0.0676115
6,-0.87066346,-0.78970814,"('distant', 'open')",-1.1516104,-1.0190042,0.40054113,0.31401324,-0.5405776,-0.498233,0.0423446
7,0.21753395,0.13758811,"('insensitive', 'sensitive')",0.38764676,0.2561525,0.5786375,0.5386715,0.3946061,0.310804,-0.0838021
8,-0.56596655,-0.5306921,"('unaffectionate', 'affectionate')",-0.75561464,-0.7400534,0.24949154,0.12820938,-0.3573632,-0.3808454,-0.0234822
9,-0.94397956,-0.9872478,"('unaffectionate', 'caring')",0.020263605,-0.0853093,0.8803773,0.78700036,-0.0144462,-0.0951856,-0.0807394
10,-0.66912234,-0.83639115,"('unsympathetic', 'sympathetic')",-0.06016661,-0.32235634,-0.08206855,-0.18025519,-0.2704525,-0.4463342,-0.1758817
11,-0.39023262,-0.48367172,"('unhelpful', 'helpful')",-0.28972,-0.46171993,2.004489,1.9946617,0.4415121,0.3497567,-0.0917554
12,-0.11941472,-0.06133728,"('unsupportive', 'supportive')",0.22979507,0.32591915,-1.7401373,-1.7257109,-0.5432523,-0.487043,0.0562093
13,-0.25266644,-0.39886707,"('impolite', 'polite')",0.29814613,0.090892114,0.3150975,0.2889751,0.1201924,-0.0063333,-0.1265257
14,0.8047486,0.7546728,"('antisocial', 'social')",2.226382,2.0921907,-0.2140648,-0.22084776,0.9390219,0.8753386,-0.0636833
15,-0.50115687,-0.56899023,"('boring', 'funny')",-1.3114948,-1.3497816,0.43300876,0.36135185,-0.4598809,-0.51914,-0.0592591
