,unit_male,unit_female,tuple,average_male,average_female,female-male
0,0.172315,0.019025221,"('unsociable', 'sociable')",0.172315,0.0190252,-0.1532898
1,1.2573161,1.2784208,"('unfriendly', 'friendly')",1.2573161,1.2784208,0.0211047
2,0.5377053,0.69807285,"('unlikable', 'likable')",0.5377053,0.6980729,0.1603676
3,0.67952275,0.860834,"('repellent', 'pleasant')",0.6795228,0.860834,0.1813112
4,-6.988822,-6.8656244,"('disliked', 'liked')",-6.988822,-6.8656244,0.1231976
5,-0.4038988,-0.31493938,"('distant', 'outgoing')",-0.4038988,-0.3149394,0.0889594
6,-0.18891102,-0.12361159,"('distant', 'open')",-0.188911,-0.1236116,0.0652994
7,1.4692668,1.5707254,"('insensitive', 'sensitive')",1.4692668,1.5707254,0.1014586
8,0.82244194,0.81678677,"('unaffectionate', 'affectionate')",0.8224419,0.8167868,-0.0056551
9,1.5433615,1.6006409,"('unaffectionate', 'caring')",1.5433615,1.6006409,0.0572794
10,1.2514832,1.2860163,"('unsympathetic', 'sympathetic')",1.2514832,1.2860163,0.0345331
11,2.6102552,2.5612092,"('unhelpful', 'helpful')",2.6102552,2.5612092,-0.049046
12,-1.0858217,-1.0630492,"('unsupportive', 'supportive')",-1.0858217,-1.0630492,0.0227725
13,0.24680711,0.1789568,"('impolite', 'polite')",0.2468071,0.1789568,-0.0678503
14,0.22137485,0.16584143,"('antisocial', 'social')",0.2213749,0.1658414,-0.0555335
15,0.40043622,0.40002,"('boring', 'funny')",0.4004362,0.40002,-0.0004162
16,-0.4980926,-0.33317375,"('unpopular', 'popular')",-0.4980926,-0.3331738,0.1649188
17,-0.41457027,-0.40711516,"('nasty', 'nice')",-0.4145703,-0.4071152,0.0074551
18,-0.5774886,-0.58689135,"('disagreeable', 'welcoming')",-0.5774886,-0.5868914,-0.0094028
19,-0.33198044,-0.2762826,"('inhospitable', 'hospitable')",-0.3319804,-0.2762826,0.0556978
20,0.56996655,0.5405442,"('rough', 'thoughtful')",0.5699666,0.5405442,-0.0294224
21,0.1596245,0.23309234,"('immoral', 'moral')",0.1596245,0.2330923,0.0734678
22,-0.05067788,-0.027676366,"('untrustworthy', 'trustworthy')",-0.0506779,-0.0276764,0.0230015
23,6.9602423,6.9093184,"('insincere', 'sincere')",6.9602423,6.9093184,-0.0509239
24,2.1711323,2.2052891,"('dishonest', 'honest')",2.1711323,2.2052891,0.0341568
25,0.06527255,0.08006007,"('egoistic', 'altruistic')",0.0652725,0.0800601,0.0147876
26,0.3011195,0.2303293,"('hardhearted', 'benevolent')",0.3011195,0.2303293,-0.0707902
27,1.4139138,1.3989198,"('hardhearted', 'softhearted')",1.4139138,1.3989198,-0.014994
28,1.2552053,1.153646,"('disloyal', 'loyal')",1.2552053,1.153646,-0.1015593
