,old_male,old_female,tuple,dominion_male,dominion_female,freight_male,freight_female,line_male,line_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1304703,-1.227946,"('unsociable', 'sociable')",-0.62388414,-0.7422531,-0.025139052,-0.01758419,1.7951499,1.8936816,0.12985814,-0.032864355,0.0291029,-0.0253932,-0.0544961
1,-1.1677735,-1.228578,"('unfriendly', 'friendly')",-0.9338663,-0.951751,0.91773534,0.9745295,-0.008592539,0.009858886,1.9971826,1.9170588,0.1609371,0.1442237,-0.0167134
2,-0.090775274,-0.05463761,"('unlikable', 'likable')",-0.20643377,-0.183697,0.18065804,0.235388,0.6469183,0.68075943,0.55170023,0.6768541,0.2164135,0.2709334,0.0545199
3,0.18574612,0.29740152,"('repellent', 'pleasant')",-0.17021476,-0.20925461,-0.68079877,-0.65233326,0.9152517,1.0597166,0.50746953,0.5317829,0.1514908,0.2054626,0.0539718
4,0.2625957,0.2120053,"('disliked', 'liked')",0.37487984,0.39814815,-0.43298006,-0.44223702,-0.44335938,-0.5081112,-6.107494,-6.076202,-1.2692716,-1.2832793,-0.0140077
5,-0.2952006,-0.2792078,"('distant', 'outgoing')",0.20702685,0.25711715,0.27690962,0.3713522,-2.0937877,-2.1516976,-0.07717815,-0.0008531194,-0.396446,-0.3606578,0.0357882
6,-0.17931502,-0.13508385,"('distant', 'open')",0.051541865,0.10254846,0.35411403,0.4032169,-2.0503442,-2.114562,0.32363027,0.40824026,-0.3000746,-0.267128,0.0329466
7,0.30463648,0.30095226,"('insensitive', 'sensitive')",-0.09684745,-0.1293057,0.45984238,0.554888,0.9678588,1.0999662,0.828139,0.7908547,0.4927258,0.5234711,0.0307453
8,-0.50513244,-0.5382902,"('unaffectionate', 'affectionate')",-0.3712266,-0.37782618,1.1782057,1.1532888,-0.67265666,-0.7209362,0.7059182,0.68369114,0.0670216,0.0399855,-0.0270361
9,-0.39307624,-0.41019496,"('unaffectionate', 'caring')",-0.20734745,-0.25323826,1.1488963,1.1464288,-0.34443614,-0.34092078,1.2191985,1.2271074,0.284647,0.2738364,-0.0108106
10,-0.61813146,-0.56013703,"('unsympathetic', 'sympathetic')",-0.288845,-0.35565168,-0.8597941,-0.8728944,1.0553658,1.2265283,0.059885144,0.0059685744,-0.1303039,-0.1112373,0.0190666
11,-0.5665651,-0.5166873,"('unhelpful', 'helpful')",-0.84487146,-0.84269315,-0.629129,-0.5815045,-0.34224162,-0.18649858,1.9094813,1.9679166,-0.0946651,-0.0318934,0.0627717
12,-0.14354044,-0.045009933,"('unsupportive', 'supportive')",0.39606047,0.40763205,0.3807261,0.490499,0.034342643,0.18274339,-1.7320213,-1.6774172,-0.2128865,-0.1283105,0.084576
13,0.4365656,0.40676305,"('impolite', 'polite')",0.27731535,0.22431439,-0.06856578,0.023388576,1.8767258,2.0175316,0.06996147,0.021654818,0.5184005,0.5387305,0.02033
14,-0.84538925,-0.69138324,"('antisocial', 'social')",0.12586299,0.07740916,-0.18459731,-0.04199867,1.2876884,1.4829341,-0.2172696,-0.23331298,0.033259,0.1187297,0.0854707
15,-0.032715328,-0.11996408,"('boring', 'funny')",0.10938694,0.12276541,0.56975996,0.5132862,-0.25132826,-0.43015546,0.6119227,0.63078403,0.2014052,0.1433432,-0.058062
16,-0.1455011,-0.2353992,"('unpopular', 'popular')",-0.81910557,-0.8244203,-0.09706965,-0.08443469,-0.075007245,-0.06720455,0.7658897,0.7954381,-0.0741588,-0.0832041,-0.0090453
17,-0.32072243,-0.13981295,"('nasty', 'nice')",-0.58091843,-0.50143284,-0.1537665,-0.026477661,0.08939047,0.13282081,-0.39146852,-0.33168316,-0.2714971,-0.1733171,0.09818
18,-0.5453845,-0.31771395,"('disagreeable', 'welcoming')",-0.27738497,-0.24466845,-0.4184926,-0.3041392,-1.2438052,-1.112378,-0.63724625,-0.5715868,-0.6244627,-0.5100973,0.1143654
19,-1.2862922,-1.2277752,"('inhospitable', 'hospitable')",-0.7408879,-0.66830665,-1.0675229,-1.076816,-1.7729123,-1.7891026,-0.20465691,-0.12256273,-1.0144546,-0.9769127,0.0375419
20,-0.7888149,-0.537521,"('rough', 'thoughtful')",-0.4231441,-0.36563045,-1.1611984,-1.0369169,-0.20717104,-0.0833869,1.159942,1.1664698,-0.2840773,-0.1713971,0.1126802
21,-0.20162892,-0.21463835,"('immoral', 'moral')",-0.04354481,-0.10196114,-0.41764525,-0.41717464,1.2245197,1.379574,-0.38743877,-0.41681957,0.0348524,0.045796,0.0109436
22,0.005988851,0.0305091,"('untrustworthy', 'trustworthy')",-0.048703074,-0.08299819,-0.8870997,-0.84199584,0.9317895,1.0191293,-0.7071919,-0.7400039,-0.1410433,-0.1230719,0.0179714
