,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.31088388,-0.3884306,"('unsociable', 'sociable')",-0.549682,-0.700495,-0.430283,-0.5444628,-0.1141798
1,0.45147634,0.34298584,"('unfriendly', 'friendly')",1.8896991,1.7796775,1.1705878,1.0613316,-0.1092562
2,0.4433208,0.51773375,"('unlikable', 'likable')",0.32370538,0.37913734,0.3835131,0.4484355,0.0649224
3,-0.58910924,-0.51586187,"('repellent', 'pleasant')",-0.033996053,-0.03838923,-0.3115526,-0.2771255,0.0344271
4,0.28022707,0.18568751,"('disliked', 'liked')",-5.7118363,-5.710393,-2.7158046,-2.7623527,-0.0465481
5,0.48677656,0.4341556,"('distant', 'outgoing')",-0.0031511635,-0.03247939,0.2418127,0.2008381,-0.0409746
6,-0.558864,-0.5875986,"('distant', 'open')",0.4407324,0.35300905,-0.0590658,-0.1172948,-0.058229
7,-0.38744763,-0.32746577,"('insensitive', 'sensitive')",0.35178688,0.2971148,-0.0178304,-0.0151755,0.0026549
8,-1.0395836,-1.0746677,"('unaffectionate', 'affectionate')",0.7540328,0.67883444,-0.1427754,-0.1979166,-0.0551412
9,-0.10830869,-0.17043033,"('unaffectionate', 'caring')",1.2009407,1.1211462,0.546316,0.4753579,-0.0709581
10,-0.70408875,-0.7008539,"('unsympathetic', 'sympathetic')",-0.28875437,-0.36488444,-0.4964216,-0.5328692,-0.0364476
11,-0.046865046,-0.036368534,"('unhelpful', 'helpful')",1.72659,1.7068349,0.8398625,0.8352332,-0.0046293
12,-0.061253697,-0.011715839,"('unsupportive', 'supportive')",-1.5971386,-1.5926788,-0.8291962,-0.8021973,0.0269989
13,-0.09694779,-0.134835,"('impolite', 'polite')",-0.74451756,-0.8238019,-0.4207327,-0.4793184,-0.0585857
14,-0.21401016,-0.239504,"('antisocial', 'social')",-0.98485285,-1.0358204,-0.5994315,-0.6376622,-0.0382307
15,-0.26742977,-0.33202216,"('boring', 'funny')",0.44727772,0.4287711,0.089924,0.0483745,-0.0415495
