,working_male,working_female,tuple,average_male,average_female,female-male
0,0.31735718,0.2563545,"('unsociable', 'sociable')",0.3173572,0.2563545,-0.0610027
1,1.0077324,1.0405953,"('unfriendly', 'friendly')",1.0077324,1.0405953,0.0328629
2,0.009590523,0.1794425,"('unlikable', 'likable')",0.0095905,0.1794425,0.169852
3,0.7144811,0.783024,"('repellent', 'pleasant')",0.7144811,0.783024,0.0685429
4,-6.8914614,-7.021058,"('disliked', 'liked')",-6.8914614,-7.0210581,-0.1295967
5,-0.77931345,-0.68077844,"('distant', 'outgoing')",-0.7793134,-0.6807784,0.098535
6,-0.35500938,-0.33096582,"('distant', 'open')",-0.3550094,-0.3309658,0.0240436
7,0.9953411,1.046754,"('insensitive', 'sensitive')",0.9953411,1.046754,0.0514129
8,0.9648279,0.94008446,"('unaffectionate', 'affectionate')",0.9648279,0.9400845,-0.0247434
9,1.3933034,1.4884802,"('unaffectionate', 'caring')",1.3933034,1.4884802,0.0951768
10,0.9776798,0.98578596,"('unsympathetic', 'sympathetic')",0.9776798,0.985786,0.0081062
11,1.5569133,1.6689991,"('unhelpful', 'helpful')",1.5569133,1.6689991,0.1120858
12,-1.5569111,-1.5049852,"('unsupportive', 'supportive')",-1.5569111,-1.5049852,0.0519259
13,-0.050067656,0.032505095,"('impolite', 'polite')",-0.0500677,0.0325051,0.0825728
14,0.5203214,0.43867484,"('antisocial', 'social')",0.5203214,0.4386748,-0.0816466
15,0.12611419,0.065959305,"('boring', 'funny')",0.1261142,0.0659593,-0.0601549
16,-0.6077558,-0.54681814,"('unpopular', 'popular')",-0.6077558,-0.5468181,0.0609377
17,0.06583672,0.11239116,"('nasty', 'nice')",0.0658367,0.1123912,0.0465545
18,-0.34217075,-0.24757907,"('disagreeable', 'welcoming')",-0.3421707,-0.2475791,0.0945916
19,-0.780125,-0.6699734,"('inhospitable', 'hospitable')",-0.780125,-0.6699734,0.1101516
