,working_male,working_female,tuple,average_male,average_female,female-male
20,0.41101396,0.31433278,"('rough', 'thoughtful')",0.411014,0.3143328,-0.0966812
21,-0.22363432,0.012999214,"('immoral', 'moral')",-0.2236343,0.0129992,0.2366335
22,-0.18511216,-0.14338045,"('untrustworthy', 'trustworthy')",-0.1851122,-0.1433804,0.0417318
23,6.1575747,6.3282886,"('insincere', 'sincere')",6.1575747,6.3282886,0.1707139
24,1.4729861,1.5112566,"('dishonest', 'honest')",1.4729861,1.5112566,0.0382705
25,0.80563784,0.82871735,"('egoistic', 'altruistic')",0.8056378,0.8287174,0.0230796
26,1.3022623,1.0890368,"('hardhearted', 'benevolent')",1.3022623,1.0890368,-0.2132255
27,1.4004432,1.2067612,"('hardhearted', 'softhearted')",1.4004432,1.2067612,-0.193682
28,1.3248938,1.1795512,"('disloyal', 'loyal')",1.3248938,1.1795512,-0.1453426
29,-0.30279613,-0.4441597,"('unfair', 'fair')",-0.3027961,-0.4441597,-0.1413636
30,0.8570643,0.93164575,"('intolerant', 'tolerant')",0.8570643,0.9316458,0.0745815
31,-1.1927217,-1.2312603,"('evil', 'good')",-1.1927217,-1.2312603,-0.0385386
32,1.0336957,0.9930562,"('unkind', 'kind')",1.0336957,0.9930562,-0.0406395
33,-0.5477068,-0.53747386,"('wrong', 'right')",-0.5477068,-0.5374739,0.0102329
34,4.3267775,4.572977,"('mean', 'honorable')",4.3267775,4.5729771,0.2461996
35,-1.1901133,-1.4626384,"('corrupt', 'incorrupt')",-1.1901133,-1.4626384,-0.2725251
36,-0.83985084,-0.9553743,"('hostile', 'amicable')",-0.8398508,-0.9553743,-0.1155235
37,0.9618996,0.8982431,"('fake', 'genuine')",0.9618996,0.8982431,-0.0636565
38,-0.116893,-0.041229412,"('untruthful', 'truthful')",-0.116893,-0.0412294,0.0756636
39,0.14607148,0.19124769,"('exploitative', 'cooperative')",0.1460715,0.1912477,0.0451762
40,-1.2256982,-1.3627996,"('stingy', 'generous')",-1.2256982,-1.3627996,-0.1371014
41,0.58179355,0.42048505,"('unforgiving', 'forgiving')",0.5817935,0.420485,-0.1613085
42,-2.2837863,-2.2351878,"('unreliable', 'reliable')",-2.2837863,-2.2351878,0.0485985
43,1.0678008,1.1960449,"('irresponsible', 'responsible')",1.0678008,1.1960449,0.1282441
44,-1.2111067,-1.2725859,"('prejudiced', 'unprejudiced')",-1.2111067,-1.2725859,-0.0614792
45,0.19669583,0.031233713,"('incompetent', 'competent')",0.1966958,0.0312337,-0.1654621
46,-0.56179994,-0.59390855,"('uncompetitive', 'competitive')",-0.5617999,-0.5939085,-0.0321086
47,4.560164,4.7349453,"('stupid', 'smart')",4.560164,4.7349453,0.1747813
48,0.18724212,0.22997165,"('unintelligent', 'intelligent')",0.1872421,0.2299716,0.0427295
49,-0.45181772,-0.2951345,"('unable', 'able')",-0.4518177,-0.2951345,0.1566832
50,-0.4536798,-0.4436469,"('clumsy', 'skillful')",-0.4536798,-0.4436469,0.0100329
51,0.39317483,0.43511426,"('uneducated', 'educated')",0.3931748,0.4351143,0.0419395
52,-0.25903755,-0.32308763,"('irrational', 'rational')",-0.2590376,-0.3230876,-0.06405
53,-0.19569995,-0.2164549,"('uncreative', 'creative')",-0.1956999,-0.2164549,-0.020755
54,0.7492967,0.8628611,"('incapable', 'capable')",0.7492967,0.8628611,0.1135644
55,0.6443461,0.74035406,"('incompetent', 'clever')",0.6443461,0.7403541,0.096008
56,0.3519999,0.4072545,"('impractical', 'practical')",0.3519999,0.4072545,0.0552546
57,-2.025885,-2.1881106,"('unimaginative', 'imaginative')",-2.0258851,-2.1881106,-0.1622255
58,0.36883545,0.33596826,"('undiscriminating', 'discriminating')",0.3688354,0.3359683,-0.0328671
59,-0.17912176,-0.05766087,"('foolish', 'wise')",-0.1791218,-0.0576609,0.1214609
60,0.39822716,0.6179237,"('inefficient', 'efficient')",0.3982272,0.6179237,0.2196965
61,0.31167507,0.19135511,"('illogical', 'logical')",0.3116751,0.1913551,-0.12032
62,0.26974723,0.47392127,"('incompetent', 'brilliant')",0.2697472,0.4739213,0.2041741
63,0.0017627031,0.12982681,"('unperceptive', 'insightful')",0.0017627,0.1298268,0.1280641
64,-5.899382,-5.7914915,"('shy', 'confident')",-5.8993821,-5.7914915,0.1078906
65,0.30202562,0.49895355,"('insecure', 'secure')",0.3020256,0.4989536,0.196928
66,-0.0860908,-0.3064114,"('inactive', 'active')",-0.0860908,-0.3064114,-0.2203206
67,-0.6826501,-0.6080516,"('doubtful', 'determined')",-0.6826501,-0.6080516,0.0745985
68,-1.1649809,-1.0386578,"('dependent', 'independent')",-1.1649809,-1.0386578,0.1263231
69,-1.9495595,-1.9901897,"('lazy', 'industrious')",-1.9495595,-1.9901897,-0.0406302
70,1.2227843,1.1417618,"('lethargic', 'energetic')",1.2227843,1.1417618,-0.0810225
71,0.090272464,0.121009976,"('diffident', 'self-confident')",0.0902725,0.12101,0.0307375
72,0.93946755,1.0789328,"('unambitious', 'ambitious')",0.9394675,1.0789328,0.1394653
73,-2.556542,-2.4171896,"('helpless', 'self-reliant')",-2.5565419,-2.4171896,0.1393523
74,0.38868126,0.27635956,"('undedicated', 'dedicated')",0.3886813,0.2763596,-0.1123217
75,-0.86614275,-0.89230543,"('meek', 'impulsive')",-0.8661427,-0.8923054,-0.0261627
76,0.22261976,0.3237784,"('anxious', 'daring')",0.2226198,0.3237784,0.1011586
77,-1.6307302,-1.4675747,"('unmotivated', 'motivated')",-1.6307302,-1.4675747,0.1631555
78,-1.0573398,-1.106076,"('nonresilient', 'resilient')",-1.0573398,-1.106076,-0.0487362
79,-0.24728067,-0.23678802,"('wavering', 'unwavering')",-0.2472807,-0.236788,0.0104927
80,0.056341454,-0.035396956,"('dominated', 'dominating')",0.0563415,-0.035397,-0.0917385
81,-0.29184067,-0.1987477,"('submissive', 'aggressive')",-0.2918407,-0.1987477,0.093093
82,5.694317,5.8214407,"('poor', 'rich')",5.6943169,5.8214407,0.1271238
83,-0.51634717,-0.46196043,"('powerless', 'powerful')",-0.5163472,-0.4619604,0.0543868
84,-0.00805492,-0.003136754,"('inferior', 'superior')",-0.0080549,-0.0031368,0.0049181
85,-1.1084388,-1.1573088,"('insignificant', 'prestigious')",-1.1084388,-1.1573088,-0.04887
86,0.66898274,0.61627835,"('uninfluential', 'influential')",0.6689827,0.6162784,-0.0527043
87,-0.030765768,0.095878705,"('unsuccessful', 'successful')",-0.0307658,0.0958787,0.1266445
88,-0.15380824,-0.11652426,"('low', 'eminent')",-0.1538082,-0.1165243,0.0372839
