,bout_male,bout_female,tuple,average_male,average_female,female-male
0,0.329634,0.13479413,"('unsociable', 'sociable')",0.329634,0.1347941,-0.1948399
1,1.542163,1.4574941,"('unfriendly', 'friendly')",1.542163,1.4574941,-0.0846689
2,0.0751528,0.17047732,"('unlikable', 'likable')",0.0751528,0.1704773,0.0953245
3,1.080078,1.1230897,"('repellent', 'pleasant')",1.080078,1.1230897,0.0430117
4,-7.327218,-7.4830637,"('disliked', 'liked')",-7.3272181,-7.4830637,-0.1558456
5,-0.6055379,-0.54267836,"('distant', 'outgoing')",-0.6055379,-0.5426784,0.0628595
6,-0.18284565,-0.20220026,"('distant', 'open')",-0.1828457,-0.2022003,-0.0193546
7,1.739005,1.8097533,"('insensitive', 'sensitive')",1.739005,1.8097533,0.0707483
8,0.89331913,0.9545762,"('unaffectionate', 'affectionate')",0.8933191,0.9545762,0.0612571
9,1.4564016,1.6468327,"('unaffectionate', 'caring')",1.4564016,1.6468327,0.1904311
10,1.6574061,1.5728729,"('unsympathetic', 'sympathetic')",1.6574061,1.5728729,-0.0845332
11,2.1525218,2.3153574,"('unhelpful', 'helpful')",2.1525218,2.3153574,0.1628356
12,-1.3979281,-1.3034065,"('unsupportive', 'supportive')",-1.3979281,-1.3034065,0.0945216
13,0.52952826,0.46605304,"('impolite', 'polite')",0.5295283,0.466053,-0.0634753
14,0.29024854,0.14403,"('antisocial', 'social')",0.2902485,0.14403,-0.1462185
15,0.86440295,0.89779365,"('boring', 'funny')",0.8644029,0.8977937,0.0333908
16,-0.83754724,-0.75599694,"('unpopular', 'popular')",-0.8375472,-0.7559969,0.0815503
17,-0.5433356,-0.43001446,"('nasty', 'nice')",-0.5433356,-0.4300145,0.1133211
18,-0.29221946,-0.33846778,"('disagreeable', 'welcoming')",-0.2922195,-0.3384678,-0.0462483
19,-0.71397483,-0.6251129,"('inhospitable', 'hospitable')",-0.7139748,-0.6251129,0.0888619
20,0.7191195,0.60243714,"('rough', 'thoughtful')",0.7191195,0.6024371,-0.1166824
21,0.42863163,0.5162638,"('immoral', 'moral')",0.4286316,0.5162638,0.0876322
22,-0.006647896,-0.091292225,"('untrustworthy', 'trustworthy')",-0.0066479,-0.0912922,-0.0846443
23,6.930264,7.0812798,"('insincere', 'sincere')",6.930264,7.0812798,0.1510158
24,2.1559217,2.1283736,"('dishonest', 'honest')",2.1559217,2.1283736,-0.0275481
25,0.85118365,0.76993984,"('egoistic', 'altruistic')",0.8511837,0.7699398,-0.0812439
26,0.86601037,0.5604758,"('hardhearted', 'benevolent')",0.8660104,0.5604758,-0.3055346
27,1.7135377,1.5141369,"('hardhearted', 'softhearted')",1.7135377,1.5141369,-0.1994008
28,1.5682564,1.4261516,"('disloyal', 'loyal')",1.5682564,1.4261516,-0.1421048
29,-0.80435944,-0.82075685,"('unfair', 'fair')",-0.8043594,-0.8207569,-0.0163975
30,1.2045025,1.2089419,"('intolerant', 'tolerant')",1.2045025,1.2089419,0.0044394
31,-1.5656202,-1.515758,"('evil', 'good')",-1.5656202,-1.515758,0.0498622
32,1.6040165,1.4587607,"('unkind', 'kind')",1.6040165,1.4587607,-0.1452558
33,-0.5979696,-0.6244675,"('wrong', 'right')",-0.5979696,-0.6244675,-0.0264979
34,4.4731483,4.799569,"('mean', 'honorable')",4.4731483,4.7995691,0.3264208
35,-1.5000609,-1.7348725,"('corrupt', 'incorrupt')",-1.5000609,-1.7348725,-0.2348116
36,-1.2429909,-1.4413741,"('hostile', 'amicable')",-1.2429909,-1.4413741,-0.1983832
37,1.4606969,1.4031141,"('fake', 'genuine')",1.4606969,1.4031141,-0.0575828
38,0.048132338,0.09837548,"('untruthful', 'truthful')",0.0481323,0.0983755,0.0502432
39,0.63564545,0.620342,"('exploitative', 'cooperative')",0.6356454,0.620342,-0.0153034
40,-0.7523547,-1.0377479,"('stingy', 'generous')",-0.7523547,-1.0377479,-0.2853932
41,0.117955506,-0.032552846,"('unforgiving', 'forgiving')",0.1179555,-0.0325528,-0.1505083
42,-1.8949728,-2.0341613,"('unreliable', 'reliable')",-1.8949728,-2.0341613,-0.1391885
43,1.306961,1.4198388,"('irresponsible', 'responsible')",1.3069611,1.4198388,0.1128777
44,-1.2866758,-1.4622233,"('prejudiced', 'unprejudiced')",-1.2866758,-1.4622233,-0.1755475
45,0.5086217,0.38643146,"('incompetent', 'competent')",0.5086217,0.3864315,-0.1221902
46,-0.18175568,-0.281134,"('uncompetitive', 'competitive')",-0.1817557,-0.281134,-0.0993783
47,4.8386455,5.012425,"('stupid', 'smart')",4.8386455,5.0124249,0.1737794
48,0.85459316,0.8668357,"('unintelligent', 'intelligent')",0.8545932,0.8668357,0.0122425
49,0.5307925,0.7166214,"('unable', 'able')",0.5307925,0.7166214,0.1858289
50,-0.045185596,-0.07706166,"('clumsy', 'skillful')",-0.0451856,-0.0770617,-0.0318761
51,1.4268565,1.3447475,"('uneducated', 'educated')",1.4268565,1.3447475,-0.082109
52,-0.48007476,-0.55300766,"('irrational', 'rational')",-0.4800748,-0.5530077,-0.0729329
53,0.19241215,0.13367958,"('uncreative', 'creative')",0.1924122,0.1336796,-0.0587326
