,nursery_male,nursery_female,tuple,average_male,average_female,female-male
0,0.08747167,-0.07841081,"('unsociable', 'sociable')",0.0874717,-0.0784108,-0.1658825
1,1.4426049,1.4967207,"('unfriendly', 'friendly')",1.4426049,1.4967207,0.0541158
2,0.38314846,0.5524119,"('unlikable', 'likable')",0.3831485,0.5524119,0.1692634
3,-0.38228065,-0.18136986,"('repellent', 'pleasant')",-0.3822806,-0.1813699,0.2009107
4,-6.8140736,-6.97034,"('disliked', 'liked')",-6.8140736,-6.9703398,-0.1562662
5,-0.2028299,-0.14872776,"('distant', 'outgoing')",-0.2028299,-0.1487278,0.0541021
6,0.3139192,0.39106235,"('distant', 'open')",0.3139192,0.3910623,0.0771431
7,0.8936559,0.94645494,"('insensitive', 'sensitive')",0.8936559,0.9464549,0.052799
8,1.6751345,1.7322807,"('unaffectionate', 'affectionate')",1.6751345,1.7322807,0.0571462
9,1.9232595,1.9901369,"('unaffectionate', 'caring')",1.9232595,1.9901369,0.0668774
10,0.5104399,0.58787894,"('unsympathetic', 'sympathetic')",0.5104399,0.5878789,0.077439
11,1.5466579,1.6225703,"('unhelpful', 'helpful')",1.5466579,1.6225703,0.0759124
12,-1.2012982,-1.1663488,"('unsupportive', 'supportive')",-1.2012982,-1.1663488,0.0349494
13,-0.28799462,-0.21984275,"('impolite', 'polite')",-0.2879946,-0.2198427,0.0681519
14,-0.14013447,-0.19411781,"('antisocial', 'social')",-0.1401345,-0.1941178,-0.0539833
15,0.99063027,0.9305924,"('boring', 'funny')",0.9906303,0.9305924,-0.0600379
16,-0.42557183,-0.3888616,"('unpopular', 'popular')",-0.4255718,-0.3888616,0.0367102
17,-0.03130742,-0.014777258,"('nasty', 'nice')",-0.0313074,-0.0147773,0.0165301
18,-0.49831226,-0.39669225,"('disagreeable', 'welcoming')",-0.4983123,-0.3966922,0.1016201
19,-0.2361826,-0.108803175,"('inhospitable', 'hospitable')",-0.2361826,-0.1088032,0.1273794
20,0.21840242,0.15582949,"('rough', 'thoughtful')",0.2184024,0.1558295,-0.0625729
21,-0.6079359,-0.4121889,"('immoral', 'moral')",-0.6079359,-0.4121889,0.195747
22,-0.8856764,-0.9018496,"('untrustworthy', 'trustworthy')",-0.8856764,-0.9018496,-0.0161732
23,5.6809745,5.8956,"('insincere', 'sincere')",5.6809745,5.8955998,0.2146253
24,0.74086356,0.7470365,"('dishonest', 'honest')",0.7408636,0.7470365,0.0061729
25,0.9499732,0.91853756,"('egoistic', 'altruistic')",0.9499732,0.9185376,-0.0314356
26,2.118887,2.0303042,"('hardhearted', 'benevolent')",2.1188869,2.0303042,-0.0885827
27,1.9074312,1.8169386,"('hardhearted', 'softhearted')",1.9074312,1.8169386,-0.0904926
28,1.2713236,1.1626664,"('disloyal', 'loyal')",1.2713236,1.1626664,-0.1086572
29,-0.306451,-0.52367777,"('unfair', 'fair')",-0.306451,-0.5236778,-0.2172268
30,0.6836758,0.7378709,"('intolerant', 'tolerant')",0.6836758,0.7378709,0.0541951
31,-0.95867753,-0.9243993,"('evil', 'good')",-0.9586775,-0.9243993,0.0342782
32,0.9981688,0.96462727,"('unkind', 'kind')",0.9981688,0.9646273,-0.0335415
33,0.315477,0.29298502,"('wrong', 'right')",0.315477,0.292985,-0.022492
34,3.9739795,4.2035437,"('mean', 'honorable')",3.9739795,4.2035437,0.2295642
35,-0.5149436,-0.744514,"('corrupt', 'incorrupt')",-0.5149436,-0.744514,-0.2295704
36,-0.5428116,-0.59974873,"('hostile', 'amicable')",-0.5428116,-0.5997487,-0.0569371
37,0.8478984,0.77469206,"('fake', 'genuine')",0.8478984,0.7746921,-0.0732063
38,-0.14617695,-0.036841366,"('untruthful', 'truthful')",-0.1461769,-0.0368414,0.1093355
39,0.22108632,0.20869312,"('exploitative', 'cooperative')",0.2210863,0.2086931,-0.0123932
40,-2.0246031,-2.1194642,"('stingy', 'generous')",-2.0246031,-2.1194642,-0.0948611
41,0.8404016,0.791628,"('unforgiving', 'forgiving')",0.8404016,0.791628,-0.0487736
