,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.4778838,-2.5995178,"('unsociable', 'sociable')",-0.15399517,-0.42965236,-0.8101796,-0.9556092,-1.1473529,-1.3282598,-0.1809069
1,0.1651294,-0.035186898,"('unfriendly', 'friendly')",0.8398718,0.5534377,2.1134443,1.9404435,1.0394818,0.8195648,-0.219917
2,0.17493248,0.13553889,"('unlikable', 'likable')",1.4452643,1.4452511,0.7927692,0.88440126,0.804322,0.8217305,0.0174085
3,-0.9266785,-0.8183799,"('repellent', 'pleasant')",0.8542961,0.943701,0.009540867,0.07619281,-0.0209472,0.0671713,0.0881185
4,0.75758195,0.7960123,"('disliked', 'liked')",-0.9432766,-1.0009733,-5.5897512,-5.6982627,-1.9251486,-1.9677413,-0.0425927
5,1.5080122,1.4991969,"('distant', 'outgoing')",-0.5918493,-0.6004722,-0.16216147,-0.09475988,0.2513338,0.2679883,0.0166545
6,1.5481414,1.5206385,"('distant', 'open')",-1.2805834,-1.3728397,0.29716507,0.36257076,0.188241,0.1701232,-0.0181178
7,-1.659714,-1.6668817,"('insensitive', 'sensitive')",0.21147929,0.32024843,0.53971046,0.54738134,-0.3028414,-0.2664173,0.0364241
8,-0.39970657,-0.49332398,"('unaffectionate', 'affectionate')",-0.5777432,-0.5602711,0.7981992,0.7556323,-0.0597502,-0.0993209,-0.0395707
9,-0.0155764,-0.098136514,"('unaffectionate', 'caring')",0.25336415,0.23083577,1.3848181,1.3513168,0.5408686,0.494672,-0.0461966
10,-2.952406,-2.9428282,"('unsympathetic', 'sympathetic')",-0.03328167,0.049091697,-0.7361855,-0.7503072,-1.2406243,-1.2146811,0.0259432
11,-1.1059445,-1.0834352,"('unhelpful', 'helpful')",0.9686262,1.0115435,1.7958772,1.8050947,0.5528529,0.5777344,0.0248815
12,-0.16232574,-0.13709718,"('unsupportive', 'supportive')",0.45193112,0.571756,-1.2362175,-1.2937565,-0.3155374,-0.2863659,0.0291715
13,-2.0759544,-2.1603615,"('impolite', 'polite')",0.1400117,0.07106845,-0.41542977,-0.45609432,-0.7837908,-0.8484624,-0.0646716
14,-2.1472971,-2.0924125,"('antisocial', 'social')",1.4644538,1.5388163,-1.1228313,-1.0967354,-0.6018916,-0.5501105,0.0517811
15,-0.22423264,-0.29925317,"('boring', 'funny')",-0.7866657,-0.8356196,0.13378352,0.19267756,-0.2923716,-0.3140651,-0.0216935
16,0.22948931,0.26127774,"('unpopular', 'popular')",-1.1460077,-1.0549934,0.19001101,0.23034991,-0.2421691,-0.1877886,0.0543805
17,-0.36663708,-0.2952571,"('nasty', 'nice')",-1.2033075,-1.1045315,-0.548495,-0.42129046,-0.7061466,-0.6070263,0.0991203
18,0.030443013,0.0018078238,"('disagreeable', 'welcoming')",-0.19884804,-0.2876258,-0.05883596,-0.06235242,-0.075747,-0.1160568,-0.0403098
19,1.1030605,1.0538508,"('inhospitable', 'hospitable')",-0.40380538,-0.43131757,0.2708379,0.3239822,0.3233643,0.3155051,-0.0078592
20,-0.8080415,-0.7669372,"('rough', 'thoughtful')",0.378588,0.55059326,1.0244789,1.0073104,0.1983418,0.2636555,0.0653137
21,-1.6219381,-1.6490594,"('immoral', 'moral')",1.1765368,1.1228223,-0.92849153,-0.91009325,-0.4579643,-0.4787768,-0.0208125
22,-1.2736773,-1.2517158,"('untrustworthy', 'trustworthy')",0.52752554,0.44656742,-1.0215338,-1.0475295,-0.5892286,-0.6175593,-0.0283307
23,-1.4570572,-1.4928735,"('insincere', 'sincere')",0.8741703,0.8228104,5.1891623,5.15578,1.5354252,1.4952389,-0.0401863
24,-0.9499123,-0.9864198,"('dishonest', 'honest')",0.57654405,0.5590189,0.87903124,0.8341954,0.1685543,0.1355982,-0.0329561
25,1.0284817,0.9631206,"('egoistic', 'altruistic')",0.58292973,0.46580875,1.9690468,1.9095016,1.1934861,1.1128103,-0.0806758
26,0.009849297,-0.0997224,"('hardhearted', 'benevolent')",-0.1361989,-0.22175711,1.8856126,1.7003087,0.586421,0.4596097,-0.1268113
27,-0.3673877,-0.42504153,"('hardhearted', 'softhearted')",-0.016290711,-0.007631435,1.4742551,1.4323168,0.3635255,0.3332146,-0.0303109
28,-1.3846653,-1.4739542,"('disloyal', 'loyal')",-0.6894789,-0.86630946,1.0897303,0.9411181,-0.328138,-0.4663818,-0.1382438
29,-0.56347495,-0.5938668,"('unfair', 'fair')",-0.47157598,-0.49363896,-0.50563186,-0.6073422,-0.5135609,-0.5649494,-0.0513885
30,-1.6344324,-1.600105,"('intolerant', 'tolerant')",1.305208,1.3465108,0.94127816,0.90727293,0.2040179,0.2178929,0.013875
31,1.7644118,1.7533827,"('evil', 'good')",-0.9144833,-1.051418,-0.70805943,-0.75836784,0.0472897,-0.018801,-0.0660907
32,-0.14468955,-0.27343273,"('unkind', 'kind')",0.4731956,0.35161102,1.2680069,1.0817851,0.532171,0.3866545,-0.1455165
33,1.9459829,1.8102638,"('wrong', 'right')",0.7605007,0.6775148,0.036356747,-0.04533292,0.9142801,0.8141486,-0.1001315
34,-0.14774944,-0.08763178,"('mean', 'honorable')",0.39965847,0.4772278,5.512145,5.7030625,1.9213514,2.0308862,0.1095348
35,2.2157438,2.2071464,"('corrupt', 'incorrupt')",-1.8058968,-1.8374188,0.11384918,0.029300824,0.1745654,0.1330095,-0.0415559
36,2.2599087,2.127384,"('hostile', 'amicable')",-1.2444196,-1.4899445,0.5498808,0.39980444,0.5217899,0.345748,-0.1760419
37,-1.1261934,-1.1344029,"('fake', 'genuine')",-0.2145983,-0.070454895,0.13813385,0.17912085,-0.4008859,-0.3419123,0.0589736
38,-0.042905666,-0.05237937,"('untruthful', 'truthful')",-0.1077759,-0.116064124,0.39965847,0.40126523,0.0829923,0.0776072,-0.0053851
39,0.015655266,0.054164354,"('exploitative', 'cooperative')",1.0653207,1.0828823,0.26179034,0.25754422,0.4475888,0.4648636,0.0172748
40,0.44641232,0.4020221,"('stingy', 'generous')",0.13636309,0.07735441,-0.85514295,-0.95134056,-0.0907892,-0.1573214,-0.0665322
41,-0.9836124,-1.121675,"('unforgiving', 'forgiving')",-0.30923045,-0.46958306,0.57566905,0.4658795,-0.2390579,-0.3751262,-0.1360683
42,-0.7909615,-0.6828815,"('unreliable', 'reliable')",0.24761838,0.46966645,-3.1591532,-3.0836515,-1.2341654,-1.0989556,0.1352098
43,-2.3649273,-2.3473783,"('irresponsible', 'responsible')",0.37279648,0.48913714,-0.0261264,-0.00811439,-0.6727524,-0.6221185,0.0506339
44,-0.033546485,0.03136779,"('prejudiced', 'unprejudiced')",-0.61963266,-0.4406752,-1.5693685,-1.481899,-0.7408492,-0.6304022,0.110447
45,-2.3300889,-2.250153,"('incompetent', 'competent')",-0.043958604,-0.05064202,-0.72235155,-0.7152517,-1.032133,-1.0053489,0.0267841
46,-1.9058087,-1.8529929,"('uncompetitive', 'competitive')",0.98026615,1.0479362,-0.99823266,-1.06265,-0.6412584,-0.6225689,0.0186895
47,-1.1640438,-1.0748667,"('stupid', 'smart')",0.39170364,0.5004385,4.8716817,4.9881206,1.3664471,1.4712308,0.1047837
48,-0.9838878,-1.0992813,"('unintelligent', 'intelligent')",0.6725825,0.59255266,0.6106254,0.5158843,0.0997734,0.0030519,-0.0967215
49,-0.5480899,-0.45836902,"('unable', 'able')",-0.9936105,-0.8376541,-0.17426276,-0.03238815,-0.5719877,-0.4428038,0.1291839
50,0.8604603,0.8509073,"('clumsy', 'skillful')",-0.6010291,-0.4904105,0.044740535,0.009884784,0.1013906,0.1234605,0.0220699
51,-1.2280166,-1.3402448,"('uneducated', 'educated')",0.60597736,0.4583322,0.76185715,0.6044521,0.046606,-0.0924868,-0.1390928
52,0.656015,0.5236433,"('irrational', 'rational')",-0.47552705,-0.700066,0.06373671,-0.030114476,0.0814082,-0.0688457,-0.1502539
53,-0.23750255,-0.27717423,"('uncreative', 'creative')",1.0627953,1.0890577,0.9449414,0.84998196,0.590078,0.5539552,-0.0361228
54,-0.46015608,-0.49396497,"('incapable', 'capable')",-1.0954719,-0.95547503,0.94713414,0.964835,-0.2028313,-0.161535,0.0412963
55,-2.3181756,-2.2784247,"('incompetent', 'clever')",0.4970902,0.5351198,-0.36387295,-0.36015144,-0.7283194,-0.7011522,0.0271672
56,-1.6541325,-1.6115159,"('impractical', 'practical')",1.0963848,1.1937939,-0.57938904,-0.51880425,-0.3790456,-0.3121754,0.0668702
57,-1.8822173,-1.9272326,"('unimaginative', 'imaginative')",-0.35494834,-0.361803,-2.5171707,-2.5745058,-1.5847788,-1.6211805,-0.0364017
58,-0.6763586,-0.7138008,"('undiscriminating', 'discriminating')",1.5178696,1.5889298,-0.04095728,-0.03863842,0.2668512,0.2788302,0.011979
59,1.2835095,1.2095867,"('foolish', 'wise')",-0.36698082,-0.35710716,0.5885669,0.54266083,0.5016985,0.4650468,-0.0366517
