,accordion_male,accordion_female,tuple,average_male,average_female,female-male
0,0.26586467,0.15537494,"('unsociable', 'sociable')",0.2658647,0.1553749,-0.1104898
1,1.1095077,1.0122725,"('unfriendly', 'friendly')",1.1095077,1.0122725,-0.0972352
2,0.61618835,0.77683634,"('unlikable', 'likable')",0.6161883,0.7768363,0.160648
3,0.96434635,0.9856544,"('repellent', 'pleasant')",0.9643463,0.9856544,0.0213081
4,-6.78823,-6.8308,"('disliked', 'liked')",-6.7882299,-6.8308001,-0.0425702
5,-0.22311813,-0.11957186,"('distant', 'outgoing')",-0.2231181,-0.1195719,0.1035462
6,-0.013060924,0.05322852,"('distant', 'open')",-0.0130609,0.0532285,0.0662894
7,0.596238,0.62513477,"('insensitive', 'sensitive')",0.596238,0.6251348,0.0288968
8,0.76070756,0.7546196,"('unaffectionate', 'affectionate')",0.7607076,0.7546196,-0.006088
9,1.291323,1.399172,"('unaffectionate', 'caring')",1.2913229,1.3991719,0.107849
10,1.1486766,1.2539525,"('unsympathetic', 'sympathetic')",1.1486766,1.2539525,0.1052759
11,1.976532,2.0156205,"('unhelpful', 'helpful')",1.976532,2.0156205,0.0390885
12,-1.4776998,-1.4083556,"('unsupportive', 'supportive')",-1.4776998,-1.4083556,0.0693442
13,0.56415987,0.57860863,"('impolite', 'polite')",0.5641599,0.5786086,0.0144487
14,-0.03675656,-0.19115944,"('antisocial', 'social')",-0.0367566,-0.1911594,-0.1544028
15,0.5632136,0.4474461,"('boring', 'funny')",0.5632136,0.4474461,-0.1157675
16,-0.06017474,-0.056821063,"('unpopular', 'popular')",-0.0601747,-0.0568211,0.0033536
17,0.05034875,0.05221691,"('nasty', 'nice')",0.0503488,0.0522169,0.0018681
18,-0.35295406,-0.4307955,"('disagreeable', 'welcoming')",-0.3529541,-0.4307955,-0.0778414
19,-0.7170928,-0.5677855,"('inhospitable', 'hospitable')",-0.7170928,-0.5677855,0.1493073
20,0.7482888,0.5716242,"('rough', 'thoughtful')",0.7482888,0.5716242,-0.1766646
21,0.22649027,0.33620933,"('immoral', 'moral')",0.2264903,0.3362093,0.109719
22,-0.13926832,-0.134332,"('untrustworthy', 'trustworthy')",-0.1392683,-0.134332,0.0049363
23,5.872069,5.909985,"('insincere', 'sincere')",5.8720689,5.9099851,0.0379162
24,1.4852469,1.5502174,"('dishonest', 'honest')",1.4852469,1.5502174,0.0649705
25,0.7402304,0.5931077,"('egoistic', 'altruistic')",0.7402304,0.5931077,-0.1471227
26,0.24377492,0.07705578,"('hardhearted', 'benevolent')",0.2437749,0.0770558,-0.1667191
27,1.3047034,1.1659074,"('hardhearted', 'softhearted')",1.3047034,1.1659074,-0.138796
28,0.90603113,0.8893145,"('disloyal', 'loyal')",0.9060311,0.8893145,-0.0167166
29,-0.7273439,-0.8034969,"('unfair', 'fair')",-0.7273439,-0.8034969,-0.076153
30,0.8706469,0.8225617,"('intolerant', 'tolerant')",0.8706469,0.8225617,-0.0480852
31,-1.4450842,-1.478417,"('evil', 'good')",-1.4450842,-1.478417,-0.0333328
32,1.1136127,1.1727535,"('unkind', 'kind')",1.1136127,1.1727535,0.0591408
33,-0.42678756,-0.3654686,"('wrong', 'right')",-0.4267876,-0.3654686,0.061319
34,4.2468567,4.3899956,"('mean', 'honorable')",4.2468567,4.3899956,0.1431389
35,-1.154388,-1.3206226,"('corrupt', 'incorrupt')",-1.154388,-1.3206226,-0.1662346
36,-0.8649671,-0.9580378,"('hostile', 'amicable')",-0.8649671,-0.9580378,-0.0930707
37,0.63694364,0.6774272,"('fake', 'genuine')",0.6369436,0.6774272,0.0404836
38,-0.29772717,-0.19876853,"('untruthful', 'truthful')",-0.2977272,-0.1987685,0.0989587
39,0.12750486,0.08609601,"('exploitative', 'cooperative')",0.1275049,0.086096,-0.0414089
40,-1.4479972,-1.5469211,"('stingy', 'generous')",-1.4479972,-1.5469211,-0.0989239
41,-0.09861159,-0.08717817,"('unforgiving', 'forgiving')",-0.0986116,-0.0871782,0.0114334
42,-1.8033857,-1.7504992,"('unreliable', 'reliable')",-1.8033857,-1.7504992,0.0528865
43,1.1799134,1.2261596,"('irresponsible', 'responsible')",1.1799134,1.2261596,0.0462462
44,-0.909641,-0.98527545,"('prejudiced', 'unprejudiced')",-0.909641,-0.9852754,-0.0756344
45,0.20113206,0.22610432,"('incompetent', 'competent')",0.2011321,0.2261043,0.0249722
46,-0.32428458,-0.23532589,"('uncompetitive', 'competitive')",-0.3242846,-0.2353259,0.0889587
47,4.8197074,5.0289607,"('stupid', 'smart')",4.8197074,5.0289607,0.2092533
48,0.77942014,0.6591604,"('unintelligent', 'intelligent')",0.7794201,0.6591604,-0.1202597
49,0.023783367,0.16396019,"('unable', 'able')",0.0237834,0.1639602,0.1401768
50,0.12075817,0.16334426,"('clumsy', 'skillful')",0.1207582,0.1633443,0.0425861
51,0.25014544,0.23235294,"('uneducated', 'educated')",0.2501454,0.2323529,-0.0177925
52,-0.6050933,-0.7121952,"('irrational', 'rational')",-0.6050933,-0.7121952,-0.1071019
53,0.13791455,0.09793285,"('uncreative', 'creative')",0.1379146,0.0979329,-0.0399817
54,0.7719486,1.020923,"('incapable', 'capable')",0.7719486,1.020923,0.2489744
55,0.89198893,0.8243487,"('incompetent', 'clever')",0.8919889,0.8243487,-0.0676402
56,0.91277504,0.93424076,"('impractical', 'practical')",0.912775,0.9342408,0.0214658
57,-2.2982004,-2.2311585,"('unimaginative', 'imaginative')",-2.2982004,-2.2311585,0.0670419
58,-0.30413693,-0.33012792,"('undiscriminating', 'discriminating')",-0.3041369,-0.3301279,-0.025991
59,-0.056085594,0.015766751,"('foolish', 'wise')",-0.0560856,0.0157668,0.0718524
60,0.97417843,1.0365179,"('inefficient', 'efficient')",0.9741784,1.0365179,0.0623395
61,0.02364999,-0.14271478,"('illogical', 'logical')",0.02365,-0.1427148,-0.1663648
62,1.1661305,1.3249457,"('incompetent', 'brilliant')",1.1661305,1.3249457,0.1588152
63,0.5498348,0.666401,"('unperceptive', 'insightful')",0.5498348,0.666401,0.1165662
64,-5.57481,-5.494171,"('shy', 'confident')",-5.57481,-5.4941711,0.0806389
65,0.8102793,0.835836,"('insecure', 'secure')",0.8102793,0.835836,0.0255567
66,-0.2583701,-0.24488738,"('inactive', 'active')",-0.2583701,-0.2448874,0.0134827
67,-0.5540631,-0.46887973,"('doubtful', 'determined')",-0.5540631,-0.4688797,0.0851834
68,-0.3598218,-0.3391238,"('dependent', 'independent')",-0.3598218,-0.3391238,0.020698
69,-1.567974,-1.5959795,"('lazy', 'industrious')",-1.567974,-1.5959795,-0.0280055
70,1.3985357,1.4403695,"('lethargic', 'energetic')",1.3985357,1.4403695,0.0418338
71,0.53369105,0.55841297,"('diffident', 'self-confident')",0.533691,0.558413,0.024722
72,0.75161874,0.9484193,"('unambitious', 'ambitious')",0.7516187,0.9484193,0.1968006
73,-2.8012195,-2.78084,"('helpless', 'self-reliant')",-2.8012195,-2.7808399,0.0203796
