,marketing_male,marketing_female,tuple,average_male,average_female,female-male
0,-0.24380632,-0.32487217,"('unsociable', 'sociable')",-0.2438063,-0.3248722,-0.0810659
1,1.24601,1.2948984,"('unfriendly', 'friendly')",1.2460099,1.2948984,0.0488885
2,0.9083933,0.9598757,"('unlikable', 'likable')",0.9083933,0.9598757,0.0514824
3,-0.32978147,-0.25768298,"('repellent', 'pleasant')",-0.3297815,-0.257683,0.0720985
4,-7.212225,-7.154239,"('disliked', 'liked')",-7.212225,-7.1542392,0.0579858
5,-0.4862554,-0.36086175,"('distant', 'outgoing')",-0.4862554,-0.3608617,0.1253937
6,-0.5116028,-0.37147105,"('distant', 'open')",-0.5116028,-0.371471,0.1401318
7,0.7563672,0.76630235,"('insensitive', 'sensitive')",0.7563672,0.7663023,0.0099351
8,1.2555863,1.2415545,"('unaffectionate', 'affectionate')",1.2555863,1.2415545,-0.0140318
9,1.9901364,2.0062506,"('unaffectionate', 'caring')",1.9901364,2.0062506,0.0161142
10,0.63189626,0.6365518,"('unsympathetic', 'sympathetic')",0.6318963,0.6365518,0.0046555
11,2.565581,2.5275197,"('unhelpful', 'helpful')",2.5655811,2.5275197,-0.0380614
12,-1.0230836,-0.9210943,"('unsupportive', 'supportive')",-1.0230836,-0.9210943,0.1019893
13,0.16961132,0.09032058,"('impolite', 'polite')",0.1696113,0.0903206,-0.0792907
14,0.19195208,0.07901321,"('antisocial', 'social')",0.1919521,0.0790132,-0.1129389
15,0.18097684,0.11929522,"('boring', 'funny')",0.1809768,0.1192952,-0.0616816
16,-0.67029536,-0.6468723,"('unpopular', 'popular')",-0.6702954,-0.6468723,0.0234231
17,-0.64340353,-0.6498079,"('nasty', 'nice')",-0.6434035,-0.6498079,-0.0064044
18,-0.50593674,-0.5017746,"('disagreeable', 'welcoming')",-0.5059367,-0.5017746,0.0041621
19,-0.29816633,-0.22530712,"('inhospitable', 'hospitable')",-0.2981663,-0.2253071,0.0728592
20,1.1194324,1.0672241,"('rough', 'thoughtful')",1.1194324,1.0672241,-0.0522083
21,0.24894029,0.2964054,"('immoral', 'moral')",0.2489403,0.2964054,0.0474651
22,-0.046211846,-0.019461192,"('untrustworthy', 'trustworthy')",-0.0462118,-0.0194612,0.0267506
23,6.738428,6.666186,"('insincere', 'sincere')",6.7384281,6.6661859,-0.0722422
24,1.7949643,1.7367964,"('dishonest', 'honest')",1.7949643,1.7367964,-0.0581679
25,0.6449563,0.6522839,"('egoistic', 'altruistic')",0.6449563,0.6522839,0.0073276
26,1.6295979,1.6130236,"('hardhearted', 'benevolent')",1.6295979,1.6130236,-0.0165743
27,0.9798219,0.8289877,"('hardhearted', 'softhearted')",0.9798219,0.8289877,-0.1508342
28,1.7628663,1.6870648,"('disloyal', 'loyal')",1.7628663,1.6870648,-0.0758015
29,-0.4627396,-0.56272304,"('unfair', 'fair')",-0.4627396,-0.562723,-0.0999834
30,1.7063843,1.6682227,"('intolerant', 'tolerant')",1.7063843,1.6682227,-0.0381616
31,-2.4094412,-2.31568,"('evil', 'good')",-2.4094412,-2.31568,0.0937612
32,1.4212898,1.3780435,"('unkind', 'kind')",1.4212898,1.3780435,-0.0432463
33,0.11697259,0.073535606,"('wrong', 'right')",0.1169726,0.0735356,-0.043437
34,4.824737,4.9392323,"('mean', 'honorable')",4.8247371,4.9392323,0.1144952
35,-1.2420609,-1.32255,"('corrupt', 'incorrupt')",-1.2420609,-1.3225501,-0.0804892
36,-1.003355,-1.0415583,"('hostile', 'amicable')",-1.003355,-1.0415583,-0.0382033
37,0.90408576,0.81062675,"('fake', 'genuine')",0.9040858,0.8106267,-0.0934591
38,0.65235376,0.6944627,"('untruthful', 'truthful')",0.6523538,0.6944627,0.0421089
39,0.37901372,0.29902112,"('exploitative', 'cooperative')",0.3790137,0.2990211,-0.0799926
40,-2.3285935,-2.3404443,"('stingy', 'generous')",-2.3285935,-2.3404443,-0.0118508
41,0.21106404,0.17312272,"('unforgiving', 'forgiving')",0.211064,0.1731227,-0.0379413
42,-2.4303405,-2.3741834,"('unreliable', 'reliable')",-2.4303405,-2.3741834,0.0561571
43,1.619253,1.6179177,"('irresponsible', 'responsible')",1.619253,1.6179177,-0.0013353
44,-1.1447833,-1.1620475,"('prejudiced', 'unprejudiced')",-1.1447833,-1.1620475,-0.0172642
45,0.011289224,-0.014759428,"('incompetent', 'competent')",0.0112892,-0.0147594,-0.0260486
46,-0.19094905,-0.1553318,"('uncompetitive', 'competitive')",-0.1909491,-0.1553318,0.0356173
47,5.401286,5.3822966,"('stupid', 'smart')",5.4012861,5.3822966,-0.0189895
48,0.27896613,0.23247501,"('unintelligent', 'intelligent')",0.2789661,0.232475,-0.0464911
49,0.30221242,0.30538163,"('unable', 'able')",0.3022124,0.3053816,0.0031692
50,-0.030948885,-0.07217944,"('clumsy', 'skillful')",-0.0309489,-0.0721794,-0.0412305
51,-0.10284993,-0.22984101,"('uneducated', 'educated')",-0.1028499,-0.229841,-0.1269911
52,-0.5424714,-0.64697975,"('irrational', 'rational')",-0.5424714,-0.6469797,-0.1045083
53,0.65297216,0.7298269,"('uncreative', 'creative')",0.6529722,0.7298269,0.0768547
54,1.228731,1.2428907,"('incapable', 'capable')",1.228731,1.2428907,0.0141597
55,0.49884033,0.5020396,"('incompetent', 'clever')",0.4988403,0.5020396,0.0031993
56,1.6159586,1.646911,"('impractical', 'practical')",1.6159586,1.646911,0.0309524
