,fright_male,fright_female,tuple,average_male,average_female,female-male
0,-0.007866111,-0.07550747,"('unsociable', 'sociable')",-0.0078661,-0.0755075,-0.0676414
1,0.86748075,0.7634846,"('unfriendly', 'friendly')",0.8674808,0.7634846,-0.1039962
2,0.064420596,0.19015571,"('unlikable', 'likable')",0.0644206,0.1901557,0.1257351
3,0.8665457,0.93438816,"('repellent', 'pleasant')",0.8665457,0.9343882,0.0678425
4,-6.8072586,-7.0356293,"('disliked', 'liked')",-6.8072586,-7.0356293,-0.2283707
5,-0.5191473,-0.56726944,"('distant', 'outgoing')",-0.5191473,-0.5672694,-0.0481221
6,-0.0331474,-0.1587898,"('distant', 'open')",-0.0331474,-0.1587898,-0.1256424
7,0.9481981,0.94512,"('insensitive', 'sensitive')",0.9481981,0.94512,-0.0030781
8,0.7784939,0.6719896,"('unaffectionate', 'affectionate')",0.7784939,0.6719896,-0.1065043
9,1.1811795,1.2168324,"('unaffectionate', 'caring')",1.1811795,1.2168324,0.0356529
10,1.177784,1.2140169,"('unsympathetic', 'sympathetic')",1.177784,1.2140169,0.0362329
11,1.4748114,1.5120479,"('unhelpful', 'helpful')",1.4748114,1.5120479,0.0372365
12,-1.521437,-1.5564641,"('unsupportive', 'supportive')",-1.521437,-1.5564641,-0.0350271
13,-0.097563624,-0.017247647,"('impolite', 'polite')",-0.0975636,-0.0172476,0.080316
14,0.0088401735,-0.028342513,"('antisocial', 'social')",0.0088402,-0.0283425,-0.0371827
15,0.048156306,-0.04579127,"('boring', 'funny')",0.0481563,-0.0457913,-0.0939476
16,-0.2950675,-0.32558984,"('unpopular', 'popular')",-0.2950675,-0.3255898,-0.0305223
17,0.097101815,0.056171436,"('nasty', 'nice')",0.0971018,0.0561714,-0.0409304
18,-0.37460247,-0.3967649,"('disagreeable', 'welcoming')",-0.3746025,-0.3967649,-0.0221624
19,-0.8586371,-0.90186626,"('inhospitable', 'hospitable')",-0.8586371,-0.9018663,-0.0432292
20,0.944419,0.8956948,"('rough', 'thoughtful')",0.944419,0.8956948,-0.0487242
21,-0.17724267,-0.0017886646,"('immoral', 'moral')",-0.1772427,-0.0017887,0.175454
22,-0.0628015,-0.10692625,"('untrustworthy', 'trustworthy')",-0.0628015,-0.1069262,-0.0441247
23,5.4317713,5.5321765,"('insincere', 'sincere')",5.4317713,5.5321765,0.1004052
24,1.3581004,1.3145617,"('dishonest', 'honest')",1.3581004,1.3145617,-0.0435387
25,0.3765943,0.3563863,"('egoistic', 'altruistic')",0.3765943,0.3563863,-0.020208
26,0.7424987,0.52290285,"('hardhearted', 'benevolent')",0.7424987,0.5229028,-0.2195959
27,1.6216513,1.4346659,"('hardhearted', 'softhearted')",1.6216513,1.4346659,-0.1869854
28,0.9215733,0.8726121,"('disloyal', 'loyal')",0.9215733,0.8726121,-0.0489612
29,-0.37688756,-0.5099764,"('unfair', 'fair')",-0.3768876,-0.5099764,-0.1330888
30,0.5484529,0.6215828,"('intolerant', 'tolerant')",0.5484529,0.6215828,0.0731299
31,-1.1502743,-1.2831929,"('evil', 'good')",-1.1502743,-1.2831929,-0.1329186
32,1.1220877,1.0308598,"('unkind', 'kind')",1.1220877,1.0308598,-0.0912279
33,-0.47925696,-0.51965034,"('wrong', 'right')",-0.479257,-0.5196503,-0.0403933
34,3.9768355,4.1331863,"('mean', 'honorable')",3.9768355,4.1331863,0.1563508
35,-0.91270494,-1.1779608,"('corrupt', 'incorrupt')",-0.9127049,-1.1779608,-0.2652559
36,-0.68262196,-0.8314128,"('hostile', 'amicable')",-0.682622,-0.8314128,-0.1487908
37,0.80250615,0.82194936,"('fake', 'genuine')",0.8025061,0.8219494,0.0194433
38,-0.62161684,-0.54907346,"('untruthful', 'truthful')",-0.6216168,-0.5490735,0.0725433
39,0.20545167,0.24005309,"('exploitative', 'cooperative')",0.2054517,0.2400531,0.0346014
40,-1.0704584,-1.3130813,"('stingy', 'generous')",-1.0704584,-1.3130813,-0.2426229
41,0.320954,0.28621674,"('unforgiving', 'forgiving')",0.320954,0.2862167,-0.0347373
42,-1.4101621,-1.481241,"('unreliable', 'reliable')",-1.4101621,-1.481241,-0.0710789
43,0.9005733,1.0086143,"('irresponsible', 'responsible')",0.9005733,1.0086143,0.108041
44,-0.70663124,-0.666383,"('prejudiced', 'unprejudiced')",-0.7066312,-0.666383,0.0402482
45,0.3718566,0.23244883,"('incompetent', 'competent')",0.3718566,0.2324488,-0.1394078
46,-0.23770589,-0.1919673,"('uncompetitive', 'competitive')",-0.2377059,-0.1919673,0.0457386
47,4.5922275,4.745884,"('stupid', 'smart')",4.5922275,4.7458839,0.1536564
48,0.2527759,0.2513101,"('unintelligent', 'intelligent')",0.2527759,0.2513101,-0.0014658
49,-0.34396648,-0.18780476,"('unable', 'able')",-0.3439665,-0.1878048,0.1561617
50,-0.1945988,-0.24629319,"('clumsy', 'skillful')",-0.1945988,-0.2462932,-0.0516944
51,0.064403415,0.017667249,"('uneducated', 'educated')",0.0644034,0.0176672,-0.0467362
52,-0.41142854,-0.60666364,"('irrational', 'rational')",-0.4114285,-0.6066636,-0.1952351
53,-0.07689683,-0.19140929,"('uncreative', 'creative')",-0.0768968,-0.1914093,-0.1145125
54,0.72045827,0.79630303,"('incapable', 'capable')",0.7204583,0.796303,0.0758447
55,0.6339543,0.6919629,"('incompetent', 'clever')",0.6339543,0.6919629,0.0580086
56,0.5229421,0.547528,"('impractical', 'practical')",0.5229421,0.547528,0.0245859
57,-1.9566436,-2.0762691,"('unimaginative', 'imaginative')",-1.9566436,-2.0762691,-0.1196255
58,0.2949355,0.18617156,"('undiscriminating', 'discriminating')",0.2949355,0.1861716,-0.1087639
59,-0.007207323,-0.060769327,"('foolish', 'wise')",-0.0072073,-0.0607693,-0.053562
60,0.36326438,0.5980084,"('inefficient', 'efficient')",0.3632644,0.5980084,0.234744
61,0.14669868,0.018529117,"('illogical', 'logical')",0.1466987,0.0185291,-0.1281696
62,0.64710915,0.7801926,"('incompetent', 'brilliant')",0.6471092,0.7801926,0.1330834
63,0.08453852,0.13993494,"('unperceptive', 'insightful')",0.0845385,0.1399349,0.0553964
64,-5.3000393,-5.3027744,"('shy', 'confident')",-5.3000393,-5.3027744,-0.0027351
65,0.74170756,0.796759,"('insecure', 'secure')",0.7417076,0.796759,0.0550514
66,0.30304188,0.10699593,"('inactive', 'active')",0.3030419,0.1069959,-0.196046
67,-0.658834,-0.54128444,"('doubtful', 'determined')",-0.658834,-0.5412844,0.1175496
68,-0.7595953,-0.70527613,"('dependent', 'independent')",-0.7595953,-0.7052761,0.0543192
69,-1.7394439,-1.816181,"('lazy', 'industrious')",-1.7394439,-1.8161809,-0.076737
