,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.6868691,-1.8267319,"('unsociable', 'sociable')",-0.40822375,-0.6265349,-1.0475464,-1.2266334,-0.179087
1,-0.7389886,-0.8976741,"('unfriendly', 'friendly')",1.7845029,1.672998,0.5227572,0.3876619,-0.1350953
2,0.76339865,0.90289664,"('unlikable', 'likable')",0.5853299,0.67560303,0.6743643,0.7892498,0.1148855
3,-1.2138736,-1.1623964,"('repellent', 'pleasant')",0.04866566,0.060952973,-0.582604,-0.5507217,0.0318823
4,1.3035556,1.1772304,"('disliked', 'liked')",-5.6338077,-5.7312555,-2.1651261,-2.2770126,-0.1118865
5,1.2653413,1.3088903,"('distant', 'outgoing')",0.012750223,0.07125452,0.6390458,0.6900724,0.0510266
6,1.0745996,1.1528381,"('distant', 'open')",0.16301858,0.19804205,0.6188091,0.6754401,0.056631
7,-0.8509488,-0.87809193,"('insensitive', 'sensitive')",0.5951687,0.57594794,-0.1278901,-0.151072,-0.0231819
8,0.35914546,0.34086242,"('unaffectionate', 'affectionate')",1.0822492,1.0168877,0.7206973,0.678875,-0.0418223
9,0.044609606,-0.007961616,"('unaffectionate', 'caring')",1.2434224,1.168233,0.644016,0.5801357,-0.0638803
10,-2.395233,-2.4693794,"('unsympathetic', 'sympathetic')",-0.04492563,-0.13952006,-1.2200793,-1.3044498,-0.0843705
11,-1.6783423,-1.6931531,"('unhelpful', 'helpful')",1.6577579,1.6885368,-0.0102922,-0.0023082,0.007984
12,-0.89206356,-0.9197839,"('unsupportive', 'supportive')",-1.1873256,-1.1987594,-1.0396945,-1.0592717,-0.0195772
13,-0.94469154,-0.98331946,"('impolite', 'polite')",-0.6521511,-0.6825141,-0.7984213,-0.8329167,-0.0344954
14,-1.268423,-1.2744664,"('antisocial', 'social')",-0.5166336,-0.6258379,-0.8925283,-0.9501522,-0.0576239
15,0.09423084,0.012639103,"('boring', 'funny')",0.43978217,0.4360607,0.2670065,0.2243499,-0.0426566
16,0.43732718,0.4783714,"('unpopular', 'popular')",0.40390462,0.48208284,0.4206159,0.4802271,0.0596112
17,-0.1576021,-0.10664141,"('nasty', 'nice')",-0.18455611,-0.09394002,-0.1710791,-0.1002907,0.0707884
