,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,0.20288295,0.11101238,"('unsociable', 'sociable')",0.2028829,0.1110124,-0.0918705
1,1.8755299,1.8152053,"('unfriendly', 'friendly')",1.8755299,1.8152053,-0.0603246
2,0.43260247,0.6033164,"('unlikable', 'likable')",0.4326025,0.6033164,0.1707139
3,0.5056032,0.6082711,"('repellent', 'pleasant')",0.5056032,0.6082711,0.1026679
4,-7.5440354,-7.3285847,"('disliked', 'liked')",-7.5440354,-7.3285847,0.2154507
5,-0.12471181,-0.03359785,"('distant', 'outgoing')",-0.1247118,-0.0335978,0.091114
6,0.025209866,0.08933078,"('distant', 'open')",0.0252099,0.0893308,0.0641209
7,1.2643245,1.2784919,"('insensitive', 'sensitive')",1.2643245,1.2784919,0.0141674
8,1.769717,1.7399437,"('unaffectionate', 'affectionate')",1.769717,1.7399437,-0.0297733
9,1.9394068,2.0122817,"('unaffectionate', 'caring')",1.9394068,2.0122817,0.0728749
10,1.1931715,1.1191909,"('unsympathetic', 'sympathetic')",1.1931715,1.1191909,-0.0739806
11,2.0163765,2.0081773,"('unhelpful', 'helpful')",2.0163765,2.0081773,-0.0081992
12,-0.90581864,-0.83455974,"('unsupportive', 'supportive')",-0.9058186,-0.8345597,0.0712589
13,0.4043818,0.3943,"('impolite', 'polite')",0.4043818,0.3943,-0.0100818
14,-0.078608,-0.1535773,"('antisocial', 'social')",-0.078608,-0.1535773,-0.0749693
15,0.49986118,0.5615721,"('boring', 'funny')",0.4998612,0.5615721,0.0617109
16,-0.70414513,-0.53434664,"('unpopular', 'popular')",-0.7041451,-0.5343466,0.1697985
17,-0.26026455,-0.27119282,"('nasty', 'nice')",-0.2602645,-0.2711928,-0.0109283
18,-0.22976792,-0.28690788,"('disagreeable', 'welcoming')",-0.2297679,-0.2869079,-0.05714
19,0.0030234214,0.0614642,"('inhospitable', 'hospitable')",0.0030234,0.0614642,0.0584408
20,0.7176831,0.6515631,"('rough', 'thoughtful')",0.7176831,0.6515631,-0.06612
21,-0.029667176,-0.015062317,"('immoral', 'moral')",-0.0296672,-0.0150623,0.0146049
22,-0.10399892,-0.10362603,"('untrustworthy', 'trustworthy')",-0.1039989,-0.103626,0.0003729
23,7.128917,6.9975004,"('insincere', 'sincere')",7.1289172,6.9975004,-0.1314168
24,2.1206973,2.0742009,"('dishonest', 'honest')",2.1206973,2.0742009,-0.0464964
25,0.37891465,0.32028246,"('egoistic', 'altruistic')",0.3789147,0.3202825,-0.0586322
26,0.40577844,0.35031614,"('hardhearted', 'benevolent')",0.4057784,0.3503161,-0.0554623
