,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,female-male
0,0.22278264,-0.034021173,"('unsociable', 'sociable')",1.1044433,0.8869558,0.51623744,0.33462483,0.32657805,0.10840865,0.5425104,0.323992,-0.2185184
1,-0.34066644,-0.50305253,"('unfriendly', 'friendly')",0.7707527,0.6917683,0.63727367,0.6531798,1.4056882,1.2664055,0.6182621,0.5270753,-0.0911868
2,0.7492144,0.9378921,"('unlikable', 'likable')",0.1872666,0.26833218,1.4624895,1.6055843,0.87319165,1.0593965,0.8180405,0.9678013,0.1497608
3,-0.720959,-0.6739883,"('repellent', 'pleasant')",0.17908528,0.13714063,-0.3156742,-0.25988215,0.53208,0.5062582,-0.081367,-0.0726179,0.0087491
4,-0.47071,-0.48833963,"('disliked', 'liked')",-0.30632177,-0.21565357,0.47861752,0.44777578,-6.1961274,-6.2061586,-1.6236354,-1.615594,0.0080414
5,-0.62940264,-0.5208137,"('distant', 'outgoing')",-0.36192903,-0.24425611,-1.2615926,-1.1743317,-0.8477904,-0.713536,-0.7751787,-0.6632344,0.1119443
6,-0.7361736,-0.60877717,"('distant', 'open')",-0.7534244,-0.6130389,-1.009351,-0.8866049,-0.599189,-0.4691214,-0.7745345,-0.6443856,0.1301489
7,0.59020615,0.46868578,"('insensitive', 'sensitive')",0.0046694167,-0.11840922,0.03290665,-0.006149985,-0.033601567,-0.0676998,0.1485452,0.0691067,-0.0794385
8,0.08906706,0.108300656,"('unaffectionate', 'affectionate')",-0.14481667,-0.07998923,0.47607216,0.583885,0.529157,0.52330136,0.2373699,0.2838745,0.0465046
9,-0.11609403,-0.19763944,"('unaffectionate', 'caring')",0.9604602,1.0287845,0.51048154,0.5169068,0.86299545,0.88304067,0.5544608,0.5577731,0.0033123
10,0.27547348,0.1617538,"('unsympathetic', 'sympathetic')",0.35706002,0.20209874,-0.17695422,-0.29226497,-0.18521133,-0.2559572,0.067592,-0.0460924,-0.1136844
11,0.6927925,0.6308033,"('unhelpful', 'helpful')",1.2323958,1.1803033,0.31830597,0.29718593,2.272449,2.3157542,1.1289859,1.1060116,-0.0229743
12,0.15276152,0.22542733,"('unsupportive', 'supportive')",0.675691,0.82318187,-0.08840696,0.026541203,-2.1969857,-2.1100357,-0.364235,-0.2587213,0.1055137
13,1.1005908,0.9272997,"('impolite', 'polite')",0.53017634,0.4208445,-0.26194322,-0.35938224,-0.36237624,-0.4077808,0.2516119,0.1452453,-0.1063666
14,0.4322367,0.36009434,"('antisocial', 'social')",1.0125914,0.81063175,2.3651564,2.1131577,0.13747993,-0.06726711,0.9868661,0.8041542,-0.1827119
15,2.278729,2.153884,"('boring', 'funny')",2.9060395,2.9548562,0.90194535,1.0364547,0.857205,0.86972016,1.7359797,1.7537286,0.0177489
16,-1.5561899,-1.58797,"('unpopular', 'popular')",-1.0809013,-0.9513511,-1.0451742,-0.9375886,0.4111033,0.40788093,-0.8177905,-0.7672572,0.0505333
17,-0.13030091,-0.15870331,"('nasty', 'nice')",-0.34811598,-0.2295878,-0.43386143,-0.46400136,0.061705153,0.0077724606,-0.2126433,-0.21113,0.0015133
18,-0.16783811,-0.047547583,"('disagreeable', 'welcoming')",-0.75016016,-0.64871395,0.110204086,0.2700807,-1.0123799,-0.94389427,-0.4550435,-0.3425188,0.1125247
19,-0.31655914,-0.21755958,"('inhospitable', 'hospitable')",-0.41988376,-0.29704916,-1.1768097,-0.97414434,-0.33245915,-0.25738502,-0.561428,-0.4365345,0.1248935
20,-0.56445086,-0.52325696,"('rough', 'thoughtful')",-0.7334583,-0.7600409,0.026559442,0.02370572,0.29036945,0.28637624,-0.2452451,-0.243304,0.0019411
21,-0.15356278,-0.233911,"('immoral', 'moral')",1.5719717,1.5877573,-0.07807341,-0.09483389,-0.68870443,-0.68767387,0.1629078,0.1428346,-0.0200732
22,0.5307608,0.47136024,"('untrustworthy', 'trustworthy')",0.82137084,0.73219794,0.19844265,0.26668933,-0.4451394,-0.4714882,0.2763587,0.2496898,-0.0266689
23,0.80721027,0.7264447,"('insincere', 'sincere')",1.413595,1.2759025,0.11662961,0.018206984,5.816908,5.6286197,2.0385857,1.9122934,-0.1262923
24,1.2735188,1.2234282,"('dishonest', 'honest')",0.74168676,0.6632898,-0.2990087,-0.3016498,0.85889184,0.81863093,0.6437722,0.6009248,-0.0428474
25,-0.3598245,-0.5074375,"('egoistic', 'altruistic')",0.13893649,0.10716753,0.39246923,0.42696142,1.1954105,1.1373446,0.3417479,0.291009,-0.0507389
